CDV,SO,Invoice no,Date,Description,PO,Mã hàng,COO,Origin,Số lượng,Unit Price,ED CHARGE,CORE PRICE,PRICE  IMPORT,NORMAL PRICE,SUPPORT IDN H1, IDN H2
CDS-HKT-01-22,,869337780,44656,280721P-BP98-Phase II,7150280721,3957851,,TW,4,57.53,5.753,FALSE,61.555,57.53,,
CDS-HKT-01-22,,869337780,44656,280721P-BP98-Phase II,7150280721,3866880,,TW,4,83.39,8.339,FALSE,89.23,83.39,,
CDS-HKT-01-22,,869337780,44656,280721P-BP98-Phase II,7150280721,0115-0567,,TH,4,22.9,2.29,FALSE,24.5,22.9,,
CDS-HKT-01-22,,869337779,44656,280721P-BP98-Phase II,7150280721,5260393,,US,8,1100.84,110.084,FALSE,1177.9,1100.84,,
CDS-HKT-01-22,,869337779,44656,280721P-BP98-Phase II,7150280721,.,,US,4,1480.87,148.087,,1584.53,,,
CDV-001-22,,8690000132,44564,131974-IOF-PTP,7150131974,3102654,,MX,2,,,0,115.23,104.75,,
CDV-002-22,,8690000500,44566,148768-WA-DTHG,7150148768,0300-4721-04,NO,US,1,,,0,,90.46,,
CDV-003-22,,8690000737,44567,148611-ED-LTN,7150148611,0300-4083,NO,US,1,755.77,75.577,0,831.347,755.77,,
CDV-004-22,,8690000223,44565,118238-SCHORD-SSA FISHING,7150118238,3005963,,US,42,32.26,0,0,32.26,32.26,23.43964679,
CDV-004-22,,8690000223,44565,124914-SCHORD-SSA-PTP-Q1,7150124914,3005963,,US,240,32.26,0,0,32.26,32.26,23.43964679,
CDV-004-22,,8690000223,44565,147873-IF-HVM,7150147873,5292708,,US,1,19.4,0,0,19.4,19.4,,
CDV-004-22,,8690000223,44565,147906-IF-DTH,7150147906,3975076,,IN,1,40.22,0,0,40.22,40.22,,
CDV-004-22,,8690000223,44565,147906-IF-DTH,7150147906,5309255,,HU,1,22.38,0,0,22.38,22.38,,
CDV-004-22,,8690000223,44565,147907-IF-LTN,7150147907,3969822,,GB,1,9.89,0,0,9.89,9.89,,
CDV-004-22,,8690000223,44565,147907-IF-LTN,7150147907,3966128,,MX,1,23.83,0,0,23.83,23.83,,
CDV-004-22,,8690000223,44565,147907-IF-LTN,7150147907,5260634,,CN,1,250.39,0,0,250.39,250.39,,
CDV-004-22,,8690000223,44565,148018- IF - DTH,7150148018,3649550,,US,1,141.34,0,0,141.34,141.34,,
CDV-004-22,,8690000223,44565,148018- IF - DTH,7150148018,4101378,,GB,1,139.27,0,0,139.27,139.27,,
CDV-004-22,,8690000223,44565,148018- IF - DTH,7150148018,3089056,,US,1,60.65,0,0,60.65,60.65,,
CDV-004-22,,8690000223,44565,148018- IF - DTH,7150148018,3643960,,DE,1,56.54,0,0,56.54,56.54,,
CDV-004-22,,8690000224,44565,140629-BP98-PhaseIII2,7150140629,4955375,,US,2,1775,0,0,1775,1775,,
CDV-004-22,,8690000225,44565,139453-BP98-PhaseIII1,7150139453,4956090,,US,1,626.01,0,0,626.01,626.01,,
CDV-004-22,,8690000226,44565,140629-BP98-PhaseIII2,7150140629,4352578,,US,1,269.22,0,0,269.22,269.22,240,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,2864016,,US,1,2016.77,0,0,2016.77,2016.77,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,3967458,,IN,1,1332.7,0,0,1332.7,1332.7,,
CDV-004-22,,8690000228,44565,140281-IFEX-HVHV,7150140281,4068673,,MX,3,1777,0,0,1777,2336.25,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,3803703,,US,6,172.21,0,0,172.21,73.51,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,4383933,,GB,2,126.77,0,0,126.77,126.77,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,0151-0411,,IN,1,320.96,0,0,320.96,320.96,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,RSK-6001,,GB,1,170.72,0,0,170.72,170.72,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,3803977,,CN,12,54.61,0,0,54.61,54.61,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,0300-4083,,MY,1,755.77,0,0,755.77,755.77,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,0300-4970,,CN,1,1699.11,0,0,1699.11,1699.11,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,4376323,,US,2,850.97,0,0,850.97,850.97,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,4065615,,GB,4,3.75,0,0,3.75,3.75,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,4326781,,US,2,1289.5,0,0,1289.5,1289.5,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,4307244 BH30,,US,1,4320.07,0,0,4320.07,4320.07,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,4359572,,CN,1,56.8,0,0,56.8,56.8,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,3629205,,US,1,74.97,0,0,74.97,74.97,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,5472920,,JP,2,1111.63,0,0,1111.63,1111.63,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,2878168,,MX,7,15.56,0,0,15.56,15.56,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,3016760,,BR,12,19.21,0,0,19.21,19.21,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,4025120,,BR,1,168.62,0,0,168.62,168.62,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,4318947,,US,1,40.08,0,0,40.08,40.08,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,2897691,,IN,2,53.35,0,0,53.35,53.35,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,3090704,,US,24,13.12,0,0,13.12,13.12,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,4089478,,US,1,202.03,0,0,202.03,202.03,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,4955352,,SK,24,67.23,0,0,67.23,67.23,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,4376353,,US,6,120.92,0,0,120.92,120.92,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,4955251,,US,6,43.18,0,0,43.18,43.18,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,3802967,,US,6,9.4,0,0,9.4,9.4,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,3943450,,US,12,8.08,0,0,8.08,8.08,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,3802924,,US,12,10.87,0,0,10.87,10.87,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,3943449,,US,12,8.1,0,0,8.1,8.1,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,3940123,,DE,24,1.13,0,0,1.13,1.13,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,3802355,,US,6,13.21,0,0,13.21,13.21,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,3904105,,DE,6,6.3,0,0,6.3,6.3,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,3957912,,US,12,3.81,0,0,3.81,3.81,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,3904166,,CN,6,25.57,0,0,25.57,25.57,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,4089460,,US,6,30.5,0,0,30.5,30.5,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,3945917,,BR,1,87.15,0,0,87.15,87.15,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,4309095,,MX,6,172.13,0,0,172.13,172.13,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,5283368,,MX,1,12.93,0,0,12.93,12.93,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,3800341,,US,12,21.87,0,0,21.87,21.87,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,5367376,,US,12,8.41,0,0,8.41,8.41,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,3800340,,US,12,14.16,0,0,14.16,14.16,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,4934063,,IN,24,10.9,0,0,10.9,10.9,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,5316172,,US,24,4.27,0,0,4.27,4.27,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,3944452,,US,24,3.1,0,0,3.1,3.1,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,5263308,,JP,6,491.32,0,0,491.32,491.32,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,2872288,,SE,6,31,0,0,31,31,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,5594275,,US,1,13.37,0,0,13.37,13.37,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,3942748,,IN,1,45.67,0,0,45.67,45.67,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,3942749,,IN,6,48.3,0,0,48.3,48.3,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,3966658,,IN,6,8.67,0,0,8.67,8.67,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,3965966,,CN,6,51.9,0,0,51.9,51.9,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,5449240,,CN,1,190.59,0,0,190.59,190.59,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,0193-0529-01,,MX,2,23.86,0,0,23.86,23.86,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,A055G562,,GB,2,64.99,0,0,64.99,64.99,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,A044F794,,IN,1,78.59,0,0,78.59,78.59,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,A044F796,,IN,1,63.17,0,0,63.17,63.17,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,RSK-2001,,GB,2,121.94,0,0,121.94,121.94,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,E000-14808/1P,,GB,1,111.49,0,0,111.49,111.49,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,E000-24403/1P,,GB,1,191.62,0,0,191.62,191.62,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,0327-1507,,CN,2,338.08,0,0,338.08,338.08,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,A048L463,,IN,1,22.75,0,0,22.75,22.75,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,A061N417,,IN,1,633.64,0,0,633.64,633.64,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,A061N421,,US,1,624.9,0,0,624.9,624.9,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,A026N036,,MY,1,1420.95,0,0,1420.95,1420.95,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,0327-1536,,IN,1,551.78,0,0,551.78,551.78,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,RSK-5001,,GB,1,157.94,0,0,157.94,157.94,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,4089809,,GB,1,2950.29,0,0,2950.29,2950.29,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,4956003,,PL,1,1148.81,0,0,1148.81,1148.81,,
CDV-004-22,,8690000228,44565,132188-IOF-PTP,7150132188,3963950,,MX,1,1715.82,0,0,1715.82,1715.82,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,5373849,,HU,22,16.53,0,0,16.53,16.53,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,A028T766,,MY,1,533.49,0,0,533.49,533.49,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,0327-1593,,CN,1,657.52,0,0,657.52,657.52,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,0193-0444,,US,1,59.56,0,0,59.56,59.56,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,0300-4079,,MY,1,2387.19,0,0,2387.19,2387.19,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,0327-1376-02,,CN,1,1293.23,0,0,1293.23,1293.23,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,3080708,,US,6,13.43,0,0,13.43,13.43,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,4065349,,ZA,2,9.18,0,0,9.18,9.18,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,E000-23412/1P,,GB,1,191.62,0,0,191.62,191.62,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,5473331,,US,18,10.04,0,0,10.04,10.04,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,4003950,,CN,1,569.41,0,0,569.41,569.41,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,4955239,,US,12,30.71,0,0,30.71,30.71,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,3800637,,US,12,25.12,0,0,25.12,25.12,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,4003966,,US,24,1.94,0,0,1.94,1.94,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,4089998,,US,1,349.45,0,0,349.45,349.45,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,4903472,,MX,6,672.05,0,0,672.05,672.05,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,3417717,,US,6,12.31,0,0,12.31,12.31,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,4955229,,US,1,246.21,0,0,246.21,246.21,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,4955230,,US,1,182.55,0,0,182.55,182.55,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,4931041,,MX,5,20.95,0,0,20.95,20.95,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,4919951,,IN,6,44.91,0,0,44.91,44.91,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,5303406,,US,24,4.19,0,0,4.19,4.19,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,5264248,,CZ,1,1272.98,0,0,1272.98,1272.98,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,5283840,,CN,6,433.9,0,0,433.9,433.9,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,3802356,,IN,4,6.75,0,0,6.75,6.75,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,3906854,,DE,6,6.54,0,0,6.54,6.54,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,3968563,,CN,1,16.8,0,0,16.8,16.8,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,3940152,,US,8,8.52,0,0,8.52,8.52,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,5448124,,US,24,1.53,0,0,1.53,1.53,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,2897331,,US,1,37.02,0,0,37.02,37.02,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,0193-0430-01,,TW,2,64.18,0,0,64.18,64.18,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,A049F209,,IN,2,33.59,0,0,33.59,33.59,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,3634664,,CN,4,25.61,0,0,25.61,25.61,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,RSK-1101,,GB,1,78.97,0,0,78.97,78.97,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,A054H820,,IN,1,78.97,0,0,78.97,78.97,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,A059F437,,TR,1,111.49,0,0,111.49,111.49,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,0300-6014,,TW,1,187.36,0,0,187.36,187.36,,
CDV-004-22,,8690000228,44565,143254-SS-Q12022,7150143254,A051L545,,MY,1,2387.19,0,0,2387.19,2387.19,,
CDV-004-22,,8690000228,44565,148240-IOF-PTP,7150148240,3288497,,CN,1,38.96,0,0,38.96,38.96,,
CDV-004-22,,8690000229,44565,134888-IOF-PTP,7150134888,3279720,,US,18,53.85,0,0,53.85,53.85,,
CDV-005-22,,8690000219,44565,140629-BP98-PhaseIII2,7150140629,4078701,,MX,1,674.06,0,0,674.06,674.06,,
CDV-005-22,,8690000219,44565,140629-BP98-PhaseIII2,7150140629,3057817E467,,US,6,2483.25,0,0,2483.25,2483.25,,
CDV-005-22,,8690000219,44565,140629-BP98-PhaseIII2,7150140629,5594276,,US,14,33,0,0,33,33,,
CDV-005-22,,8690000220,44565,139925-SCHORD1-HVM,7150139925,5452083,,US,1,1065,0,0,1065,1065,,
CDV-005-22,,8690000220,44565,140618-SCHORD-PTP,7150140618,3804700,,US,15,12.01,0,0,12.01,12.01,,
CDV-005-22,,8690000220,44565,141201-SCHORD-SERVICE,7150141201,0300-4721-12,,US,1,93.36,0,0,93.36,93.36,,
CDV-005-22,,8690000220,44565,141201-SCHORD-SERVICE,7150141201,3331924,,ZA,1,5.8,0,0,5.8,5.8,,
CDV-005-22,,8690000220,44565,141201-SCHORD-SERVICE,7150141201,3651893,,MX,2,1009.52,0,0,1009.52,1009.52,,
CDV-005-22,,8690000220,44565,143050-SCHORD-HVM,7150143050,3979344,,CN,4,49.75,0,0,49.75,49.75,,
CDV-005-22,,8690000220,44565,143268-IOF-LTN,7150143268,3911560,,IN,4,32.6,0,0,32.6,32.6,,
CDV-005-22,,8690000221,44565,139925-SCHORD-HVM,7150139925,5257595,,DE,1,39.61,0,0,39.61,39.61,,
CDV-005-22,,8690000221,44565,141073-SCHORD-TDM,7150141073,3800637,,US,12,25.12,0,0,25.12,25.12,,
CDV-005-22,,8690000221,44565,141893-IFEX-PTP,7150141893,3084891PX,,MX,120,82.97,0,150,232.97,82.97,,
CDV-005-22,,8690000221,44565,144600-IOF-HVHV,7150144600,3977530,,CZ,1,398.03,0,0,398.03,398.03,,
CDV-005-22,,8690000221,44565,144600-IOF-HVHV,7150144600,5286964,,US,1,760.23,0,0,760.23,760.23,,
CDV-005-22,,8690000221,44565,144690-IOF-HVHV,7150144690,3974456,,US,3,72.03,0,0,72.03,72.03,,
CDV-005-22,,8690000221,44565,145580-IOF-HVM,7150145580,5413001,,CN,2,141.74,0,0,141.74,141.74,,
CDV-005-22,,8690000221,44565,140281-IFEX-HVHV,7150140281,4068673RX,,MX,5,777,0,1000,1777,777,,
CDV-005-22,,8690000222,44565,147907-IF-LTN,7150147907,3966130,,CZ,1,26.83,0,0,26.83,26.83,,
CDV-005-22,,8690000222,44565,147907-IF-LTN,7150147907,3979330,,US,1,29.07,0,0,29.07,29.07,,
CDV-005-22,,8690000222,44565,147907-IF-LTN,7150147907,3979403,,US,1,28.3,0,0,28.3,28.3,,
CDV-005-22,,8690000222,44565,147907-IF-LTN,7150147907,3286499,,GB,1,18.69,0,0,18.69,18.69,,
CDV-005-22,,8690000222,44565,147907-IF-LTN,7150147907,5299073,,CN,1,58.08,0,0,58.08,58.08,,
CDV-005-22,,8690000233,44565,144799-IOF-LTN,7150144799,LF3970,,IN,24,6.9,0,0,6.9,7.557,,
CDV-005-22,,8690000233,44565,142320-IOF-LTN,7150142320,FS20071MX,,DE,12,24.11,0,0,24.11,26.4,,
CDV-005-22,,CDV BP 98/2021,44565,150326-FOC,7150150326,9225,,SG,11,2,0,0,2,,,
CDV-005-22,,CDV BP 98/2021,44565,150326-FOC,7150150326,9319,,SG,5,1.02,0,0,1.02,,,
CDV-005-22,,CDV BP 98/2021,44565,150326-FOC,7150150326,9861,,SG,1,2.7,0,0,2.7,,,
CDV-005-22,,CDV BP 98/2021,44565,150326-FOC,7150150326,9211,,SG,2,0.2,0,0,0.2,,,
CDV-005-22,,CDV BP 98/2021,44565,150326-FOC,7150150326,9037,,SG,3,0.32,0,0,0.32,,,
CDV-006-22,,8690000559,44566,144571-ED-LTN,7150144571,A048G602,NO,US,2,412.89,41.289,,454.179,412.89,,
CDV-007-22,,8690000927,44568,149350-ED-LTN,7150149350,0300-4080-02,Có bản cứng,MY,1,774.55,77.455,0,852.01,774.55,,
CDV-008-22,,8690001292,44571,149652-WA-DTHG,7150149652,129768,NO,US,1,6,0,0,6,6,,
CDV-008-22,,8690001293,44571,149652-WA-DTHG,7150149652,3030970,NO,US,1,16.95,0,0,16.95,16.95,,
CDV-008-22,,8690001514,44572,149373-WA-NTV,7150149373,A048L463,NO,IN,1,22.75,0,0,22.75,22.75,,
CDV-009-22,,8690001756,44574,138165-IOF-HVM,7150138165,4352298,,US,1,1575,0,0,1575,1575,,
CDV-009-22,,8690001756,44574,141201-SCHORD-SERVICE,7150141201,3408326,,US,1,809.56,0,0,809.56,809.56,,
CDV-009-22,,8690001756,44574,143254-SS-Q12022,7150143254,0193-0432,,US,1,37.67,0,0,37.67,37.67,,
CDV-009-22,,8690001756,44574,143254-SS-Q12022,7150143254,4956000,,US,1,637.93,0,0,637.93,637.93,,
CDV-009-22,,8690001757,44574,145580-IOF-HVM,7150145580,3094909,,CN,2,32.95,0,0,32.95,32.95,,
CDV-009-22,,8690001757,44574,148739-IOF-TDM,7150148739,4319020,,US,2,137.65,0,0,137.65,137.65,,
CDV-009-22,,8690001757,44574,148895-IOF-TDM,7150148895,4319020,,US,1,137.65,0,0,137.65,137.65,,
CDV-009-22,,8690001757,44574,148766-IOF-LTN,7150148766,0300-5179,,CN,1,682.05,0,0,682.05,682.05,,
CDV-009-22,,8690001757,44574,148895-IOF-TDM,7150148895,3971994,,CN,3,30.93,0,0,30.93,30.93,,
CDV-009-22,,8690001757,44574,149137-IOF-LTN,7150149137,4954405,,CH,2,409.26,0,0,409.26,409.26,,
CDV-009-22,,8690001757,44574,149137-IOF-LTN,7150149137,4954491,,GB,2,296.66,0,0,296.66,296.66,,
CDV-009-22,,8690001757,44574,149137-IOF-LTN,7150149137,0327-1593,,CN,2,657.52,0,0,657.52,657.52,,
CDV-009-22,,8690001757,44574,149137-IOF-LTN,7150149137,45-1082,,CN,2,441.3,0,0,441.3,441.3,,
CDV-009-22,,8690001757,44574,149137-IOF-LTN,7150149137,A056M366,,US,2,26.73,0,0,26.73,26.73,,
CDV-009-22,,8690001757,44574,149137-IOF-LTN,7150149137,A049T953,,MX,1,81.46,0,0,81.46,81.46,,
CDV-009-22,,8690001757,44574,149137-IOF-LTN,7150149137,4954245,,CN,2,79.34,0,0,79.34,108.6,,
CDV-009-22,,8690001758,44574,140629-BP98-PhaseIII2,7150140629,5529499,,US,15,2285,0,0,2285,2285,,
CDV-009-22,,8690001759,44574,142610-SSA-PTP,7150142610,4955976,,US,161,75,0,0,75,75,51.9,
CDV-009-22,,8690001760,44574,134215-SSA Q321,7150134215,3005963,,US,120,32.26,0,0,32.26,32.26,23.43964679,
CDV-009-22,,8690001760,44574,136900P-SCHORD-SSA,7150136900,3005963,,US,120,32.26,0,0,32.26,32.26,23.43964679,
CDV-010-22,,8690001946,44574,149998-WA-DTHG,7150149998,A063L185,NO,IN,1,220,0,0,220,220,,
CDV-010-22,,8690002118,44575,149998-WA-DTHG,7150149998,5282841,NO,MX,1,290.82,0,0,290.82,290.82,,
CDV-010-22,,8690002118,44575,148935-ED-LTN,7150148935,4309254,NO,US,1,85.35,0,0,85.35,85.35,,
CDV-010-22,,8690002119,44575,149129-ED-LTN,7150149129,E000-23212/1P,NO,GB,1,267.11,26.711,0,293.821,267.11,,
CDV-011-22,,8690002186,44575,149322-WA-DTHG,7150149322,3408326,NO,US,1,809.56,0,0,809.56,809.56,,
CDV-012-22,,8690002602,44579,150403-ED-LTN,7150150403,0300-4309-02,Có bản scan,MY,1,437.56,43.756,0,481.32,437.56,,
CDV-012-22,,8690002602,44579,150403-ED-LTN,7150150403,0300-4306,Có bản scan,MY,1,393.56,39.356,0,432.92,393.56,,
CDV-013-22,,8690002654,44579,150528-ED-LTN,7150150528,3044196,Có bản scan,PL,1,600.62,60.062,0,660.68,600.62,,
CDV-013-22,,8690002705,44580,150592-ED-HVM,7150150592,3007517,Có bản scan,US,2,12.12,1.212,0,13.33,12.12,6.5,
CDV-013-22,,8690002705,44580,150592-ED-HVM,7150150592,193736,Có bản scan,US,36,1.92,0.192,0,2.11,1.92,,
CDV-013-22,,8690002705,44580,150592-ED-HVM,7150150592,207226,Có bản scan,IN,2,13.91,1.391,0,15.3,13.91,3.2,
CDV-013-22,,8690002713,44580,150588-WA-DTHG,7150150588,3897386,Có bản scan,US,1,312.3,0,0,312.3,312.3,,
CDV-014-22,,8690001703,44573,149837-ED-LTN,7150149837,5367762,Có bản scan,MX,1,373.17,37.317,0,410.49,373.17,,
CDV-015-22,,8690005040,44599,151284-ED-HVM,7150151284,0338-4472,Có bản scan,CN,1,719.21,71.921,0,791.13,719.21,,
CDV-015-22,,8690005041,44599,150847-WA-NTV,7150150847,5259578,Có bản scan,ES,1,758.7,0,0,758.78,,,
CDV-015-22,,8690005042,44599,151197-IOF-PTP-DB,7150151197,0300-6014,Có bản scan,TW,1,187.36,18.736,0,206.1,187.36,,
CDV-015-22,,8690005043,44599,151543-ED-TDM,7150151543,A026F395,Có bản scan,GB,1,477.53,47.753,0,525.28,477.53,,
CDV-016-22,,8690005993,44603,144452-ED-HVHV-DB,7150144452,0193-0469,,US,1,35.85,3.585,0,39.44,35.85,,
CDV-016-22,,8690007379,44613,152034-ED-LTN,7150152034,A040J429,Có bản cứng,CN,3,12.91,1.291,0,14.2,12.91,,
CDV-016-22,,8690007380,44613,152034-ED-LTN,7150152034,BM95161,Có bản cứng,IN,6,61.35,6.135,0,67.49,61.35,,
CDV-016-22,,8690007380,44613,152034-ED-LTN,7150152034,5413187,Có bản cứng,CN,4,6.93,0.693,0,7.62,6.93,,
CDV-017-22,,8690006999,44609,"148860F-SS-Q12022
151520-SS-Petrol",7150148860,CC2869,,AU,210,57.07,0,0,57.07,63.6625,,
CDV-017-22,,8690006999,44609,151520-SS-Petrol,7150151520,CC2638,,US,52,21.53,0,0,21.53,23.8975,,
CDV-017-22,,8690007000,44609,148860F-SS-Q12022,7150148860,AF4819,,AU,1,29.1,0,0,29.1,30.558,,
CDV-017-22,,8690007000,44609,148860F-SS-Q12022,7150148860,LF9070,,US,12,29.6,0,0,29.7,32.5215,,
CDV-017-22,,8690007000,44609,151042-IOF-TDM,7150151042,AH1100,,MX,2,77.86,0,0,77.86,86.108,,
CDV-017-22,,8690007000,44609,145858-IOF-DTHG,7150145858,CC2602B,,US,100,0.96,0,0,0.96,1.067,,
CDV-017-22,,8690007000,44609,137300-SCHORD-SSA,7150137300,FS1040,,MX,6,26.93,0,0,26.93,31.735,,
CDV-017-22,,8690007000,44609,148860F-SS-Q12022,7150148860,FS1006,,CN,396,18.03,0,0,18.03,27.819,19.64,
CDV-017-22,,8690007000,44609,148860F-SS-Q12022,7150148860,AF1921M,,MX,2,44.86,0,0,44.86,49.126,,
CDV-017-22,,8690007000,44609,148860F-SS-Q12022,7150148860,AF4801,,AU,2,38.19,0,0,38.19,42.4545,,
CDV-017-22,,8690007000,44609,148860F-SS-Q12022,7150148860,AF25278,,FR,12,60.7,0,0,60.7,66.473,,
CDV-017-22,,8690007000,44609,151520-SS-Petrol,7150151520,WF2074,,MX,144,11.65,0,0,11.65,12.7545,,
