Sales document,Sold-To Party,Material Description,Sales Document Type,Delivery Date,Document Date,Overall Status Item Description,Order Quantity (Item),Confirmed Quantity (Item),Material,Plant,Batch,Net Price
2300084089,121139165,300-6090-CONTROL ASSY,ZTEC,4/28/2023,2/13/2023,Open,1,0,600027115,VN49,,"9,641,000"
2300084088,121091931,4988952-BO GIOANG TREN,ZKE,2/2/2023,2/13/2023,Completed,1,1,600086970,VN49,,"861,000"
2300084088,121091931,4359961-BOM NUOC,ZKE,2/2/2023,2/13/2023,Completed,1,1,600110935,VN49,,"535,000"
2300084088,121091931,3283335-KIM PHUN,ZKE,2/2/2023,2/13/2023,Completed,1,1,600001099,VN49,,"8,401,000"
2300084088,121091931,3806219-PITTONG,ZKE,2/2/2023,2/13/2023,Completed,6,6,600111517,VN49,,"8,043,167"
2300084088,121091931,3904166-XUPPAP XA,ZKE,2/2/2023,2/13/2023,Completed,6,6,600001726,VN49,,"1,624,500"
2300084087,121135795,FS1006-Fulwtrsep,ZKB,2/13/2023,2/13/2023,Completed,4,4,600002731,VNT0,,0
2300084087,121135795,LF3325-Lube filter,ZKB,2/13/2023,2/13/2023,Completed,10,10,600002918,VNT0,,0
2300084087,121135795,LF777-Lube filter,ZKB,2/13/2023,2/13/2023,Completed,4,4,600003076,VNT0,,0
2300084087,121135795,WF2076-Water Filter,ZKB,2/13/2023,2/13/2023,Completed,4,4,600003099,VNT0,,0
2300084087,121135795,880966-Blue7600 15W40API CH-4 18L PL,ZKB,2/13/2023,2/13/2023,Completed,20,20,600085241,VNT0,,0
2300084076,121136452,LF9018-Loc dau,ZTEC,2/13/2023,2/8/2023,Completed,180,180,600003083,VNT0,,"720,000"
2300084076,121136452,WF2076-Loc nuoc,ZTEC,2/13/2023,2/8/2023,Completed,24,24,600003099,VNT0,,"416,000"
2300084076,121136452,LF3000-Loc dau,ZTEC,2/13/2023,2/8/2023,Completed,36,36,600002909,VNT0,,"503,000"
2300084076,121136452,FS1006-Loc nhien lieu,ZTEC,2/13/2023,2/8/2023,Completed,90,90,600002731,VNT0,,"682,000"
2300084076,121136452,FS1000-Loc nhien lieu,ZTEC,2/13/2023,2/8/2023,Completed,36,36,600002729,VNT0,,"320,000"
2300084071,121139165,0511-0224 - BELT-DRIVE,ZTEC,4/3/2023,2/8/2023,Open,1,0,600079294,VN49,,"14,068,000"
2300084070,121133149,0541-0809 - CONTROL KIT (DOM NCM),ZKB,2/22/2023,2/8/2023,Open,1,0,600078932,VN49,,0
2300084066,121133149,300-6315-02 DISPLAY-CONTROL,ZKB,2/21/2023,2/7/2023,Open,1,0,600021033,VN49,,0
2300084063,121112084,"5363431 - MOTOR,STARTING",ZKB,2/7/2023,2/7/2023,Completed,1,1,600080234,VN49,,0
2300084061,121093521,"4903319PX-INJ, CELECT",ZKB,2/6/2023,2/6/2023,Open,3,0,600087111,VNT0,,0
2300084059,121112084,"178079-VALVE, CHECK",ZKB,2/20/2023,2/6/2023,Open,1,0,600027957,VN49,,0
2300084059,121112084,3028325-Valve Check,ZKB,2/20/2023,2/6/2023,Open,1,0,600000697,VN49,,0
2300084059,121112084,"3035346RX-SHUTOFF VLE 24VDC,TWO TERM",ZKB,2/20/2023,2/6/2023,Open,1,0,600111185,VN49,,0
2300084059,121112084,"3071497PX - MX, INJ, STC",ZKB,2/20/2023,2/6/2023,Open,6,0,600016727,VN49,,0
2300084059,121112084,"193736-Seal, injector o ring",ZKB,2/20/2023,2/6/2023,Open,18,18,600000404,VN49,,0
2300084059,121112084,"3033740-VALVE, CHECK",ZKB,2/20/2023,2/6/2023,Open,1,1,600066498,VN49,,0
2300084059,121112084,"3015522-Valve, check",ZKB,2/20/2023,2/6/2023,Open,1,0,600004231,VN49,,0
2300084059,121112084,3013811-Diaphragm,ZKB,2/20/2023,2/6/2023,Open,1,1,600000615,VNT0,,0
2300084058,121064958,WF2076-loc nuoc,ZKE,1/30/2023,2/6/2023,Completed,2,2,600003099,VNT0,,"496,000"
2300084058,121064958,FF202-loc nhien lieu,ZKE,1/30/2023,2/6/2023,Completed,2,2,600002641,VNT0,,"434,000"
2300084058,121064958,LF670-loc nhot dong co,ZKE,1/30/2023,2/6/2023,Completed,5,5,600003055,VNT0,,"293,000"
2300084058,121064958,LF777-loc nhot dong co,ZKE,1/30/2023,2/6/2023,Completed,2,2,600003076,VNT0,,"277,000"
2300084058,121064958,4920076- gioang nap gian co,ZKE,1/30/2023,2/6/2023,Completed,16,16,600020840,VNT0,,"357,000"
2300084058,121064958,AF25278-loc gio,ZKE,1/30/2023,2/6/2023,Completed,2,2,600002393,VNT0,,"2,829,000"
2300084058,121064958,880966-dau dong co 15W40-CH4(18L),ZKE,1/30/2023,2/6/2023,Completed,9,9,600085241,VNT0,,"1,650,000"
2300084056,121112084,"5593524-KIT,FUEL PUMP",ZKB,2/20/2023,2/6/2023,Open,4,0,600113149,VN49,,0
2300084054,121112084,"5593524-KIT,FUEL PUMP",ZKB,2/7/2023,2/6/2023,Completed,1,1,600113149,VNT0,,0
2300084052,121062879,3050692-Ro le de,ZTEC,2/6/2023,2/6/2023,Completed,4,4,600000793,VN49,,"4,211,000"
2300084051,121053868,"3050692-Switch, magnetic",ZKB,2/6/2023,2/6/2023,Completed,1,1,600000793,VN49,,0
2300084044,121134417,A053X260-BO SUOI DAU PHAT,ZTEC,2/3/2023,2/3/2023,Completed,1,1,600104684,VN49,,"8,904,000"
2300084043,121020367,A034X718- CAP,ZTEC,4/2/2023,2/2/2023,Open,1,0,600086311,VN49,,"6,786,000"
2300084042,121041822,4024919-Bo gioang tren,ZTEC,2/2/2023,2/2/2023,Open,1,0,600002092,VN49,,"5,897,000"
2300084040,121112084,"3050692-Switch, magnetic",ZKB,2/2/2023,2/2/2023,Completed,1,1,600000793,VN49,,0
2300084039,121112082,LF3325-Lube filter,ZKB,2/2/2023,2/2/2023,Open,5,0,600002918,VN49,,0
2300084039,121112082,LF777-Lube filter,ZKB,2/2/2023,2/2/2023,Open,2,0,600003076,VN49,,0
2300084039,121112082,FS1006-Fulwtrsep,ZKB,2/2/2023,2/2/2023,Open,2,0,600002731,VN49,,0
2300084039,121112082,WF2076-Water Filter,ZKB,2/2/2023,2/2/2023,Open,2,0,600003099,VN49,,0
2300084039,121112082,880966-Blue7600 15W40API CH-4 18L PL,ZKB,2/2/2023,2/2/2023,Open,11,0,600085241,VN49,,0
2300084039,121112082,DCA65L-Coolant Water,ZKB,2/2/2023,2/2/2023,Open,26,0,600002627,VN49,,0
2300084039,121112082,"4920076- GASKET, ROCKER LEVER",ZKB,2/2/2023,2/2/2023,Open,28,0,600020840,VN49,,0
2300084039,121112082,AF25278-Air filter,ZKB,2/2/2023,2/2/2023,Open,2,0,600002393,VN49,,0
2300084039,121112082,AF25708M- Airfilter,ZKB,2/2/2023,2/2/2023,Open,2,0,600002438,VN49,,0
2300084039,121112082,880966-Blue7600 15W40API CH-4 18L PL,ZKB,2/2/2023,2/2/2023,Open,9,0,600085241,VN49,,0
2300084039,121112082,WF2075-Water filter,ZKB,2/2/2023,2/2/2023,Open,4,0,600003098,VN49,,0
2300084039,121112082,LF670-Lube filter,ZKB,2/2/2023,2/2/2023,Open,4,0,600003055,VN49,,0
2300084038,121112084,0300-6014 - CONTROL ASSY (DYNAM 2 DISPLA,ZKB,2/2/2023,2/2/2023,Open,1,0,600080430,VN49,,0
2300084037,121141055,0327-1601-01 -PCB ASSY (CNTRL,ZKB,2/2/2023,2/2/2023,Completed,1,1,600098152,VN49,,0
2300084037,121141055,327-1507 - PCB ASSY,ZKB,2/3/2023,2/2/2023,Completed,1,1,600009324,VN49,,0
2300084036,121104814,4376430 - Xi lanh,ZTEC,2/2/2023,2/2/2023,Completed,6,6,600096066,VNT0,,"1,663,000"
2300084036,121104814,5405717 - Xec mang,ZTEC,2/3/2023,2/2/2023,Completed,6,6,600096067,VNT0,,"1,386,000"
2300084036,121104814,4299098- Gioang mat may,ZTEC,2/3/2023,2/2/2023,Completed,1,1,600074392,VNT0,,"3,742,000"
2300084036,121104814,4955383 -Phot dau truc,ZTEC,2/3/2023,2/2/2023,Completed,1,1,600014200,VNT0,,"970,000"
2300084036,121104814,4965569-Phot duoi truc,ZTEC,2/2/2023,2/2/2023,Completed,1,1,600004440,VNT0,,"970,000"
2300084036,121104814,5658176-Gioang cam voi phun,ZTEC,2/2/2023,2/2/2023,Completed,1,1,600112536,VNT0,,"191,000"
2300084036,121104814,4299124-Gioang cam voi phun,ZTEC,2/3/2023,2/2/2023,Completed,1,1,600086443,VNT0,,"156,000"
2300084036,121104814,5719778-Gioang cam xup pap,ZTEC,2/2/2023,2/2/2023,Completed,1,1,600112721,VNT0,,"121,000"
2300084036,121104814,4299125-Gioang cam xup pap,ZTEC,2/2/2023,2/2/2023,Completed,1,1,600086442,VNT0,,"156,000"
2300084036,121104814,4356366 - Phot ghit xup pap,ZTEC,2/2/2023,2/2/2023,Completed,24,24,600079280,VNT0,,"59,000"
2300084036,121104814,5473000-Xi lanh,ZTEC,2/3/2023,2/2/2023,Completed,6,6,600111896,VNT0,1463682,"1,871,000"
2300084036,121104814,4089405 - Bac bien cos0,ZTEC,2/3/2023,2/2/2023,Completed,6,6,600002154,VNT0,,"381,000"
2300084036,121104814,5406110 - Bac truc cos0,ZTEC,2/3/2023,2/2/2023,Completed,1,1,600092681,VNT0,,"3,292,000"
2300084036,121104814,4298629-Truc cam xup pap (1 Cam),ZTEC,2/2/2023,2/2/2023,Completed,2,2,600111895,VNT0,,"13,860,000"
2300084036,121104814,4298626-Truc cam xup pap (2 Cam),ZTEC,2/2/2023,2/2/2023,Completed,2,2,600066174,VNT0,,"13,860,000"
2300084035,121158498,4298629-truc cam (1 cam),ZTEC,2/2/2023,2/2/2023,Completed,3,3,600111895,VNT0,,"13,860,000"
2300084033,121139165,888422-NHOT CUMMINS 20W50 CI-4/SL 18L,ZTEC,2/1/2023,2/1/2023,Completed,10,10,600095486,VN49,,"1,336,364"
2300084032,121158244,5406110 - Bac truc cos0,ZTEC,2/2/2023,2/1/2023,Completed,2,2,600092681,VNT0,,"3,135,000"
2300084032,121158244,4089405 - Bac bien cos0,ZTEC,2/2/2023,2/1/2023,Completed,12,12,600002154,VNT0,,"363,000"
2300084032,121158244,4376430 - Xi lanh,ZTEC,2/2/2023,2/1/2023,Completed,12,12,600096066,VNT0,,"1,584,000"
2300084032,121158244,5405717 - Xec mang,ZTEC,2/2/2023,2/1/2023,Completed,12,12,600096067,VNT0,,"1,320,000"
2300084032,121158244,4299098- Gioang mat may,ZTEC,2/2/2023,2/1/2023,Completed,2,2,600074392,VNT0,,"3,564,000"
2300084032,121158244,4955383 -Phot dau truc,ZTEC,2/2/2023,2/1/2023,Completed,2,2,600014200,VNT0,,"924,000"
2300084032,121158244,4965569-Phot duoi truc,ZTEC,2/2/2023,2/1/2023,Completed,2,2,600004440,VNT0,,"924,000"
2300084032,121158244,4299124-Gioang cam voi phun,ZTEC,2/2/2023,2/1/2023,Completed,2,2,600086443,VNT0,,"148,500"
2300084032,121158244,4299125-Gioang cam xup pap,ZTEC,2/2/2023,2/1/2023,Completed,2,2,600086442,VNT0,,"148,500"
2300084032,121158244,4298629-Truc cam xup pap (1 cam),ZTEC,2/2/2023,2/1/2023,Completed,5,5,600111895,VNT0,,"13,200,000"
2300084032,121158244,5658176-Gioang cam voi phun (3679931),ZTEC,2/2/2023,2/1/2023,Completed,2,2,600112536,VNT0,,"181,500"
2300084032,121158244,5719778-Gioang cam xup pap (3679932),ZTEC,2/2/2023,2/1/2023,Completed,2,2,600112721,VNT0,,"115,500"
2300084031,121139165,3050692-Ro le de,ZTEC,2/1/2023,2/1/2023,Completed,6,6,600000793,VN49,,"3,226,000"
2300084030,121122511,3007525-Xy lanh,ZTEC,2/1/2023,2/1/2023,Completed,144,144,600000579,VN49,,"2,899,000"
2300084026,121134664,Material sales text,ZTEC,1/31/2023,1/31/2023,Completed,1,1,600069955,VN49,1465303,"2,961,000,000"
2300084021,121042810,AF872-loc gio,ZTEC,1/31/2023,1/31/2023,Completed,6,6,600002566,VNT0,,"992,000"
2300084019,121139165,HF6836-Hydraulic filter,ZTEC,5/8/2023,1/30/2023,Open,12,0,600002889,VN49,,"1,600,000"
2300084018,121093521,875714-NHOT CUMMINS 15W40-CI4(THUNG 18L),ZTEC,1/30/2023,1/30/2023,Completed,2,2,600083278,VN49,,"1,461,000"
2300084017,121112084,"3974548-COMPRESSOR,AIR",ZKB,1/30/2023,1/30/2023,Completed,1,1,600113208,VNT0,,0
2300084016,121158497,0300-6393 - Control assy.,ZTEC,2/8/2023,1/18/2023,Open,1,0,600106990,VN49,,"17,453,000"
2300084013,121154997,"5269779-GASKET,EXHAUST MANIFOLD",ZTEC,6/18/2023,1/18/2023,Open,48,0,600086303,VN49,,"369,000"
2300084008,121020310,FS1006-Fulwtrsep,ZKB,2/3/2023,1/17/2023,Completed,2,2,600002731,VN49,,0
2300084008,121020310,LF777-Lube filter,ZKB,2/6/2023,1/17/2023,Completed,1,1,600003076,VN49,,0
2300084008,121020310,WF2076-Water Filter,ZKB,2/3/2023,1/17/2023,Completed,2,2,600003099,VN49,,0
2300084008,121020310,DCA65L-Coolant Water,ZKB,2/6/2023,1/17/2023,Completed,9,9,600002627,VN49,,0
2300084008,121020310,AH1100-Airhousing,ZKB,2/6/2023,1/17/2023,Completed,2,2,600002587,VN49,,0
2300084008,121020310,880966-Blue7600 15W40API CH-4 18L PL,ZKB,2/3/2023,1/17/2023,Completed,5,5,600085241,VN49,,0
2300084008,121020310,"3077198-Gasket, Rocker Lever",ZKB,2/3/2023,1/17/2023,Completed,4,4,600000935,VN49,,0
2300084008,121020310,FS1000-Fulwtrsep,ZKB,2/6/2023,1/17/2023,Completed,2,2,600002729,VN49,,0
2300084008,121020310,LF670-Lube filter,ZKB,2/6/2023,1/17/2023,Completed,3,3,600003055,VN49,,0
2300084008,121020310,WF2076-Water Filter,ZKB,2/6/2023,1/17/2023,Completed,1,1,600003099,VN49,,0
2300084008,121020310,DCA65L-Coolant Water,ZKB,2/6/2023,1/17/2023,Completed,2,2,600002627,VN49,,0
2300084008,121020310,AF928M-Air filter,ZKB,2/3/2023,1/17/2023,Completed,1,1,600002579,VN49,,0
2300084008,121020310,880966-Blue7600 15W40API CH-4 18L PL,ZKB,2/6/2023,1/17/2023,Completed,3,3,600085241,VN49,,0
2300084008,121020310,LF9009-Lube filter,ZKB,2/6/2023,1/17/2023,Completed,1,1,600003081,VN49,,0
2300084008,121020310,"3067459-Gasket, rocket lever",ZKB,2/3/2023,1/17/2023,Completed,3,3,600000876,VN49,,0
2300084005,121090889,AF25129M-Airfilter element,ZKB,1/30/2023,1/17/2023,Completed,4,4,600002384,VNT0,,0
2300084005,121090889,AF25130M-Air filter,ZKB,1/30/2023,1/17/2023,Completed,4,4,600002385,VNT0,,0
2300084005,121090889,FF5580 - FUELFILTER,ZKB,1/30/2023,1/17/2023,Completed,4,4,600014139,VNT0,,0
2300084005,121090889,FS20000-FUEL WTR SEP,ZKB,1/30/2023,1/17/2023,Completed,4,4,600009310,VNT0,,0
2300084005,121090889,LF9009-Lube filter,ZKB,1/30/2023,1/17/2023,Completed,4,4,600003081,VNT0,,0
2300084005,121090889,WF2074-Water filter,ZKB,1/30/2023,1/17/2023,Completed,4,4,600003097,VNT0,,0
2300084005,121090889,875714-PRE BLU7800 15W40 API CI-4/SL 18L,ZKB,1/30/2023,1/17/2023,Completed,8,8,600083278,VNT0,,0
2300084005,121090889,CC2869-ES COMPLEAT PG REMIX- 20L,ZKB,1/30/2023,1/17/2023,Completed,8,8,600074824,VNT0,,0
2300084005,121090889,FS19596-FUEL SEP FILTER,ZKB,1/30/2023,1/17/2023,Completed,4,4,600029501,VNT0,,0
2300084001,121090889,LF9009-Lube filter,ZKB,1/18/2023,1/17/2023,Completed,1,1,600003081,VN49,,0
2300084001,121090889,FF5866 - FUEL FILTER SPINON,ZKB,1/18/2023,1/17/2023,Completed,1,1,600110482,VN49,,0
2300084001,121090889,FS20123 - FUEL SEPARATOR SPINON,ZKB,1/18/2023,1/17/2023,Completed,1,1,600110483,VN49,,0
2300084001,121090889,875714-PRE BLU7800 15W40 API CI-4/SL 18L,ZKB,1/18/2023,1/17/2023,Completed,2,2,600083278,VN49,,0
2300084001,121090889,CC2869-ES COMPLEAT PG REMIX- 20L,ZKB,1/18/2023,1/17/2023,Completed,2,2,600074824,VN49,,0
2300084000,121090889,LF9009-Lube filter,ZKB,1/18/2023,1/17/2023,Completed,1,1,600003081,VN49,,0
2300084000,121090889,FF5580 - FUELFILTER,ZKB,1/18/2023,1/17/2023,Completed,1,1,600014139,VN49,,0
2300084000,121090889,FS19596-FUEL SEP FILTER,ZKB,1/18/2023,1/17/2023,Completed,1,1,600029501,VN49,,0
2300084000,121090889,WF2074-Water filter,ZKB,1/18/2023,1/17/2023,Completed,1,1,600003097,VN49,,0
2300084000,121090889,FS20000-FUEL WTR SEP,ZKB,1/18/2023,1/17/2023,Completed,1,1,600009310,VN49,,0
2300084000,121090889,875714-PRE BLU7800 15W40 API CI-4/SL 18L,ZKB,1/18/2023,1/17/2023,Completed,2,2,600083278,VN49,,0
2300083999,121090889,LF9009-Lube filter,ZKB,2/1/2023,1/17/2023,Completed,1,1,600003081,VN49,,0
2300083999,121090889,FS19596-FUEL SEP FILTER,ZKB,2/1/2023,1/17/2023,Completed,1,1,600029501,VN49,,0
2300083999,121090889,FF5580 - FUELFILTER,ZKB,2/1/2023,1/17/2023,Completed,1,1,600014139,VN49,,0
2300083999,121090889,875714-PRE BLU7800 15W40 API CI-4/SL 18L,ZKB,2/1/2023,1/17/2023,Completed,2,2,600083278,VN49,,0
2300083999,121090889,FS1280-Fulwtrsep,ZKB,2/1/2023,1/17/2023,Completed,1,1,600002750,VN49,,0
2300083999,121090889,FF42000-FUEL FILTER,ZKB,2/1/2023,1/17/2023,Completed,1,1,600007488,VN49,,0
2300083999,121090889,FS20000-FUEL WTR SEP,ZKB,2/1/2023,1/17/2023,Completed,1,1,600009310,VN49,,0
2300083999,121090889,WF2074-Water filter,ZKB,2/1/2023,1/17/2023,Completed,1,1,600003097,VN49,,0
2300083998,121090889,AF25129M-Airfilter element,ZKB,1/18/2023,1/17/2023,Completed,2,2,600002384,VN49,,0
2300083998,121090889,AF25130M-Air filter,ZKB,1/18/2023,1/17/2023,Completed,2,2,600002385,VN49,,0
2300083998,121090889,CC2638-RESTORE PLUS,ZKB,1/18/2023,1/17/2023,Completed,2,2,600029974,VN49,,0
2300083998,121090889,875714-PRE BLU7800 15W40 API CI-4/SL 18L,ZKB,1/18/2023,1/17/2023,Completed,10,10,600083278,VN49,,0
2300083998,121090889,LF9009-Lube filter,ZKB,1/18/2023,1/17/2023,Completed,5,5,600003081,VN49,,0
2300083998,121090889,FF5580 - FUELFILTER,ZKB,1/18/2023,1/17/2023,Completed,5,5,600014139,VN49,,0
2300083998,121090889,CC2869-ES COMPLEAT PG REMIX- 20L,ZKB,1/18/2023,1/17/2023,Completed,4,4,600074824,VN49,,0
2300083998,121090889,FS20000-FUEL WTR SEP,ZKB,1/18/2023,1/17/2023,Completed,5,5,600009310,VN49,,0
2300083998,121090889,WF2074-Water filter,ZKB,1/18/2023,1/17/2023,Completed,5,5,600003097,VN49,,0
2300083998,121090889,FS19596-FUEL SEP FILTER,ZKB,1/18/2023,1/17/2023,Completed,5,5,600029501,VN49,,0
2300083997,121091931,4352578-BO GIOANG TREN,ZKE,1/11/2023,1/17/2023,Completed,1,1,600075383,VN49,,"13,031,000"
2300083997,121091931,5579026-BO GIOANG TREN,ZKE,1/11/2023,1/17/2023,Completed,1,1,600099762,VN49,,"13,453,000"
2300083997,121091931,3800558-BO GIOANG DUOI,ZKE,1/11/2023,1/17/2023,Completed,1,1,600001401,VN49,,"9,834,000"
2300083997,121091931,3945917-MIENG COT,ZKE,1/11/2023,1/17/2023,Completed,1,1,600002017,VN49,,"4,372,000"
2300083997,121091931,4955975-XEC MANG,ZKE,1/11/2023,1/17/2023,Completed,6,6,600028598,VN49,,"3,296,000"
2300083997,121091931,3802753-KIM PHUN,ZKE,1/11/2023,1/17/2023,Completed,6,6,600001516,VN49,,"5,897,000"
2300083997,121091931,3802085-XUPPAP XA,ZKE,1/11/2023,1/17/2023,Completed,6,6,600001464,VN49,,"820,000"
2300083997,121091931,3802463-XUPPAP NAP,ZKE,1/11/2023,1/17/2023,Completed,6,6,600001500,VN49,,"658,000"
2300083997,121091931,AR12270-MIENG COT,ZKE,1/11/2023,1/17/2023,Completed,1,1,600002234,VN49,,"20,277,000"
2300083997,121091931,3803518-XUPPAP NAP,ZKE,1/11/2023,1/17/2023,Completed,12,12,600001552,VN49,,"5,244,000"
2300083997,121091931,3803528-XUPPAP XA,ZKE,1/11/2023,1/17/2023,Completed,12,12,600001555,VN49,,"6,194,000"
2300083997,121091931,205840-BAC BIEN,ZKE,1/11/2023,1/17/2023,Completed,12,12,600000432,VN49,,"1,416,000"
2300083997,121091931,3931623-CON DOI XUPPAP,ZKE,1/11/2023,1/17/2023,Completed,12,12,600001951,VN49,,"554,000"
2300083997,121091931,3086192-CHEN XUPPAP,ZKE,1/11/2023,1/17/2023,Completed,12,12,600010662,VN49,,"1,188,000"
2300083997,121091931,3086193-CHEN XUPPAP,ZKE,1/11/2023,1/17/2023,Completed,12,12,600014822,VN49,,"1,286,000"
2300083997,121091931,3924582-CHEN XUPPAP,ZKE,1/11/2023,1/17/2023,Completed,6,6,600001903,VN49,,"484,000"
2300083997,121091931,LF777-LOC NHOT,ZKE,1/11/2023,1/17/2023,Completed,5,5,600003076,VN49,,"277,000"
2300083997,121091931,LF9009-LOC NHOT,ZKE,1/11/2023,1/17/2023,Completed,5,5,600003081,VN49,,"1,191,000"
2300083997,121091931,LF14000NN-LOC NHOT,ZKE,1/11/2023,1/17/2023,Completed,5,5,600081260,VN49,,"1,293,000"
2300083997,121091931,3950661-BAC BIEN,ZKE,1/11/2023,1/17/2023,Completed,12,12,600002023,VN49,,"323,000"
2300083997,121091931,WF2075-LOC NUOC,ZKE,1/11/2023,1/17/2023,Completed,5,5,600003098,VN49,,"408,000"
2300083997,121091931,FS19624-LOC DAU TACH NUOC,ZKE,1/11/2023,1/17/2023,Completed,5,5,600018324,VN49,,"430,000"
2300083997,121091931,5412987-DAY CUROA,ZKE,1/11/2023,1/17/2023,Completed,5,5,600087651,VN49,,"317,000"
2300083997,121091931,WF2073-LOC NUOC,ZKE,1/11/2023,1/17/2023,Completed,5,5,600003096,VN49,,"450,000"
2300083997,121091931,3202210-GIT XUPPAP,ZKE,1/11/2023,1/17/2023,Completed,24,24,600001068,VN49,,"455,000"
2300083997,121091931,AF25546-LOC GIO,ZKE,1/11/2023,1/17/2023,Completed,5,5,600066160,VN49,,"3,213,000"
2300083996,121101875,3801826-Xy lanh,ZTEC,1/18/2023,1/17/2023,Completed,200,200,600001453,VN49,,"1,097,000"
2300083995,121042810,LF747-loc dau,ZTEC,1/18/2023,1/17/2023,Completed,72,72,600003072,VNT0,,"286,000"
2300083995,121042810,AF4801-loc gio,ZTEC,1/17/2023,1/17/2023,Completed,1,1,600002532,VNT0,,"1,380,000"
2300083995,121042810,AF4819-loc gio,ZTEC,1/17/2023,1/17/2023,Completed,1,1,600002534,VNT0,,"1,009,000"
2300083995,121042810,HF6097-loc thuy luc,ZTEC,1/17/2023,1/17/2023,Completed,2,2,600002819,VNT0,,"299,000"
2300083995,121042810,HF7935-loc thuy luc,ZTEC,1/17/2023,1/17/2023,Completed,6,6,600002899,VNT0,,"846,000"
2300083995,121042810,HF35516 - loc thuy luc,ZTEC,1/17/2023,1/17/2023,Completed,6,6,600092994,VNT0,,"1,400,000"
2300083995,121042810,HF35255-loc thuy luc,ZTEC,1/17/2023,1/17/2023,Completed,24,24,600002813,VNT0,,"190,000"
2300083995,121042810,HF6319-loc thuy luc,ZTEC,1/17/2023,1/17/2023,Completed,24,24,600002853,VNT0,,"555,000"
2300083995,121042810,FS1006-loc nhien lieu,ZTEC,1/18/2023,1/17/2023,Completed,78,78,600002731,VNT0,,"651,000"
2300083995,121042810,HF28894-loc thuy luc,ZTEC,1/17/2023,1/17/2023,Completed,10,10,600003586,VNT0,,"1,744,000"
2300083995,121042810,LF9018-loc dau,ZTEC,1/18/2023,1/17/2023,Completed,124,124,600003083,VNT0,,"720,000"
2300083995,121042810,HF28813 - loc thuy luc,ZTEC,1/18/2023,1/17/2023,Completed,24,24,600021075,VNT0,,"663,000"
2300083995,121042810,HF28910-loc thuy luc,ZTEC,1/17/2023,1/17/2023,Completed,16,16,600002795,VNT0,,"1,544,000"
2300083995,121042810,HF7553-loc thuy luc,ZTEC,1/17/2023,1/17/2023,Completed,6,6,600002893,VNT0,,"936,000"
2300083995,121042810,AF25468-loc gio,ZTEC,1/18/2023,1/17/2023,Completed,7,7,600002415,VNT0,,"713,000"
2300083995,121042810,AF25627-loc gio,ZTEC,1/17/2023,1/17/2023,Completed,7,7,600002433,VNT0,,"1,271,000"
2300083993,121133878,"4955151RX-TURBOCHARGER,HX40W",ZTEC,1/30/2023,1/16/2023,Open,1,0,600113212,VN49,,0
2300083987,121062879,875714-Nhot Cummins 15W40 CI-4/SL 18L,ZKE,1/6/2023,1/16/2023,Completed,126,126,600083278,VN49,,"1,719,000"
2300083987,121062879,WF2076-Loc nuoc,ZKE,1/6/2023,1/16/2023,Completed,12,12,600003099,VN49,,"459,000"
2300083987,121062879,LF9050-Loc nhot,ZKE,1/6/2023,1/16/2023,Completed,24,24,600020051,VN49,,"1,834,000"
2300083987,121062879,FS1006-Loc dau,ZKE,1/6/2023,1/16/2023,Completed,18,18,600002731,VN49,,"778,000"
2300083987,121062879,AF25593-Loc gio,ZKE,1/6/2023,1/16/2023,Completed,4,4,600002429,VN49,,"2,834,000"
2300083985,121133149,A051L546-Bo mach,ZKE,1/4/2023,1/16/2023,Completed,1,1,600107289,VN49,,"108,537,068"
2300083983,121133149,A051L546-Bo mach,ZKE,12/20/2022,1/16/2023,Completed,1,1,600107289,VN49,,"101,816,405"
2300083980,121158546,HF6565-loc thuy luc,ZTEC,1/17/2023,1/16/2023,Completed,3,3,600002874,VNT0,,"971,000"
2300083976,121112084,3043211-Ron cac te,ZKE,12/21/2022,1/16/2023,Completed,1,1,600000756,VN49,,"657,863"
2300083976,121112084,3178743-Day cac te,ZKE,12/21/2022,1/16/2023,Completed,1,1,600086299,VN49,,"15,539,045"
2300083974,121112084,2897691-Cam bien ap suat nhot,ZKE,11/25/2022,1/16/2023,Completed,1,1,600075248,VN49,,"1,938,023"
2300083971,121112084,4352579-Bo ron tren,ZKE,11/22/2022,1/16/2023,Completed,3,3,600098208,VN49,,"5,833,562"
2300083963,121158496,A045G121-Bo dieu khien,ZKE,1/10/2023,1/16/2023,Completed,1,1,600082600,VN49,,"141,256,000"
2300083960,121153436,Material sales text,ZTEC,1/16/2023,1/13/2023,Completed,3,3,600066835,VN49,1462250,"4,480,000,000"
2300083959,121088885,AF25278-loc gio,ZTEC,1/13/2023,1/13/2023,Completed,2,2,600002393,VNT0,,"2,829,000"
2300083958,121141738,"3098693-Control, Governor",ZTEC,5/1/2023,1/13/2023,Open,1,0,600000995,VN49,,"38,604,000"
2300083957,121076555,"5257595-ACTUATOR, ETR FUEL CONT",ZTEC,2/25/2023,1/13/2023,Open,1,0,600032966,VN49,,"1,536,000"
2300083956,121126343,875714-Nhot Cummins Valvoline CI4 15W40,ZTEC,1/13/2023,1/13/2023,Completed,12,12,600083278,VNT0,,"1,460,909"
2300083953,121136452,LF9018-loc dau,ZTEC,1/13/2023,1/12/2023,Completed,240,240,600003083,VNT0,,"720,000"
