Sales document,Sold-To Party,Material Description,Sales Document Type,Delivery Date,Document Date,Overall Status Item Description,Order Quantity (Item),Confirmed Quantity (Item),Material,Plant,Batch,Net Price
2300082394,121132659,FS1009-Fulwtrsep,ZKB,9/8/2022,9/8/2022,Completed,2,2,600002733,VN49,,0
2300082394,121132659,"3804700-Kit, STC tappet",ZKB,9/8/2022,9/8/2022,Completed,6,6,600001607,VN49,,0
2300082392,121047415,"3085185 - SENSOR , TEMPERATURE",ZKB,11/15/2022,9/8/2022,Completed,1,1,600003776,VN49,,0
2300082392,121047415,4326596- CAM BIEN,ZKB,10/11/2022,9/8/2022,Completed,1,1,600075242,VN49,,0
2300082392,121047415,5286966-AIR COMPRESSOR,ZKB,10/11/2022,9/8/2022,Completed,1,1,600053537,VN49,,0
2300082392,121047415,"4309175 - KIT,ELEC CONTROL MODULE",ZKB,11/15/2022,9/8/2022,Completed,1,1,600081283,VN49,,0
2300082392,121047415,"4921493 - SENSOR , PRESSURE",ZKB,11/15/2022,9/8/2022,Completed,1,1,600003805,VN49,,0
2300082392,121047415,4059893-CAMSHAFT,ZKB,10/11/2022,9/8/2022,Completed,1,1,600052301,VN49,,0
2300082392,121047415,4025120-Set main bearing,ZKB,10/11/2022,9/8/2022,Completed,1,1,600002098,VN49,,0
2300082392,121047415,4955156-TURBOCHARGER HX35,ZKB,12/21/2022,9/8/2022,Completed,1,1,600030761,VN49,,0
2300082392,121047415,"4921776-MODULE, ELECTRONIC CON",ZKB,11/15/2022,9/8/2022,Completed,1,1,600028893,VN49,,0
2300082392,121047415,"5260382 - PULLEY,IDLER",ZKB,12/21/2022,9/8/2022,Completed,1,1,600096073,VN49,,0
2300082392,121047415,"4089998-Set, Lower Engine Gas",ZKB,10/11/2022,9/8/2022,Completed,1,1,600002176,VN49,,0
2300082392,121047415,4318947- VAN HANG NHIET,ZKB,10/11/2022,9/8/2022,Completed,1,1,600072695,VN49,,0
2300082392,121047415,"4089542-Kit, Seal",ZKB,10/11/2022,9/8/2022,Completed,2,2,600002161,VN49,,0
2300082392,121047415,4955665 - KIT SEAL,ZKB,10/11/2022,9/8/2022,Completed,2,2,600012207,VN49,,0
2300082392,121047415,"5361605-HEAD,CYLINDER",ZKB,11/15/2022,9/8/2022,Completed,1,1,600084308,VN49,,0
2300082392,121047415,"4003950-Pump, Lubrication",ZKB,10/11/2022,9/8/2022,Completed,2,2,600002069,VN49,,0
2300082392,121047415,"4921477-SENSOR, TEMPERATURE",ZKB,11/15/2022,9/8/2022,Completed,1,1,600031719,VN49,,0
2300082392,121047415,"4299030-PUMP,WATER",ZKB,11/15/2022,9/8/2022,Completed,2,2,600085197,VN49,,0
2300082392,121047415,"4954905 - SENSOR, TEMPERATURE",ZKB,10/11/2022,9/8/2022,Completed,1,1,600018205,VN49,,0
2300082392,121047415,"4936437 - PULLEY,IDLER",ZKB,12/21/2022,9/8/2022,Completed,1,1,600096072,VN49,,0
2300082392,121047415,3016760-Bearing Con Rod,ZKB,10/11/2022,9/8/2022,Completed,6,6,600000629,VN49,,0
2300082392,121047415,"3942915 - GASKET , FILTER HEAD",ZKB,11/15/2022,9/8/2022,Completed,1,1,600004319,VN49,,0
2300082392,121047415,4891178-Bushing,ZKB,10/11/2022,9/8/2022,Completed,20,20,600002192,VN49,,0
2300082392,121047415,"3691280 - TENSIONER,BELT",ZKB,11/15/2022,9/8/2022,Completed,2,2,600095676,VN49,,0
2300082392,121047415,"5338295-SEAL,OIL",ZKB,11/15/2022,9/8/2022,Completed,20,20,600083830,VN49,,0
2300082392,121047415,"3803703-Kit, liner L10",ZKB,10/11/2022,9/8/2022,Completed,6,6,600001567,VN49,,0
2300082392,121047415,"4089865-KIT, ENGINE PISTON",ZKB,10/11/2022,9/8/2022,Completed,6,6,600067304,VN49,,0
2300082392,121047415,4955352-SET MAIN BEARING,ZKB,10/11/2022,9/8/2022,Completed,3,3,600028628,VN49,,0
2300082392,121047415,"5301009-CAMSHAFT, ENGINE",ZKB,10/11/2022,9/8/2022,Completed,1,1,600065856,VN49,,0
2300082392,121047415,"4955230 - SET, LOWER ENGINE GASKET",ZKB,10/11/2022,9/8/2022,Completed,3,3,600018392,VN49,,0
2300082392,121047415,"4955229 - SET, UPPER ENGINE GASKE",ZKB,10/11/2022,9/8/2022,Completed,3,3,600018206,VN49,,0
2300082392,121047415,4983253 - BUSHING,ZKB,10/11/2022,9/8/2022,Completed,10,10,600095202,VN49,,0
2300082392,121047415,"4089478-Set, Upper Engine gasket",ZKB,10/11/2022,9/8/2022,Completed,2,2,600002156,VN49,,0
2300082392,121047415,"4943979-ROD, ENGINE CONNECTING",ZKB,10/11/2022,9/8/2022,Completed,3,3,600021052,VN49,,0
2300082392,121047415,"5491993 - SENSOR,POSITION",ZKB,11/15/2022,9/8/2022,Completed,3,3,600109208,VN49,,0
2300082392,121047415,3800637-Valve Exhaust,ZKB,10/11/2022,9/8/2022,Completed,12,12,600001405,VN49,,0
2300082392,121047415,"5292708-KIT, THERMOSTAT(#4929642)",ZKB,11/15/2022,9/8/2022,Completed,10,10,600052640,VN49,,0
2300082392,121047415,4003966 - Seal Valve Stem,ZKB,10/11/2022,9/8/2022,Completed,48,48,600002070,VN49,,0
2300082392,121047415,3979506- CAMSHAFT,ZKB,10/11/2022,9/8/2022,Completed,5,5,600027107,VN49,,0
2300082392,121047415,"5291050 -  PUMP,LUBRICATING OIL",ZKB,10/11/2022,9/8/2022,Completed,15,15,600081265,VN49,,0
2300082392,121047415,3864178-VAN HANG NHIET,ZKB,10/11/2022,9/8/2022,Completed,10,10,600070651,VN49,,0
2300082392,121047415,"4955239 - VALVE , INTAKE",ZKB,10/11/2022,9/8/2022,Completed,12,12,600010565,VN49,,0
2300082392,121047415,"4983584 - PMP, TRF",ZKB,10/11/2022,9/8/2022,Completed,5,5,600015388,VN49,,0
2300082392,121047415,"5291050 -  PUMP,LUBRICATING OIL",ZKB,11/15/2022,9/8/2022,Completed,5,5,600081265,VN49,,0
2300082392,121047415,"5257595-ACTUATOR, ETR FUEL CONT",ZKB,10/11/2022,9/8/2022,Completed,5,5,600032966,VN49,,0
2300082392,121047415,5297641- CAM BIEN,ZKB,11/15/2022,9/8/2022,Completed,5,5,600072694,VN49,,0
2300082392,121047415,4919951-SOMI,ZKB,10/11/2022,9/8/2022,Completed,18,18,600070095,VN49,,0
2300082392,121047415,4931041-PIN PISTON,ZKB,10/11/2022,9/8/2022,Completed,18,18,600029026,VN49,,0
2300082392,121047415,4923471 - GUIDE VALVE STEM,ZKB,10/11/2022,9/8/2022,Completed,24,24,600010563,VN49,,0
2300082392,121047415,"4955251 - SET, PISTON RING",ZKB,10/11/2022,9/8/2022,Completed,18,18,600018393,VN49,,0
2300082392,121047415,"5343642-COMPRESSOR,2 CYL AIR",ZKB,10/20/2022,9/8/2022,Open,1,0,600086494,VN49,,0
2300082392,121047415,2878168-BUSHING,ZKB,10/11/2022,9/8/2022,Completed,7,7,600052302,VN49,,0
2300082392,121047415,"5677803-SWITCH,PRESSURE",ZKB,10/20/2022,9/8/2022,Open,5,0,600113061,VN49,,0
2300082392,121047415,3927063-SCREW HEX FLANGE,ZKB,10/11/2022,9/8/2022,Completed,26,26,600066837,VN49,,0
2300082392,121047415,3090704-CHEN PHUN DAU,ZKB,10/11/2022,9/8/2022,Completed,24,24,600073104,VN49,,0
2300082392,121047415,"4376353- KIT,ENGINE PISTON",ZKB,10/11/2022,9/8/2022,Completed,18,18,600081168,VN49,,0
2300082392,121047415,"3417717 -SLEEVE, INJECTOR",ZKB,10/11/2022,9/8/2022,Completed,6,6,600014125,VN49,,0
2300082392,121047415,"3957592-MOTOR, STARTING",ZKB,12/21/2022,9/8/2022,Completed,5,5,600072806,VN49,,0
2300082392,121047415,"3957592-MOTOR, STARTING",ZKB,12/21/2022,9/8/2022,Open,5,0,600072806,VN49,,0
2300082392,121047415,"3942915 - GASKET , FILTER HEAD",ZKB,10/11/2022,9/8/2022,Completed,4,4,600004319,VN49,,0
2300082392,121047415,3927063-SCREW HEX FLANGE,ZKB,11/15/2022,9/8/2022,Completed,52,52,600066837,VN49,,0
2300082392,121047415,"3803977-Set, piston ring",ZKB,10/11/2022,9/8/2022,Completed,6,6,600001583,VN49,,0
2300082392,121047415,"5343642-COMPRESSOR,2 CYL AIR",ZKB,10/11/2022,9/8/2022,Completed,4,4,600086494,VN49,,0
2300082392,121047415,3896894-Bushing,ZKB,11/15/2022,9/8/2022,Completed,6,6,600001679,VN49,,0
2300082392,121047415,5256607- BOM NHIEN LIEU,ZKB,11/15/2022,9/8/2022,Completed,2,2,600073178,VN49,,0
2300082391,121112084,"3897386 - KIT , WATER PUMP REPAIR",ZKB,10/3/2022,9/8/2022,Completed,1,1,600007528,VN49,,0
2300082390,121150914,2868267-DAY CUROA,ZTEC,9/7/2022,9/7/2022,Completed,1,1,600111512,VN49,,"2,646,000"
2300082385,121079675,326-0230 - BOARD,ZTEC,1/7/2023,9/7/2022,Open,1,0,600003811,VNT0,,"42,721,000"
2300082382,121020293,"3050692-Switch, magnetic",ZKB,9/6/2022,9/6/2022,Completed,1,1,600000793,VN49,,0
2300082380,121156164,Material sales text,ZTEC,12/14/2022,9/6/2022,Completed,1,1,600081179,VNT0,,"12,000,000"
2300082380,121156164,5502825-Tang ap (3773561/3773562),ZTEC,12/14/2022,9/6/2022,Completed,1,1,600111520,VNT0,,"50,000,000"
2300082379,121155676,3050692-Ro le de,ZTEC,11/1/2022,9/6/2022,Completed,1,1,600000793,VN49,,"3,571,000"
2300082379,121155676,0191-2460 - Mo to de,ZTEC,11/1/2022,9/6/2022,Completed,1,1,600080423,VN49,,"13,803,000"
2300082379,121155676,A048L394-Cam bien toc do,ZTEC,11/1/2022,9/6/2022,Completed,1,1,600089077,VN49,,"1,001,000"
2300082379,121155676,0193-0430-01 Cam bien ap suat,ZTEC,11/1/2022,9/6/2022,Completed,1,1,600000393,VN49,,"3,005,000"
2300082379,121155676,0151-0411 - Cam bien toc do,ZTEC,11/1/2022,9/6/2022,Completed,1,1,600081295,VN49,,"15,026,000"
2300082379,121155676,A055G562-Cam bien nuoc lam mat,ZTEC,11/1/2022,9/6/2022,Completed,1,1,600088324,VN49,,"3,043,000"
2300082379,121155676,0307-2874-Ro le dieu khien,ZTEC,11/1/2022,9/6/2022,Completed,1,1,600111876,VN49,,"3,453,000"
2300082379,121155676,A061N762-Cam bien muc nuoc,ZTEC,11/1/2022,9/6/2022,Completed,1,1,600111898,VN49,,"1,613,000"
2300082379,121155676,0193-0529-01 Cam bien nhiet do,ZTEC,11/1/2022,9/6/2022,Completed,1,1,600000403,VN49,,"1,118,000"
2300082378,121132644,WF2075-Water filter,ZTEC,9/6/2022,9/6/2022,Open,8,8,600003098,VN49,,"396,000"
2300082378,121132644,AF872-Air filter,ZTEC,9/6/2022,9/6/2022,Open,8,8,600002566,VN49,,"1,151,000"
2300082378,121132644,LF777-Lube filter,ZTEC,9/6/2022,9/6/2022,Open,16,16,600003076,VN49,,"268,000"
2300082378,121132644,LF670-Lube filter,ZTEC,9/6/2022,9/6/2022,Open,32,32,600003055,VN49,,"284,000"
2300082378,121132644,DCA65L-Coolant Water,ZTEC,9/6/2022,9/6/2022,Open,64,10,600002627,VN49,,"364,000"
2300082378,121132644,875714-PRE BLU7800 15W40 API CI-4/SL 18L,ZTEC,9/6/2022,9/6/2022,Open,56,16,600083278,VN49,,"1,588,656"
2300082378,121132644,FF202-Fuel filter,ZTEC,9/6/2022,9/6/2022,Open,32,32,600002641,VN49,,"421,000"
2300082375,121149047,Material sales text,ZTEC,9/5/2022,9/5/2022,Completed,1,1,600066835,VNT0,1336673,"3,835,000,000"
2300082374,121109203,3102654-Kim phun dong co,ZTEC,10/31/2022,9/5/2022,Open,6,0,600031154,VN49,,"5,094,000"
2300082374,121109203,DCA65L-Phu gia nuoc lam mat DCA4,ZTEC,10/31/2022,9/5/2022,Open,6,0,600002627,VN49,,"364,000"
2300082374,121109203,3918562-Ong mem,ZTEC,10/31/2022,9/5/2022,Open,2,0,600073145,VN49,,"1,446,000"
2300082374,121109203,3286499-Ong mem,ZTEC,10/31/2022,9/5/2022,Open,2,0,600001109,VN49,,"916,000"
2300082374,121109203,3933519-Ong mem,ZTEC,10/31/2022,9/5/2022,Open,2,0,600102159,VN49,,"369,000"
2300082374,121109203,391853600-Ong mem,ZTEC,10/31/2022,9/5/2022,Open,2,0,600111893,VN49,,"1,721,000"
2300082374,121109203,3910991-Ong xa,ZTEC,10/31/2022,9/5/2022,Open,1,0,600107286,VN49,,"4,163,000"
2300082374,121109203,3928492-Ong mem,ZTEC,11/5/2022,9/5/2022,Open,3,0,600090139,VN49,,"1,331,000"
2300082374,121109203,3918614-Ong mem,ZTEC,10/31/2022,9/5/2022,Open,4,0,600089583,VN49,,"251,000"
2300082374,121109203,391860700-Ong mem,ZTEC,10/31/2022,9/5/2022,Open,4,0,600111894,VN49,,"724,000"
2300082374,121109203,3970404-Ong mem,ZTEC,10/31/2022,9/5/2022,Open,2,0,600002051,VN49,,"451,000"
2300082374,121109203,3937613-Kep ong,ZTEC,10/31/2022,9/5/2022,Open,10,0,600107285,VN49,,"105,000"
2300082374,121109203,"135144-Bulong 3 1/2""",ZTEC,10/31/2022,9/5/2022,Open,10,0,600104275,VN49,,"613,000"
2300082374,121109203,3928759-Phot,ZTEC,10/31/2022,9/5/2022,Open,10,0,600001937,VN49,,"110,000"
2300082374,121109203,3920781-Vit siet M12 X 1.75 X 180,ZTEC,10/31/2022,9/5/2022,Open,10,0,600091731,VN49,,"368,000"
2300082374,121109203,390578600-Que tham nhot,ZTEC,10/31/2022,9/5/2022,Open,2,0,600111892,VN49,,"1,072,000"
2300082374,121109203,"012574000-Bulong 4 1/2""",ZTEC,10/31/2022,9/5/2022,Open,10,0,600111877,VN49,,"700,000"
2300082373,121112084,4352579-Bo ron tren,ZKE,7/14/2022,8/31/2022,Completed,3,3,600098208,VN49,,"5,512,293"
2300082371,121055092,FS1006-Fulwtrsep,ZKB,8/31/2022,8/31/2022,Completed,1,1,600002731,VN49,,0
2300082371,121055092,FF2203-Fuel filter,ZKB,8/31/2022,8/31/2022,Completed,1,1,600002649,VN49,,0
2300082371,121055092,WF2075-Water filter,ZKB,8/31/2022,8/31/2022,Completed,2,2,600003098,VN49,,0
2300082371,121055092,LF14000NN-OIL FILTER COMBO SPINON,ZKB,8/31/2022,8/31/2022,Completed,4,4,600081260,VN49,,0
2300082371,121055092,880966-Blue7600 15W40API CH-4 18L PL,ZKB,8/31/2022,8/31/2022,Completed,8,8,600085241,VN49,,0
2300082371,121055092,DCA65L-Coolant Water,ZKB,8/31/2022,8/31/2022,Completed,8,8,600002627,VN49,,0
2300082366,121153883,4371769-Xy lanh,ZTEC,8/31/2022,8/31/2022,Completed,6,6,600080395,VN49,,"3,007,000"
2300082366,121153883,4955975-Bac sec mang,ZTEC,8/31/2022,8/31/2022,Completed,6,6,600028598,VN49,,"1,981,000"
2300082366,121153883,205840-Bac bien,ZTEC,8/31/2022,8/31/2022,Completed,12,12,600000432,VN49,,"315,000"
2300082363,121136452,LF9018-loc dau,ZTEC,8/31/2022,8/31/2022,Completed,150,150,600003083,VNT0,,"720,000"
2300082362,121090889,LF9009-Lube filter,ZKB,9/20/2022,8/31/2022,Completed,1,1,600003081,VNT0,,0
2300082362,121090889,FS20000-FUEL WTR SEP,ZKB,8/31/2022,8/31/2022,Completed,6,6,600009310,VNT0,,0
2300082362,121090889,FF5580 - FUELFILTER,ZKB,8/31/2022,8/31/2022,Completed,4,4,600014139,VNT0,,0
2300082362,121090889,WF2074-Water filter,ZKB,8/31/2022,8/31/2022,Completed,4,4,600003097,VNT0,,0
2300082362,121090889,FS19596-FUEL SEP FILTER,ZKB,8/31/2022,8/31/2022,Completed,4,4,600029501,VNT0,,0
2300082362,121090889,FS20000-FUEL WTR SEP,ZKB,8/31/2022,8/31/2022,Completed,4,4,600009310,VNT0,,0
2300082362,121090889,LF9009-Lube filter,ZKB,8/31/2022,8/31/2022,Completed,3,3,600003081,VNT0,,0
2300082362,121090889,875714-PRE BLU7800 15W40 API CI-4/SL 18L,ZKB,8/31/2022,8/31/2022,Completed,8,8,600083278,VNT0,,0
2300082360,121087133,LF777-LOC NHOT,ZKE,8/26/2022,8/31/2022,Completed,1,1,600003076,VN49,,"277,000"
2300082360,121087133,FS1000-LOC DAU,ZKE,8/26/2022,8/31/2022,Completed,2,2,600002729,VN49,,"383,000"
2300082360,121087133,LF670-LOC NHOT,ZKE,8/26/2022,8/31/2022,Completed,2,2,600003055,VN49,,"293,000"
2300082360,121087133,880966-NHOT CUMMINS 15W40-CH4(THUNG 18L),ZKE,8/26/2022,8/31/2022,Completed,3,3,600085241,VN49,,"1,601,000"
2300082360,121087133,4920076-GIOANG GIAN CO,ZKE,8/26/2022,8/31/2022,Completed,6,6,600020840,VN49,,"357,000"
2300082360,121087133,WF2076-LOC NUOC,ZKE,8/26/2022,8/31/2022,Completed,1,1,600003099,VN49,,"496,000"
2300082360,121087133,DCA65L-NUOC LAM MAT,ZKE,8/26/2022,8/31/2022,Completed,3,3,600002627,VN49,,"375,000"
2300082359,121020633,2897331-Cam bien ap suat,ZKE,5/12/2022,8/31/2022,Completed,1,1,600079930,VN49,,"1,765,000"
2300082358,121020633,4089972D-Loi kim phun,ZKE,8/30/2022,8/31/2022,Completed,2,2,600111071,VN49,,"14,955,000"
2300082357,121020633,4955526PX-Kim phun,ZKE,8/22/2022,8/31/2022,Completed,2,2,600091774,VN49,,"65,619,500"
2300082356,121020633,3290155-Day curoa,ZKE,8/22/2022,8/31/2022,Completed,1,1,600087683,VN49,,"1,786,000"
2300082355,121020633,3332213-Bo xac ac quy,ZKE,8/22/2022,8/31/2022,Completed,1,1,600110902,VN49,,"43,923,000"
2300082354,121112084,3965282RX-MO TO DE,ZKE,8/30/2022,8/30/2022,Completed,1,1,600053362,VNT0,,"11,885,075"
2300082352,121112084,5273337RX -  BOM NUOC,ZKE,8/30/2022,8/30/2022,Completed,1,1,600107403,VNT0,,"23,368,250"
2300082351,121112084,4932520 - ONG THAM DAU,ZKE,8/30/2022,8/30/2022,Completed,1,1,600110521,VNT0,,"1,734,184"
2300082350,121112084,3035346RX-CUM VAN TAT MAY,ZKE,8/30/2022,8/30/2022,Completed,1,1,600111185,VNT0,,"1,850,830"
2300082349,121112084,3035346RX-CUM VAN TAT MAY,ZKE,8/30/2022,8/30/2022,Completed,1,1,600111185,VNT0,,"1,817,180"
2300082338,121138847,Material sales text,ZTEC,8/30/2022,8/30/2022,Completed,400,400,600095486,VN49,,"1,160,314"
2300082337,121138847,Material sales text,ZTEC,8/30/2022,8/30/2022,Completed,440,440,600095486,VN49,,"1,160,314"
2300082336,121020633,4089972D - Core Recon (2882077NX),ZKB,8/30/2022,8/30/2022,Completed,2,2,600111071,VN49,,0
2300082331,121112084,3033248-Ron chu O,ZKE,7/18/2022,8/30/2022,Completed,1,1,600000709,VN49,,"213,531"
2300082331,121112084,4006795-Ron,ZKE,7/18/2022,8/30/2022,Completed,2,2,600094006,VN49,,"95,969"
2300082329,121133149,A063L185-Bo sac,ZKE,5/11/2022,8/30/2022,Completed,1,1,600110119,VN49,,"7,646,920"
2300082326,121042810,LF3970-loc nhot,ZTEC,8/30/2022,8/30/2022,Completed,10,10,600003033,VNT0,,"262,000"
2300082326,121042810,FF5612 - loc nhien lieu tinh,ZTEC,8/30/2022,8/30/2022,Completed,9,9,600018213,VNT0,,"271,000"
2300082326,121042810,FS19732- loc nhien lieu tho,ZTEC,8/30/2022,8/30/2022,Completed,10,10,600017490,VNT0,,"647,000"
2300082325,121112084,4026171-Gasket Fuel Pump,ZKB,9/19/2022,8/30/2022,Completed,1,1,600002113,VN49,,0
2300082325,121112084,"3408326-Act, Gov",ZKB,9/19/2022,8/30/2022,Completed,1,1,600001188,VN49,,0
2300082316,121146231,5473238 - bom nuoc lam mat,ZTEC,8/29/2022,8/29/2022,Completed,5,5,600093796,VN49,,"1,977,000"
2300082312,121112084,"5348867-MODULE,ELECTRONIC CONTROL",ZKB,9/15/2022,8/29/2022,Completed,1,1,600111872,VN49,,0
2300082311,121153439,5256263-day dien dieu khien,ZTEC,8/29/2022,8/29/2022,Completed,5,5,600111728,VN49,,"2,020,000"
2300082310,121133149,"A071S037-CHARGER,BATTERY",ZKB,9/12/2022,8/29/2022,Open,1,0,600111899,VN49,,0
2300082308,121139165,875714-Nhot Cummins CI 15W40 18L,ZTEC,8/29/2022,8/29/2022,Completed,30,30,600083278,VN49,,"1,288,637"
2300082305,121128593,5317052-bo canh bom,ZTEC,9/28/2022,8/29/2022,Completed,1,1,600111871,VNT0,,"16,072,500"
2300082304,121093521,076-05425-Bo bien ap,ZTEC,9/9/2022,8/29/2022,Completed,2,2,600111870,VN49,,"3,815,830"
2300082302,121063031,0300-6014-Man hinh HMI211,ZKE,8/16/2022,8/29/2022,Completed,1,1,600080430,VN49,,"10,714,000"
2300082301,121090889,AF25130M-Air filter,ZKB,9/16/2022,8/29/2022,Completed,1,1,600002385,VN49,,0
2300082301,121090889,WF2074-Water filter,ZKB,9/16/2022,8/29/2022,Completed,1,1,600003097,VN49,,0
2300082301,121090889,CC2869-ES COMPLEAT PG REMIX- 20L,ZKB,9/16/2022,8/29/2022,Completed,2,2,600074824,VN49,,0
2300082301,121090889,875714-PRE BLU7800 15W40 API CI-4/SL 18L,ZKB,9/16/2022,8/29/2022,Completed,2,2,600083278,VN49,,0
2300082301,121090889,FS20000-FUEL WTR SEP,ZKB,9/16/2022,8/29/2022,Completed,1,1,600009310,VN49,,0
2300082301,121090889,LF9009-Lube filter,ZKB,9/16/2022,8/29/2022,Completed,1,1,600003081,VN49,,0
2300082301,121090889,FF5580 - FUELFILTER,ZKB,9/16/2022,8/29/2022,Completed,1,1,600014139,VN49,,0
2300082301,121090889,FS19596-FUEL SEP FILTER,ZKB,9/16/2022,8/29/2022,Completed,1,1,600029501,VN49,,0
2300082301,121090889,AF25129M-Airfilter element,ZKB,9/16/2022,8/29/2022,Completed,1,1,600002384,VN49,,0
2300082301,121090889,CC2638-RESTORE PLUS,ZKB,9/16/2022,8/29/2022,Completed,2,2,600029974,VN49,,0
2300082300,121090889,AF25129M-Airfilter element,ZKB,9/9/2022,8/29/2022,Completed,4,4,600002384,VN49,,0
2300082300,121090889,FF5580 - FUELFILTER,ZKB,9/9/2022,8/29/2022,Completed,5,5,600014139,VN49,,0
2300082300,121090889,CC2869-ES COMPLEAT PG REMIX- 20L,ZKB,9/9/2022,8/29/2022,Completed,6,6,600074824,VN49,,0
2300082300,121090889,LF9009-Lube filter,ZKB,9/9/2022,8/29/2022,Completed,5,5,600003081,VN49,,0
2300082300,121090889,FS19596-FUEL SEP FILTER,ZKB,9/9/2022,8/29/2022,Completed,5,5,600029501,VN49,,0
2300082300,121090889,WF2074-Water filter,ZKB,9/9/2022,8/29/2022,Completed,5,5,600003097,VN49,,0
2300082300,121090889,875714-PRE BLU7800 15W40 API CI-4/SL 18L,ZKB,9/9/2022,8/29/2022,Completed,4,4,600083278,VN49,,0
2300082300,121090889,FS20000-FUEL WTR SEP,ZKB,9/9/2022,8/29/2022,Completed,5,5,600009310,VN49,,0
2300082300,121090889,AF25130M-Air filter,ZKB,9/9/2022,8/29/2022,Completed,4,4,600002385,VN49,,0
2300082295,121124859,3050692-role de,ZTEC,8/29/2022,8/29/2022,Completed,1,1,600000793,VN49,,"3,714,000"
2300082294,121155674,FS1006-Fulwtrsep,ZKB,8/29/2022,8/29/2022,Completed,2,2,600002731,VN49,,0
2300082294,121155674,WF2076-Water Filter,ZKB,8/29/2022,8/29/2022,Completed,2,2,600003099,VN49,,0
2300082294,121155674,LF777-Lube filter,ZKB,8/29/2022,8/29/2022,Completed,2,2,600003076,VN49,,0
2300082294,121155674,LF3325-Lube filter,ZKB,8/29/2022,8/29/2022,Completed,5,5,600002918,VN49,,0
2300082294,121155674,880966-Blue7600 15W40API CH-4 18L PL,ZKB,8/29/2022,8/29/2022,Completed,11,11,600085241,VN49,,0
2300082291,121120461,FS1280-Loc tach nuoc,ZTEC,9/9/2022,8/26/2022,Completed,2,2,600002750,VN49,,"233,000"
2300082291,121120461,LF3349-Loc nhot,ZTEC,9/9/2022,8/26/2022,Completed,2,2,600002930,VN49,,"136,000"
2300082289,121041822,3801708-BOM NUOC,ZKE,8/22/2022,8/26/2022,Completed,1,1,600001444,VN49,,"19,381,000"
2300082288,121139165,3087587-Kim phun,ZTEC,8/26/2022,8/26/2022,Completed,6,6,600003951,VN49,,"8,219,000"
2300082287,121136452,LF9018-Loc dau,ZTEC,8/26/2022,8/26/2022,Completed,42,42,600003083,VNT0,,"720,000"
2300082284,121093521,FS1212-loc nhien lieu,ZTEC,8/26/2022,8/26/2022,Completed,1,1,600002739,VN49,,"326,000"
2300082284,121093521,LF670-loc nhot dong co,ZTEC,8/26/2022,8/26/2022,Completed,1,1,600003055,VN49,,"284,000"
2300082282,121043463,3944447S-Van mot chieu,ZTEC,8/26/2022,8/25/2022,Completed,2,2,600110976,VN49,,"335,000"
2300082282,121043463,3954139S-Van mot chieu,ZTEC,8/25/2022,8/25/2022,Completed,2,2,600110977,VN49,,"1,889,000"
2300082280,121043463,Q53085-Vong kep,ZTEC,8/26/2022,8/25/2022,Completed,2,2,600111449,VN49,,"825,000"
2300082278,121020526,5579030-Bo gioang tren,ZKE,8/22/2022,8/25/2022,Completed,1,1,600097890,VN49,,"15,472,000"
2300082278,121020526,4010636-Gioang lam kin nap bom,ZKE,8/22/2022,8/25/2022,Completed,1,1,600092786,VN49,,"128,000"
2300082278,121020526,4921436-Gioang bom dau,ZKE,8/22/2022,8/25/2022,Completed,1,1,600071365,VN49,,"308,000"
2300082278,121020526,4928575-Gioang bom dau,ZKE,8/22/2022,8/25/2022,Completed,1,1,600088876,VN49,,"494,000"
2300082278,121020526,2872545-Bom cao ap,ZKE,8/22/2022,8/25/2022,Completed,1,1,600096988,VN49,,"21,475,000"
2300082278,121020526,4903523-Bo dieu tiet dau,ZKE,8/22/2022,8/25/2022,Completed,1,1,600074894,VN49,,"7,582,000"
2300082272,121055092,A051L545-Bo mach trung tam,ZKE,6/30/2022,8/25/2022,Completed,1,1,600091695,VN49,,"120,465,000"
2300082268,121112084,4026171-RON BOM DAU,ZKE,8/10/2022,8/25/2022,Completed,1,1,600002113,VN49,,"179,222"
2300082268,121112084,3408326-VAN DIEU TOC,ZKE,8/10/2022,8/25/2022,Completed,1,1,600001188,VN49,,"30,598,721"
2300082266,121112084,3631980-Van tat may,ZKE,7/26/2022,8/25/2022,Completed,1,1,600104591,VN49,,"1,100,283"
2300082263,121112084,3043211-Ron cacte,ZKE,7/22/2022,8/25/2022,Completed,1,1,600000756,VN49,,"621,878"
2300082261,121112084,5412987-Day cua-roa,ZKE,7/26/2022,8/25/2022,Completed,1,1,600087651,VN49,,"252,158"
2300082259,121112084,3912019RX-Bom nuoc bien,ZKE,7/14/2022,8/25/2022,Completed,1,1,600067306,VN49,,"11,090,885"
2300082257,121112084,3916065-Ong dan nuoc bien,ZKE,7/15/2022,8/25/2022,Completed,1,1,600111280,VN49,,"2,598,698"
2300082255,121064630,"A048G602 - CHARGER,BATTERY",ZKB,11/1/2022,8/25/2022,Completed,1,1,600079193,VN49,,0
2300082254,121112084,3066467-Dau noi,ZKE,7/6/2022,8/25/2022,Completed,1,1,600078967,VN49,,"563,931"
2300082254,121112084,3634472-Ong mem,ZKE,7/6/2022,8/25/2022,Completed,1,1,600015940,VN49,,"1,916,739"
2300082252,121133149,0541-1522-Bo sua chua bom nuoc bien,ZKE,7/13/2022,8/25/2022,Completed,1,1,600110525,VN49,,"2,381,948"
