Index,Part Code,SAP Code,Material Description,Part Type,Packaging,Final Code,Noted,Dup check,Final Part Type,10-12M,13-24M,25-36M,>36M,Old SAP code,Program,Part type Detail,IDN
3629,3920955,600095780,"3920955 - CONNECTION,EXHAUST OUTLET",New parts,1,3920955,,1,Parts,,,,,,,New parts,
3630,3920963,600001886,3920963-Tube Fuel Drain,New parts,1,3920963,,1,Parts,,,,,,,New parts,
3631,3921010,600001887,3921010-Alternator,New parts,,3921010,,1,Parts,,,,,,,New parts,
3632,3921144RX,600015688,3921144RX- FUEL PUMP 6C BOS A RS,Recon part,1,3921144RX,,1,Parts,,,,,,,Recon part,
3633,3921149,600080655,"3921149-PUMP,INJECTION BOSCH",New parts,,3921149,,1,Parts,,,,,,,New parts,
3634,3921316,600001890,"3921316-Connector,Male",New parts,1,3921316,,1,Parts,,,,,,,New parts,
3635,3921440,600104894,3921440-Gasket intake manifold cover,New parts,1,3921440,,1,Parts,,,,,,,New parts,
3636,3921557,600001891,"3921557-Cooler, oil",New parts,,3921557,,1,Parts,,,,,,,New parts,
3637,3921640,600001893,"3921640-Seal, valve stem",New parts,12,3921640,,1,Parts,,,,,,,New parts,
3638,3921926,600001894,"3921926-Gasket, turbocharger",New parts,1,3921926,,1,Parts,,,,,,,New parts,
3639,3921930,600102338,"3921930-KIT,SOLENOID (12V ATR)",New parts,1,3921930,,1,Parts,,,,,,,New parts,
3640,3921932,600098686,"3921932- KIT,SOLENOID (12V ATR)",New parts,1,3921932,,1,Parts,,,,,,,New parts,
3641,3921933,600100000,"3921933-KIT,SOLENOID (24V ATR)",New parts,1,3921933,,1,Parts,,,,,,,New parts,
3642,3921950,600079156,"3921950 - GASKET,GOV. COVER",New parts,1,3921950,,1,Parts,,,,,,,New parts,
3643,3921961,600094077,"3921961-GASKET,EXH OUT CONNECTION",New parts,5,3921961,,1,Parts,,,,,,,New parts,
3644,3922064,600102155,3922064-Fuel Drain Tube,New parts,1,3922064,,1,Parts,,,,,,,New parts,
3645,3922072,600091272,3922072-Plug exp,New parts,3,3922072,,1,Parts,,,,,,,New parts,
3646,3922073,600065623,"3922073-PLUG,EXPANSION",New parts,5,3922073,,1,Parts,,,,,,,New parts,
3647,3922117,600031283,"3922117-MANIFOLD, FUEL",New parts,1,3922117,,1,Parts,,,,,,,New parts,
3648,3922488,600001897,3922488-Support Rocker Lever,New parts,1,3922488,,1,Parts,,,,,,,New parts,
3649,3092461,600003865,"3092461 - INSERT , VALVE",New parts,2,3092461,,1,Parts,,,,,,,New parts,
3650,3922842,600089584,3922842-Clamp hose,New parts,1,3922842,,1,Parts,,,,,,,New parts,
3651,3922844,600001898,"3922844-Clamp, Hose",New parts,1,3922844,,1,Parts,,,,,,,New parts,
3652,3922846,600030216,"3922846-CLAM, HOSE",New parts,1,3922846,,1,Parts,,,,,,,New parts,
3653,3922847,600030217,"3922847-CLAMP, HOSE",New parts,1,3922847,,1,Parts,,,,,,,New parts,
3654,3922849,600030218,3922849-CLAMP HOSE,New parts,4,3922849,,1,Parts,,,,,,,New parts,
3655,3922935,600073570,3922935-VAN CO XA,New parts,,3922935,,1,Parts,,,,,,,New parts,
3656,3923044,600075311,"3923044-RETAINER,FAN HUB",New parts,1,3923044,,1,Parts,,,,,,,New parts,
3657,3923261,600004249,"3923261 - SEAL , INJECTOR",New parts,12,3923261,,1,Parts,,,,,,,New parts,
3658,3923331,600001900,3923331-Gasket THM Housing,New parts,5,3923331,,1,Parts,,,,,,,New parts,
3659,3923478,600001901,3923478-Camshaft,New parts,1,3923478,,1,Parts,,,,,,,New parts,
3660,3923564,600001902,3923564-Guide Valve Stem,New parts,6,3923564,,1,Parts,,,,,,,New parts,
3661,3924147,600017544,"3924147 - PLUG, THREADED",New parts,2,3924147,,1,Parts,,,,,,,New parts,
3662,3924148,600082638,"3924148-PLUG,THREADED",New parts,1,3924148,,1,Parts,,,,,,,New parts,
3663,3924389,600081569,"3924389 - WASHER,SEALING",New parts,25,3924389,,1,Parts,,,,,,,New parts,
3664,3924446,600082333,3924446 - SHIM,New parts,1,3924446,,1,Parts,,,,,,,New parts,
3665,3924447,600090094,3924447-SHIM,New parts,1,3924447,,1,Parts,,,,,,,New parts,
3666,3924449,600082334,3924449 - SHIM,New parts,1,3924449,,1,Parts,,,,,,,New parts,
3667,3924493,600097276,3924493-Hose plain,New parts,1,3924493,,1,Parts,,,,,,,New parts,
3668,3924541,600095173,"3924541 - CLEANER,AIR",New parts,1,3924541,,1,Parts,,,,,,,New parts,
3669,3924582,600001903,3924582-Insert Valve,New parts,6,3924582,,1,Parts,,,,,,,New parts,
3670,3924723,600079137,3924723 - VALVE CHECK,New parts,1,3924723,,1,Parts,,,,,,,New parts,
3671,3924725,600073031,3924725- BULONG,New parts,5,3924725,,1,Parts,,,,,,,New parts,
3672,3924726,600030219,3924726-VALVE CHECK,New parts,1,3924726,,1,Parts,,,,,,,New parts,
3673,3924817,600097278,3924817-Hose flexible,New parts,1,3924817,,1,Parts,,,,,,,New parts,
3674,3924839,600089585,3924839-Hose plain,New parts,1,3924839,,1,Parts,,,,,,,New parts,
3675,3925009,600001906,3925009-Spring Compressor,New parts,1,3925009,,1,Parts,,,,,,,New parts,
3676,3925176,600001907,3925176-Insert valve,New parts,2,3925176,,1,Parts,,,,,,,New parts,
3677,3925177,600001908,3925177-Insert valve,New parts,4,3925177,,1,Parts,,,,,,,New parts,
3678,3925272,600001909,3925272-Spring Valve,New parts,1,3925272,,1,Parts,,,,,,,New parts,
3679,3925273,600030220,"3925273-ROTATOR, VALVE",New parts,1,3925273,,1,Parts,,,,,,,New parts,
3680,3925343,600001910,"3925343-Kit, seal",New parts,1,3925343,,1,Parts,,,,,,,New parts,
3681,3925344,600046235,"3925344-SCREW, HEX FLANGE HEAD",New parts,20,3925344,,1,Parts,,,,,,,New parts,
3682,3925402,600073174,3925402- BULONG,New parts,1,3925402,,1,Parts,,,,,,,New parts,
3683,3925561,600096179,"3925561 - DAMPER,RUBBER VIBRATION",New parts,1,3925561,,1,Parts,,,,,,,New parts,
3684,3925567,600085198,"3925567-DAMPER,RUBBER VIBRATION",New parts,1,3925567,,1,Parts,,,,,,,New parts,
3685,3925626,600001911,3925626-Kit Seal,New parts,1,3925626,,1,Parts,,,,,,,New parts,
3686,3925667,600001912,"3925667-Spring, valve",New parts,1,3925667,,1,Parts,,,,,,,New parts,
3687,3925690,600090916,"3925690-PUMP,INJECTION CAV",New parts,,3925690,,1,Parts,,,,,,,New parts,
3688,3925852,600073853,"3925852- PULLEY, ADJ ALTERNATOR",New parts,1,3925852,,1,Parts,,,,,,,New parts,
3689,3925863,600001913,"3925863-Guide, valve stem",New parts,6,3925863,,1,Parts,,,,,,,New parts,
3690,3925883,600001914,3925883-Screw Hexagon,New parts,1,3925883,,1,Parts,,,,,,,New parts,
3691,3926047,600065618,"3926047-SEAL,O RING",New parts,1,3926047,,1,Parts,,,,,,,New parts,
3692,3926048,600001916,3926048-Seal O Ring,New parts,,3926048,,1,Parts,,,,,,,New parts,
3693,3926126,600001917,"3926126-Kit, seal",New parts,1,3926126,,1,Parts,,,,,,,New parts,
3694,3926534,600097639,"3926534 - Garket, Thermostat Housing",New parts,1,3926534,,1,Parts,,,,,,,New parts,
3695,3926700,600001924,"3926700-Spring, valve",New parts,6,3926700,,1,Parts,,,,,,,New parts,
3696,3926854,600090334,"3926854-PULLEY,FAN",New parts,1,3926854,,1,Parts,,,,,,,New parts,
3697,392688000RX,600033515,392688000RX- Fuel Pump 6C Bos,Recon part,,392688000RX,,1,Parts,,,,,,,Recon part,
3698,3927063,600066837,3927063-SCREW HEX FLANGE,New parts,26,3927063,,1,Parts,,,,,,,New parts,
3699,3927154,600001925,3927154-Gasket Exhausted Mani,New parts,50,3927154,,1,Parts,,,,,,,New parts,
3700,3927155,600015689,"3927155- SUPPORT, CAMSHAFT THRUS",New parts,1,3927155,,1,Parts,,,,,,,New parts,
3701,3927313,600074895,"3927313-CLUTCH,FAN",New parts,1,3927313,,1,Parts,,,,,,,New parts,
3702,3927642,600001926,"3927642-Seal, valve Stem (3919038)",New parts,10,3927642,,1,Parts,,,,,,,New parts,
3703,3927692,600001927,3927692-Nut Hexagon,New parts,2,3927692,,1,Parts,,,,,,,New parts,
3704,3927948,600066838,3927948-SCREW HEX FLANGE,New parts,7,3927948,,1,Parts,,,,,,,New parts,
3705,3928031,600001928,"3928031-Nozzle, piston cooling",New parts,12,3928031,,1,Parts,,,,,,,New parts,
3706,3928160,600001929,"3928160-Solenoid, fuel pump",New parts,1,3928160,,1,Parts,,,,,,,New parts,
3707,3928161,600001930,"3928161-Solenoid, fuel pump",New parts,1,3928161,,1,Parts,,,,,,,New parts,
3708,3928174,600001931,3928174-Insert Valve,New parts,6,3928174,,1,Parts,,,,,,,New parts,
3709,3928229,600001933,"3928229-Nozzle, Injector",New parts,1,3928229,,1,Parts,,,,,,,New parts,
3710,3928404,600048807,"3928404-COVER, VALVE",New parts,1,3928404,,1,Parts,,,,,,,New parts,
3711,3928405,600048808,"3928405-COVER, VALVE",New parts,1,3928405,,1,Parts,,,,,,,New parts,
3712,3928475,600032749,"3928475-TUBE,INJECTOR FUEL SUP",New parts,1,3928475,,1,Parts,,,,,,,New parts,
3713,3928476,600032750,"3928476-TUBE,INJECTOR FUEL SUP",New parts,1,3928476,,1,Parts,,,,,,,New parts,
3714,3928477,600032751,"3928477-TUBE,INJECTOR FUEL SUP",New parts,1,3928477,,1,Parts,,,,,,,New parts,
3715,3928478,600032752,"3928478-TUBE,INJECTOR FUEL SUP",New parts,1,3928478,,1,Parts,,,,,,,New parts,
3716,3928479,600032753,"3928479-TUBE,INJECTOR FUEL SUP",New parts,1,3928479,,1,Parts,,,,,,,New parts,
3717,3928492,600090139,3928492-Elbow Hose,New parts,1,3928492,,1,Parts,,,,,,,New parts,
3718,3928624,600001935,3928624-Seal O Ring,New parts,2,3928624,,1,Parts,,,,,,,New parts,
3719,3928629,600073146,3928629-ONG NOI,New parts,1,3928629,,1,Parts,,,,,,,New parts,
3720,3928639,600001936,3928639-Thermostat,New parts,2,3928639,,1,Parts,,,,,,,New parts,
3721,3928640,600083768,3928640-THERMOSTAT,New parts,1,3928640,,1,Parts,,,,,,,New parts,
3722,3928759,600001937,3928759-Seal Cromet,New parts,8,3928759,,1,Parts,,,,,,,New parts,
3723,3928870,600001938,"3928870-belt,connecting rod",New parts,4,3928870,,1,Parts,,,,,,,New parts,
3724,3928873,600075313,3928873-BU LONG,New parts,4,3928873,,1,Parts,,,,,,,New parts,
3725,3928900,600086210,"3928900-ISOLATOR,VIBRATION",New parts,1,3928900,,1,Parts,,,,,,,New parts,
3726,3929005,600001939,"3929005-Insert, valve",New parts,1,3929005,,1,Parts,,,,,,,New parts,
3727,3929011,600015186,"3929011 - GASKET, LUB OIL CLR COV",New parts,1,3929011,,1,Parts,,,,,,,New parts,
3728,3929012,600045642,3929012-GASKET,New parts,6,3929012,,1,Parts,,,,,,,New parts,
3729,3929021,600052498,3929021-BEARING MAIN,New parts,,3929021,,1,Parts,,,,,,,New parts,
3730,3929042,600003797,3929042 - CAMSHAFT 6B,New parts,1,3929042,,1,Parts,,,,,,,New parts,
3731,3929457,600001941,3929457-Seal O Ring,New parts,1,3929457,,1,Parts,,,,,,,New parts,
3732,3929537,600001943,3929537-Screw Hexagon,New parts,12,3929537,,1,Parts,,,,,,,New parts,
3733,3929751,600090140,3929751-Accessory Drive Cover Gasket,New parts,6,3929751,,1,Parts,,,,,,,New parts,
3734,3929792,600001945,3929792-Gasket Filter Head,New parts,5,3929792,,1,Parts,,,,,,,New parts,
3735,3929801,600068810,3929801-TUBE FUEL SUPPLY,New parts,1,3929801,,1,Parts,,,,,,,New parts,
3736,3929802,600068811,3929802-TUBE FUEL SUPPLY,New parts,1,3929802,,1,Parts,,,,,,,New parts,
3737,3929803,600068812,3929803-TUBE FUEL SUPPLY,New parts,1,3929803,,1,Parts,,,,,,,New parts,
3738,3929804,600068813,3929804-TUBE FUEL SUPPLY,New parts,1,3929804,,1,Parts,,,,,,,New parts,
3739,3929805,600068814,3929805-TUBE FUEL SUPPLY,New parts,1,3929805,,1,Parts,,,,,,,New parts,
3740,3929806,600068815,3929806-TUBE FUEL SUPPLY,New parts,1,3929806,,1,Parts,,,,,,,New parts,
3741,3929881,600030089,"3929881-GASKET, EXHAUST",New parts,3,3929881,,1,Parts,,,,,,,New parts,
3742,3929886,600067557,3929886-CAMSHAFT,New parts,1,3929886,,1,Parts,,,,,,,New parts,
3743,3930074,600018097,"3930074 - HEAD , CYLINDER",New parts,,3930074,,1,Parts,,,,,,,New parts,
3744,3930233,600046011,"3930233-SOLENOID, FUEL PUMP",New parts,1,3930233,,1,Parts,,,,,,,New parts,
3745,3930234,600001946,"3930234-Solenoid, fuel pump",New parts,1,3930234,,1,Parts,,,,,,,New parts,
3746,3930235,600029675,"3930235 - VALVE, OIL CONTROL",New parts,1,3930235,,1,Parts,,,,,,,New parts,
3747,3930236,600004354,"3930236 - SOLENOID , FUEL PUMP",New parts,1,3930236,,1,Parts,,,,,,,New parts,
3748,3930249,600065622,"3930249-SCREW,HEX FLANGE HEAD CAP",New parts,4,3930249,,1,Parts,,,,,,,New parts,
3749,3930290,600046012,"3930290-BRACKET, SOLENOID",New parts,1,3930290,,1,Parts,,,,,,,New parts,
3750,3930324,600096098,"3930324 - SEAL,INJECTOR",New parts,1,3930324,,1,Parts,,,,,,,New parts,
3751,3930392,600079918,"3930392 - TUBE,INJECTOR FUEL SUPPLY",New parts,1,3930392,,1,Parts,,,,,,,New parts,
3752,3930393,600078406,"3930393 - TUBE,INJECTOR FUEL SUPPLY",New parts,1,3930393,,1,Parts,,,,,,,New parts,
3753,3930408,600053177,3930408-GASKET OIL PAN,New parts,1,3930408,,1,Parts,,,,,,,New parts,
3754,3930426,600032739,3930426-GASKET CONNECTING,New parts,1,3930426,,1,Parts,,,,,,,New parts,
3755,3930688,600029073,"3930688 - BRACE, TUBE",New parts,1,3930688,,1,Parts,,,,,,,New parts,
3756,3930721,600102455,"3930721-Tube, Injector Fuel",New parts,1,3930721,,1,Parts,,,,,,,New parts,
3757,3930722,600102380,"3930722-TUBE,INJECTOR FUEL SUPPLY",New parts,1,3930722,,1,Parts,,,,,,,New parts,
3758,3930723,600102381,"3930723-TUBE,INJECTOR FUEL SUPPLY",New parts,1,3930723,,1,Parts,,,,,,,New parts,
3759,3930724,600102501,"3930724 - TUBE , INJECTOR FUEL",New parts,1,3930724,,1,Parts,,,,,,,New parts,
3760,3641078,600098709,"3641078-CORE,AFTERCOOLER",New parts,1,3641078,,1,Parts,,,,,,,New parts,
3761,3930825,600028892,3930825-HOSE PLAIN,New parts,1,3930825,,1,Parts,,,,,,,New parts,
3762,3930827,600016593,"3930827 - HOSE, PLAIN",New parts,1,3930827,,1,Parts,,,,,,,New parts,
3763,3930840,600088683,"3930840-HOSE,FLEXIBLE",New parts,1,3930840,,1,Parts,,,,,,,New parts,
3764,3930906,600001948,"3930906-Gasket, valve cover",New parts,12,3930906,,1,Parts,,,,,,,New parts,
3765,3930911,600097293,"3930911 - SEAL,O RING",New parts,1,3930911,,1,Parts,,,,,,,New parts,
3766,3931084,600102386,"3931084-PLUG,THREADED",New parts,1,3931084,,1,Parts,,,,,,,New parts,
3767,3931254,600001949,"3931254-Pump, injection",New parts,1,3931254,,1,Parts,,,,,,,New parts,
3768,3931256,600015137,"3931256- PUMP, INJECTION BOSCH",New parts,1,3931256,,1,Parts,,,,,,,New parts,
3769,3931623,600001951,"3931623-Tappet, valve",New parts,6,3931623,,1,Parts,,,,,,,New parts,
3770,3931713,600095160,"3931713 - HOUSING,FLYWHEEL",New parts,1,3931713,,1,Parts,,,,,,,New parts,
3771,3931716,600032004,3931716-HOUSING FLYWHEEL,New parts,1,3931716,,1,Parts,,,,,,,New parts,
3772,3931824,600031035,"3931824-SEAL, O RING",New parts,1,3931824,,1,Parts,,,,,,,New parts,
3773,3931925,600093410,"3931925 - HEAD,CYLINDER",New parts,1,3931925,,1,Parts,,,,,,,New parts,
3774,3931966,600071751,3931966- GIOANG LAM KIN,New parts,1,3931966,,1,Parts,,,,,,,New parts,
3775,3931967,600075750,3931967- GIOANG,New parts,1,3931967,,1,Parts,,,,,,,New parts,
3776,3931973,600102157,3931973-Turbocharger Oil Drain Tube,New parts,1,3931973,,1,Parts,,,,,,,New parts,
3777,3932025,600032733,"3932025-TUBE, INJECTOR FUEL SUP",New parts,1,3932025,,1,Parts,,,,,,,New parts,
3778,3932063,600001952,3932063-Gasket Exhausted Mani,New parts,6,3932063,,1,Parts,,,,,,,New parts,
3779,3932296,600102156,3932296-O Ring Plug,New parts,1,3932296,,1,Parts,,,,,,,New parts,
3780,3932426,600070292,3932426-GIOANG LAM KIN,New parts,10,3932426,,1,Parts,,,,,,,New parts,
3781,3932453,600027867,"3932453-SPRING, VALVE",New parts,,3932453,,1,Parts,,,,,,,New parts,
3782,3932475,600052645,"3932475-GASKET, TURBOCHARGER",New parts,1,3932475,,1,Parts,,,,,,,New parts,
3783,3932503,600045644,3932503-FLEX PLATE,New parts,1,3932503,,1,Parts,,,,,,,New parts,
3784,3932520,600033035,"3932520-RING, OIL PISTON",New parts,,3932520,,1,Parts,,,,,,,New parts,
3785,3933199,600086862,"3933199-CONNECTION,TUR OIL DRAIN",New parts,1,3933199,,1,Parts,,,,,,,New parts,
3786,3933261,600052492,3933261-SHIELD DUST,New parts,1,3933261,,1,Parts,,,,,,,New parts,
3787,3933434,600031943,3933434-FLEXPLATE,New parts,1,3933434,,1,Parts,,,,,,,New parts,
3788,3933519,600102159,"3933519-Hose, Plain",New parts,1,3933519,,1,Parts,,,,,,,New parts,
3789,3933711S,600075253,3933711S-MINDER GAUGE,New parts,1,3933711S,,1,Parts,,,,,,,New parts,
3790,3934046,600001954,"3934046-Pin, piston (3901597)",New parts,1,3934046,,1,Parts,,,,,,,New parts,
3791,3934047,600001955,"3934047-Pin, piston",New parts,1,3934047,,1,Parts,,,,,,,New parts,
3792,3934048,600001956,"3934048-Pin, piston",New parts,1,3934048,,1,Parts,,,,,,,New parts,
3793,3934085,600075228,3934085 - NOI,New parts,1,3934085,,1,Parts,,,,,,,New parts,
3794,3934410,600043639,3934410- VALVE BYPASS,New parts,1,3934410,,1,Parts,,,,,,,New parts,
3795,3934486,600001957,"3934486-Kit, seal",New parts,,3934486,,1,Parts,,,,,,,New parts,
3796,3934730RX,600095781,"3934730RX - HEAD, CYL 6B 91 INDUSTRIAL",Recon part,1,3934730RX,,1,Parts,,,,,,,Recon part,
3797,3934864,600001959,3934864-Nut,New parts,2,3934864,,1,Parts,,,,,,,New parts,
3798,3934921,600099760,"3934921-LEVER,ROCKER",New parts,1,3934921,,1,Parts,,,,,,,New parts,
3799,3935032,600001960,3935032-Seal Rectangular,New parts,1,3935032,,1,Parts,,,,,,,New parts,
3800,3935229,600080527,"3935229 - SHAFT,IDLER",New parts,1,3935229,,1,Parts,,,,,,,New parts,
3801,3935432,600012205,3935432 - SOLENOID FUEL PUMP,New parts,1,3935432,,1,Parts,,,,,,,New parts,
3802,3935449,600048809,"3935449-ISOLATOR, NOISE",New parts,3,3935449,,1,Parts,,,,,,,New parts,
3803,3935528,600001962,3935528 - ALTERNATOR,New parts,1,3935528,Kiểm tra và delete bớt,1,Parts,,,,,,,New parts,
3804,3935530,600015187,3935530 - ALT,New parts,1,3935530,,1,Parts,,,,,,,New parts,
3805,3935644,600029585,"3935644-BEARING, ROLLER",New parts,1,3935644,,1,Parts,,,,,,,New parts,
3806,3935649,600001963,3935649 Soleniod,New parts,1,3935649,,1,Parts,,,,,,,New parts,
3807,3935878,600004230,"3935878-Gasket, Valve Cover",New parts,1,3935878,,1,Parts,,,,,,,New parts,
3808,3935892,600070291,3935892- CAN CO MO,New parts,2,3935892,,1,Parts,,,,,,,New parts,
3809,3936027,600081948,"3936027 - GASKET,COVER PLATE",New parts,1,3936027,,1,Parts,,,,,,,New parts,
3810,3936138,600032020,"3936138-GEAR, ACCESSORY DRIVE",New parts,1,3936138,,1,Parts,,,,,,,New parts,
3811,3936318,600001970,3936318-Fuel Pump,New parts,,3936318,,1,Parts,,,,,,,New parts,
3812,3936365,600001972,3936365-Valve Pressure Relie,New parts,1,3936365,,1,Parts,,,,,,,New parts,
3813,3936562,600083231,"3936562-SET,UPPER ENGINE GASKET",New parts,1,3936562,,1,Parts,,,,,,,New parts,
3814,3936583,600085396,"3936583-CLAMP,HOSE",New parts,1,3936583,,1,Parts,,,,,,,New parts,
3815,3936680,600083311,3936680-ALTERNATOR,New parts,1,3936680,,1,Parts,,,,,,,New parts,
3816,3801260,600001430,"3801260-Set, main bearing",New parts,1,3801260,,1,Parts,,,,,,,New parts,
3817,3936876,600089586,3936876-Rectangular Ring Seal,New parts,10,3936876,,1,Parts,,,,,,,New parts,
3818,3936904,600031074,"3936904-COVER, REAR",New parts,1,3936904,,1,Parts,,,,,,,New parts,
3819,3936953,600001974,"3936953-Connector, Male",New parts,1,3936953,,1,Parts,,,,,,,New parts,
3820,3936993,600080398,"3936993 -VGASKET,COVER",New parts,2,3936993,,1,Parts,,,,,,,New parts,
3821,3936995,600095060,"3936995 - GASKET, TURBOCHARGER",New parts,1,3936995,,1,Parts,,,,,,,New parts,
3822,3937111,600001977,3937111-Seal Oil,New parts,1,3937111,,1,Parts,,,,,,,New parts,
3823,3937142,600010588,"3937142 - INJECTOR , SEAL",New parts,10,3937142,,1,Parts,,,,,,,New parts,
3824,3937214,600001978,"3937214-Nozzle, piston cooling",New parts,6,3937214,,1,Parts,,,,,,,New parts,
3825,3937219,600065815,3937219-LEVER ROCKER,New parts,1,3937219,,1,Parts,,,,,,,New parts,
3826,3937220,600018496,"3937220 - LEVER, ROCKER",New parts,1,3937220,,1,Parts,,,,,,,New parts,
3827,3937404,600001979,"3937404-pump,lubricating oil",New parts,1,3937404,,1,Parts,,,,,,,New parts,
3828,3937438,600001981,3937438-Screw,New parts,6,3937438,,1,Parts,,,,,,,New parts,
3829,3937478,600089318,"3937478-MANIFOLD,EXHAUST",New parts,1,3937478,,1,Parts,,,,,,,New parts,
3830,3937690,600001983,3937690-Pump Injector,New parts,1,3937690,,1,Parts,,,,,,,New parts,
3831,3937690RX,600014515,"3937690RX- PUMP, INJECTION VP44",Recon part,1,3937690RX,,1,Parts,,,,,,,Recon part,
3832,3938152,600015138,"3938152- GASKET, INT MANIFOLD CO",New parts,1,3938152,,1,Parts,,,,,,,New parts,
3833,3938153,600086697,"3938153-GASKET,INT MANIFOLD COVER",New parts,1,3938153,,1,Parts,,,,,,,New parts,
3834,3938156,600001985,3938156-Gasket Gear Housing,New parts,1,3938156,,1,Parts,,,,,,,New parts,
3835,3938157,600080961,"3938157-GASKET,FLANGE",New parts,12,3938157,,1,Parts,,,,,,,New parts,
3836,3938160,600001987,"3938160-Gasket, Oil Pan 6c",New parts,,3938160,,1,Parts,,,,,,,New parts,
3837,3938161,600003984,"3938161 - GASKET , OIL PAN",New parts,,3938161,Not yet purchased new part,1,Parts,,,,,,,New parts,
3838,3938162,600001988,3938162-Gasket Oil Pan,New parts,1,3938162,,1,Parts,,,,,,,New parts,
3839,3938163,600001989,3938163-Camshaft,New parts,1,3938163,,1,Parts,,,,,,,New parts,
3840,3938177,600087082,"3938177-SET,PISTON RING",New parts,1,3938177,,1,Parts,,,,,,,New parts,
3841,3938267,600001990,3938267-Gasket cylinder head,New parts,,3938267,,1,Parts,,,,,,,New parts,
3842,3938384,600104832,"3938384-PUMP,FUEL/P30 INLINE RS",New parts,1,3938384,,1,Parts,,,,,,,New parts,
3843,3938655,600080474,"3938655 GASKET,ACC DRIVE COVER",New parts,4,3938655,,1,Parts,,,,,,,New parts,
3844,3938706,600083230,"3938706-GASKET,COVER PLATE",New parts,1,3938706,,1,Parts,,,,,,,New parts,
3845,3938796,600067219,"3938796-PUMP,INJECTION BOSCH",New parts,1,3938796,,1,Parts,,,,,,,New parts,
3846,3939018,600081949,"3939018 - SOLENOID,FUEL PUMP",New parts,1,3939018,,1,Parts,,,,,,,New parts,
3847,3939019,600052239,"3939019-SOLENOID, FUEL PUMP",New parts,1,3939019,,1,Parts,,,,,,,New parts,
3848,3939028,600071651,3939028- BO SAC,New parts,1,3939028,,1,Parts,,,,,,,New parts,
3849,3939258,600001993,3939258-Gasket Cover Plate,New parts,10,3939258,,1,Parts,,,,,,,New parts,
3850,3939284,600001994,3939284-Gasket Valve Cover,New parts,1,3939284,,1,Parts,,,,,,,New parts,
