Plant,Document Date,Storage Location,Purchasing Document,Item,Vendor/supplying plant,Material,Short Text,Deletion indicator,Order Quantity,Order Price Unit,Net price,Net Order Value,Still to be delivered (qty),Still to be invoiced (qty),Purchasing Group,Shipment Date,Still to be delivered (value),Still to be invoiced (val.)
VN49,1/4/2022,1100,7150149129,10,21500157,600074133,E000-23212/1P- BOARD AVR MX321,,1,PC,267.11,267.11,0,0,V43,,0.00,0.00
VN49,1/4/2022,1100,7150149134,10,21500157,600090684,"4327236-SENSOR,ENGINE POSITION",,2,PC,62.43,124.86,0,0,V43,,0.00,0.00
VN49,1/4/2022,1100,7150149137,10,21500157,600103749,FS53023-FUEL WATER SEPARATOR,,4,PC,107.83,431.32,0,0,V43,,0.00,0.00
VN49,1/4/2022,1100,7150149137,20,21500157,600103780,FF63016-FUELFILTER,,4,PC,128.20,512.80,0,0,V43,,0.00,0.00
VN49,1/4/2022,1100,7150149137,30,21500157,600081279,"2894868 - SENSOR,PRESSURE",,1,PC,213.84,213.84,0,0,V43,,0.00,0.00
VN49,1/4/2022,1100,7150149137,40,21500157,600079931,"2897334 - SENSOR, PRS TEMPERATURE (SS# 2",,2,PC,39.36,78.72,0,0,V43,,0.00,0.00
VN49,1/4/2022,1100,7150149137,50,21500157,600081158,"4954245-SENSOR,PRESSURE",,2,PC,79.34,158.68,0,0,V43,,0.00,0.00
VN49,1/4/2022,1100,7150149137,60,21500157,600090689,"4954405-SENSOR,PRESSURE",,2,PC,409.26,818.52,0,0,V43,,0.00,0.00
VN49,1/4/2022,1100,7150149137,70,21500157,600077456,"4954491-SENSR, TEMPERATURE",,2,PC,296.66,593.32,0,0,V43,,0.00,0.00
VN49,1/4/2022,1100,7150149137,90,21500157,600079930,"2897331 - SENSOR,PRESSURE (SS# 4076493)",,2,PC,11.91,23.82,0,0,V43,,0.00,0.00
VN49,1/4/2022,1100,7150149137,100,21500157,600021033,300-6315-02 DISPLAY-CONTROL,,2,PC,951.26,"1,902.52",0,0,V43,,0.00,0.00
VN49,1/4/2022,1100,7150149137,110,21500157,600007429,327-1536 - PCB ASSY,,2,PC,551.78,"1,103.56",0,0,V43,,0.00,0.00
VN49,1/4/2022,1100,7150149137,120,21500157,600020070,327-1593- PCB ASSY ( PCC3300AVR),,2,PC,657.52,"1,315.04",0,0,V43,,0.00,0.00
VN49,1/4/2022,1100,7150149137,130,21500157,600098152,0327-1601-01 -PCB ASSY (CNTRL,,2,PC,"2,106.34","4,212.68",0,0,V43,,0.00,0.00
VN49,1/4/2022,1100,7150149137,140,21500157,600072796,45-1082-HC/P7/P8 PMG REPAIR KIT,,2,PC,441.30,882.60,0,0,V43,,0.00,0.00
VN49,1/4/2022,1100,7150149137,150,21500157,600110039,"5317106 - MODULE,ELECTRONIC CONTROL",,2,PC,"1,950.00","3,900.00",0,0,V43,,0.00,0.00
VN49,1/4/2022,1100,7150149137,160,21500157,600110100,"2872371 - SENSOR,PRESSURE",,2,PC,101.28,202.56,0,0,V43,,0.00,0.00
VN49,1/4/2022,1100,7150149137,170,21500157,600110101,"2872883 - SENSOR,PRESSURE",,2,PC,104.61,209.22,0,0,V43,,0.00,0.00
VN49,1/4/2022,1100,7150149137,180,21500157,600110102,"2897324 - SWITCH,PRESSURE",,2,PC,10.42,20.84,0,0,V43,,0.00,0.00
VN49,1/4/2022,1100,7150149137,190,21500157,600110103,"2897999 - ADAPTER,SENSOR",,2,PC,42.00,84.00,0,0,V43,,0.00,0.00
VN49,1/4/2022,1100,7150149137,200,21500157,600110104,"5491808 - SENSOR,POSITION",,2,PC,98.72,197.44,0,0,V43,,0.00,0.00
VN49,1/4/2022,1100,7150149137,210,21500157,600110105,A029P569 - CARD-CONTROL,,2,PC,565.13,"1,130.26",0,0,V43,,0.00,0.00
VN49,1/4/2022,1100,7150149137,220,21500157,600072797,810-1015-HV/MV8 RECTIFIER ASSY,,2,PC,261.30,522.60,0,0,V43,,0.00,0.00
VN49,1/4/2022,1100,7150149137,230,21500157,600110106,A047S467 - FUSE,,2,PC,86.63,173.26,0,0,V43,,0.00,0.00
VN49,1/4/2022,1100,7150149137,240,21500157,600110107,0321-0372-03 - FUSE (CARTRIDGE TYPE),,5,PC,16.04,80.20,0,0,V43,,0.00,0.00
VN49,1/4/2022,1100,7150149137,250,21500157,600110108,0321-0372-05 - FUSE (CARTRIDGE TYPE),,5,PC,25.00,125.00,0,0,V43,,0.00,0.00
VN49,1/4/2022,1100,7150149137,260,21500157,600110109,0321-0372-07 - FUSE (CARTRIDGE TYPE),,5,PC,20.49,102.45,0,0,V43,,0.00,0.00
VN49,1/4/2022,1100,7150149137,270,21500157,600110110,0307-2861-06 - RELAY-CONTROL,,2,PC,108.49,216.98,0,0,V43,,0.00,0.00
VN49,1/4/2022,1100,7150149137,280,21500157,600110111,"A056M366 - RELAY,POWER",,2,PC,26.73,53.46,0,0,V43,,0.00,0.00
VN49,1/4/2022,1100,7150149137,290,21500157,600110112,A047S480 - INVERTER,,2,PC,367.13,734.26,0,0,V43,,0.00,0.00
VN49,1/4/2022,1100,7150149137,300,21500157,600110113,A047S482 - INVERTER,,2,PC,311.27,622.54,0,0,V43,,0.00,0.00
VN49,1/4/2022,1100,7150149137,310,21500157,600110114,"A047S435 - BREAKER,CIRCUIT",,2,PC,47.36,94.72,0,0,V43,,0.00,0.00
VN49,1/4/2022,1100,7150149137,320,21500157,600110115,"A047S439 - BREAKER,CIRCUIT",,2,PC,21.49,42.98,0,0,V43,,0.00,0.00
VN49,1/4/2022,1100,7150149137,330,21500157,600110116,"A049T953 - BREAKER,CIRCUIT",,2,PC,81.46,162.92,0,0,V43,,0.00,0.00
VN49,1/4/2022,1100,7150149137,340,21500157,600110117,"A050Y697 - BREAKER,CIRCUIT",,1,PC,100.01,100.01,0,0,V43,,0.00,0.00
VN49,1/6/2022,1100,7150149321,10,21500157,600094324,"5473302 - KIT,WATER PUMP",,1,PC,120.59,120.59,0,0,V43,,0.00,0.00
VN49,1/6/2022,1100,7150149322,10,21500157,600001188,"3408326-Act, Gov",,1,PC,809.56,809.56,0,0,V43,,0.00,0.00
VN49,1/6/2022,1100,7150149344,10,21500157,600031886,319-5010-DOOR ASSY,,1,PC,204.33,204.33,0,0,V43,,0.00,0.00
VN49,1/6/2022,1100,7150149344,20,21500157,600081283,"4309175 - KIT,ELEC CONTROL MODULE",,1,PC,"1,675.00","1,675.00",0,0,V43,,0.00,0.00
VN49,1/6/2022,1100,7150149350,10,21500157,600000528,300-4080-02-PCB Assy,,1,PC,774.55,774.55,0,0,V43,,0.00,0.00
VN49,1/6/2022,1100,7150149373,10,21500157,600083835,"A048L463-SENSOR, MAGNETIC PICKUP",,1,PC,22.75,22.75,0,0,V43,,0.00,0.00
VN49,1/6/2022,1100,7150149375,10,21500157,600003632,333-0588-04-Heater Coolant,,2,PC,131.99,263.98,0,0,V43,,0.00,0.00
VN49,1/6/2022,1100,7150149375,20,21500157,600052707,3283456-HOSE PLAIN,,4,PC,11.34,45.36,0,0,V43,,0.00,0.00
VN49,1/6/2022,1100,7150149375,30,21500157,600110118,"70458 A - HOSE,PLAIN",,4,PC,12.11,48.44,0,0,V43,,0.00,0.00
VN49,1/10/2022,1100,7150149652,10,21500157,600018164,"129768 - SPRING , VALVE",,1,PC,6.00,6.00,0,0,V43,,0.00,0.00
VN49,1/10/2022,1100,7150149652,20,21500157,600079245,"3030970 - Disc, Valve",,1,PC,16.95,16.95,0,0,V43,,0.00,0.00
VN49,1/11/2022,1100,7150149837,10,21500157,600093190,5367762 - Motor Starting,,1,PC,373.17,373.17,0,0,V43,,0.00,0.00
VN49,1/12/2022,1100,7150149998,10,21500157,600053590,5282841-ALTERNATOR,,1,PC,290.82,290.82,0,0,V43,,0.00,0.00
VN49,1/12/2022,1100,7150149998,20,21500157,600110119,"A063L185 - CHARGER, BATTERY",,1,PC,220.00,220.00,0,0,V43,,0.00,0.00
VN49,1/13/2022,1100,7150150159,10,21500157,600085916,"4371786-KIT,PTS DST CENTER",,7,SET,10.72,75.04,0,0,V43,,0.00,0.00
VN49,1/14/2022,1100,7150150205,10,21500157,600083835,"A048L463-SENSOR, MAGNETIC PICKUP",,2,PC,22.75,45.50,0,0,V43,,0.00,0.00
VN49,1/17/2022,1100,7150150326,10,21500157,600082606,Carton,,22,PC,0.00,0.00,0,0,V43,,0.00,0.00
VN49,1/17/2022,1100,7150150403,10,21500157,600017494,300-4309-02 - PCB-ASSY-PTOOED BUS PT,,1,PC,437.56,437.56,0,0,V43,,0.00,0.00
VN49,1/17/2022,1100,7150150403,20,21500157,600000534,300-4306-Regulator-auto volt,,1,PC,393.56,393.56,0,0,V43,,0.00,0.00
VN49,1/18/2022,1100,7150150507,10,21500157,600001555,"3803528-Valve, exhaust",,24,PC,123.43,"2,962.32",0,0,V43,,0.00,0.00
VN49,1/18/2022,1100,7150150507,20,21500157,600000920,3076125-Barrel & plunger,,12,PC,201.38,"2,416.56",0,0,V43,,0.00,0.00
VN49,1/18/2022,1100,7150150507,30,21500157,600001533,"3803153-Kit, wp repair",L,2,PC,118.46,236.92,0,0,V43,,0.00,0.00
VN49,1/18/2022,1100,7150150528,10,21500157,600000761,3044196-EFC Board,,1,PC,600.62,600.62,0,0,V43,,0.00,0.00
VN49,1/18/2022,1100,7150150588,10,21500157,600007528,"3897386 - KIT , WATER PUMP REPAIR",,1,PC,312.30,312.30,0,0,V43,,0.00,0.00
VN49,1/18/2022,1100,7150150592,10,21500157,600000952,3081489-Gio#ng,,12,PC,5.59,67.08,0,0,V43,,0.00,0.00
VN49,1/18/2022,1100,7150150592,20,21500157,600000601,3011076-Gioang,,12,PC,5.46,65.52,0,0,V43,,0.00,0.00
VN49,1/18/2022,1100,7150150592,30,21500157,600000616,"3014668-Seal, O Ring",,12,PC,10.62,127.44,0,0,V43,,0.00,0.00
VN49,1/18/2022,1100,7150150592,40,21500157,600000578,"3007517-Nozzle, piston coolin",,2,PC,12.12,24.24,0,0,V43,,0.00,0.00
VN49,1/18/2022,1100,7150150592,50,21500157,600000432,"205840-Bearing, con rod",,24,PC,29.60,710.40,0,0,V43,,0.00,0.00
VN49,1/18/2022,1100,7150150592,60,21500157,600028598,4955975-BAC SEC MANG,,12,PC,70.00,840.00,0,0,V43,,0.00,0.00
VN49,1/18/2022,1100,7150150592,70,21500157,600001552,"3803518-Valve, intake",,24,PC,110.25,"2,646.00",0,0,V43,,0.00,0.00
VN49,1/18/2022,1100,7150150592,80,21500157,600045868,"3643725-SPRING,VALVE",,48,PC,16.41,787.68,0,0,V43,,0.00,0.00
VN49,1/18/2022,1100,7150150592,90,21500157,600014823,"3640315- INSERT, VALVE",,48,PC,10.94,525.12,0,0,V43,,0.00,0.00
VN49,1/18/2022,1100,7150150592,100,21500157,600010662,"3086192 - INSERT, VALVE",,24,PC,25.22,605.28,0,0,V43,,0.00,0.00
VN49,1/18/2022,1100,7150150592,110,21500157,600014822,3086193- INSERT VALVE,,24,PC,25.99,623.76,0,0,V43,,0.00,0.00
VN49,1/18/2022,1100,7150150592,120,21500157,600001068,"3202210-Guide, valve Stem",,48,PC,9.16,439.68,0,0,V43,,0.00,0.00
VN49,1/18/2022,1100,7150150592,130,21500157,600000404,"193736-Seal, injector o ring",,36,PC,1.92,69.12,0,0,V43,,0.00,0.00
VN49,1/18/2022,1100,7150150592,140,21500157,600000450,207226-Bushing,,2,PC,13.91,27.82,0,0,V43,,0.00,0.00
VN49,1/18/2022,1100,7150150592,150,21500157,600000452,207344-Bushing,,2,PC,11.44,22.88,0,0,V43,,0.00,0.00
VN49,1/18/2022,1100,7150150592,160,21500157,600001537,"3803257-Kit, tur repair",,2,PC,170.91,341.82,0,0,V43,,0.00,0.00
VN49,1/18/2022,1100,7150150592,170,21500157,600086946,"4376512-SET,LOWER ENGINE GASKET",,2,PC,489.31,978.62,0,0,V43,,0.00,0.00
VN49,1/18/2022,1100,7150150592,180,21500157,600003849,"205247 - SEAL , O RING",,2,PC,9.43,18.86,0,0,V43,,0.00,0.00
VN49,1/18/2022,1100,7150150592,190,21500157,600110120,"4308855 - SEAL,RECTANGULAR RING",,12,PC,3.03,36.36,0,0,V43,,0.00,0.00
VN49,1/19/2022,1100,7150150723,10,21500157,600043991,"4903016- Sensor, Fluid Level",,2,PC,51.44,102.88,0,0,V43,,0.00,0.00
VN49,1/19/2022,1100,7150150723,20,21500157,600078880,"2897333 -  SENSOR,PRS TEMPERATURE",,2,PC,14.13,28.26,0,0,V43,,0.00,0.00
VN49,1/20/2022,1100,7150150823,10,21500157,600079107,"4319020 - SEAL,OIL",,2,PC,137.65,275.30,0,0,V43,,0.00,0.00
VN49,1/20/2022,1100,7150150847,10,21500157,600088658,5259578-ALTERNATOR,,1,PC,758.78,758.78,0,0,V43,,0.00,0.00
VN49,1/23/2022,1100,7150151042,10,21500157,600002587,AH1100-Airhousing,,10,PC,77.86,778.60,0,0,V43,,0.00,0.00
VN49,1/24/2022,1100,7150151158,10,21500157,600020528,"300-6314-01 DISPLAY-CNTRL (SYM, EN)",,1,PC,643.43,643.43,0,0,V43,,0.00,0.00
VN49,1/24/2022,1100,7150151161,10,21500157,600110312,5483867 - TRANSDUCER,,4,PC,47.56,190.24,0,0,V43,,0.00,0.00
VN49,1/25/2022,1100,7150151197,10,21500157,600080430,0300-6014 - CONTROL ASSY (DYNAM 2 DISPLA,,1,PC,187.36,187.36,0,0,V43,,0.00,0.00
VN49,1/25/2022,1100,7150151284,10,21500157,600110331,0338-4472 - HARNESS-GENSET,,1,PC,719.21,719.21,0,0,V43,,0.00,0.00
VN49,1/25/2022,1100,7150151293,10,21500157,600095202,4983253 - BUSHING,,2,PC,10.34,20.68,0,0,V43,,0.00,0.00
VN49,1/25/2022,1100,7150151293,20,21500157,600027107,3979506- CAMSHAFT,,1,PC,306.69,306.69,0,0,V43,,0.00,0.00
VN49,1/25/2022,1100,7150151293,30,21500157,600018393,"4955251 - SET, PISTON RING",,6,PC,43.18,259.08,0,0,V43,,0.00,0.00
VN49,1/25/2022,1100,7150151293,40,21500157,600080968,"5364892-HEAD,CYLINDER",,1,PC,"1,386.73","1,386.73",0,0,V43,,0.00,0.00
VN49,1/25/2022,1100,7150151293,50,21500157,600096147,"5346206 - CONNECTOR,INJ FUEL SUPPLY",,6,PC,21.93,131.58,0,0,V43,,0.00,0.00
VN49,1/25/2022,1100,7150151293,60,21500157,600094283,"5447591 - GASKET,EXHAUST MANIFOLD",,6,PC,3.78,22.68,0,0,V43,,0.00,0.00
VN49,1/25/2022,1100,7150151293,70,21500157,600081265,"5291050 -  PUMP,LUBRICATING OIL",,1,PC,83.91,83.91,0,0,V43,,0.00,0.00
VN49,1/25/2022,1100,7150151293,80,21500157,600073377,5271613- BAT GIU,,6,PC,2.88,17.28,0,0,V43,,0.00,0.00
VN49,1/25/2022,1100,7150151293,90,21500157,600087428,"4928699-SHAFT,ROCKER LEVER",,12,PC,8.36,100.32,0,0,V43,,0.00,0.00
VN49,1/25/2022,1100,7150151293,100,21500157,600027105,"3947759-TAPPET, VALVE",,12,PC,11.10,133.20,0,0,V43,,0.00,0.00
VN49,1/25/2022,1100,7150151293,110,21500157,600094280,"5255450 - GASKET,FILLER CAP",,1,PC,3.12,3.12,0,0,V43,,0.00,0.00
VN49,1/25/2022,1100,7150151293,120,21500157,600000808,3052587-Seal O ring,,24,PC,0.83,19.92,0,0,V43,,0.00,0.00
VN49,1/25/2022,1100,7150151293,130,21500157,600001694,3900956-Plug exp,,6,PC,2.46,14.76,0,0,V43,,0.00,0.00
VN49,1/25/2022,1100,7150151293,140,21500157,600106992,"4899791 -  ISOLATOR,VIBRATION",,3,PC,5.13,15.39,0,0,V43,,0.00,0.00
VN49,1/25/2022,1100,7150151293,150,21500157,600004232,"3910739-Bearing, ball",,1,PC,87.89,87.89,0,0,V43,,0.00,0.00
VN49,1/25/2022,1100,7150151293,160,21500157,600074896,4896991-STUP,,2,PC,5.77,11.54,0,0,V43,,0.00,0.00
VN49,1/25/2022,1100,7150151293,170,21500157,600110332,"4893936 - NUT,HEXAGON FLANGE",,2,PC,2.84,5.68,0,0,V43,,0.00,0.00
VN49,1/25/2022,1100,7150151293,180,21500157,600110333,"5341880 - TUBE,FUEL DRAIN",,1,PC,50.07,50.07,0,0,V43,,0.00,0.00
VN49,1/25/2022,1100,7150151293,190,21500157,600090873,"3958414-SEAL,O RING",,2,PC,4.69,9.38,0,0,V43,,0.00,0.00
VN49,1/25/2022,1100,7150151293,200,21500157,600070095,4919951-SOMI,,6,PC,44.91,269.46,0,0,V43,,0.00,0.00
VN49,1/26/2022,1100,7150151442,10,21500157,600095486,888422 - PREMIUM BLUE 7800 20W50 CI4/SL,L,"3,360",PC,36.72,"123,379.20",0,0,V43,,0.00,0.00
VN49,1/27/2022,1100,7150151515,10,21500157,600018213,FF5612 - FUELFILTER,,12,PC,7.83,93.96,0,0,V43,,0.00,0.00
VN49,1/27/2022,1100,7150151520,10,21500157,600002384,AF25129M-Airfilter element,,33,PC,35.79,"1,181.07",0,0,V43,,0.00,0.00
VN49,1/27/2022,1100,7150151520,20,21500157,600002385,AF25130M-Air filter,,16,PC,16.68,266.88,0,0,V43,,0.00,0.00
VN49,1/27/2022,1100,7150151520,30,21500157,600003081,LF9009-Lube filter,,102,PC,27.99,"2,854.98",0,0,V43,,0.00,0.00
VN49,1/27/2022,1100,7150151520,40,21500157,600014139,FF5580 - FUELFILTER,,96,PC,8.99,863.04,0,0,V43,,0.00,0.00
VN49,1/27/2022,1100,7150151520,50,21500157,600009310,FS20000-FUEL WTR SEP,L,108,PC,28.86,"3,116.88",0,0,V43,,0.00,0.00
VN49,1/27/2022,1100,7150151520,60,21500157,600029501,FS19596-FUEL SEP FILTER,,150,PC,21.47,"3,220.50",0,0,V43,,0.00,0.00
VN49,1/27/2022,1100,7150151520,70,21500157,600003097,WF2074-Water filter,,144,PC,11.65,"1,677.60",0,0,V43,,0.00,0.00
VN49,1/27/2022,1100,7150151520,80,21500157,600074824,CC2869-ES COMPLEAT PG REMIX- 20L,,10,PC,57.07,570.70,0,0,V43,,0.00,0.00
VN49,1/27/2022,1100,7150151520,90,21500157,600029974,CC2638-RESTORE PLUS,,52,PC,21.53,"1,119.56",0,0,V43,,0.00,0.00
VN49,1/27/2022,1100,7150151520,100,21500157,600002579,AF928M-Air filter,,3,PC,33.79,101.37,0,0,V43,,0.00,0.00
VN49,1/27/2022,1100,7150151520,110,21500157,600110482,FF5866 - FUEL FILTER SPINON,,12,PC,9.18,110.16,0,0,V43,,0.00,0.00
VN49,1/27/2022,1100,7150151520,120,21500157,600110483,FS20123 - FUEL SEPARATOR SPINON,,6,PC,11.92,71.52,0,0,V43,,0.00,0.00
VN49,1/27/2022,1100,7150151520,130,21500157,600110484,AF26557 - AIRFILTER ELEMENT,,4,PC,32.55,130.20,0,0,V43,,0.00,0.00
VN49,1/27/2022,1100,7150151523,10,21500157,600065613,"4089462-KIT,ENGINE PISTON",,4,PC,126.24,504.96,0,0,V43,,0.00,0.00
VN49,1/27/2022,1100,7150151523,20,21500157,600001098,3283333-Gasket cylinder head,,1,PC,45.88,45.88,0,0,V43,,0.00,0.00
VN49,1/27/2022,1100,7150151523,30,21500157,600107280,"3914494 - PULLEY,CRANKSHAFT",,1,PC,38.72,38.72,0,0,V43,,0.00,0.00
VN49,1/27/2022,1100,7150151523,40,21500157,600002165,4089648-Set Upper Engine Gasket,,1,PC,92.60,92.60,0,0,V43,,0.00,0.00
VN49,1/27/2022,1100,7150151523,50,21500157,600068575,"4903472PX-INJ, M11 QSM3 TIER III",,6,PC,352.57,"2,115.42",0,0,V43,,0.00,0.00
VN49,1/27/2022,1100,7150151523,60,21500157,600110313,"3968196 - HEAD,CYLINDER",,1,PC,"2,500.00","2,500.00",0,0,V43,,0.00,0.00
VN49,1/27/2022,1100,7150151523,70,21500157,600110314,"3939407 - ROD,ENGINE CONNECTING",,2,PC,208.10,416.20,0,0,V43,,0.00,0.00
VN49,1/27/2022,1100,7150151523,80,21500157,600110533,308458900 D - Core recon(4903472PX),,6,PC,250.00,"1,500.00",2,2,V43,,500.00,500.00
VN49,1/28/2022,1100,7150151543,10,21500157,600110315,A026F395 - CONTROL,,1,PC,477.53,477.53,0,0,V43,,0.00,0.00
VN49,1/28/2022,1100,7150151554,10,21502432,600085241,880966-Blue7600 15W40API CH-4 18L PL,,"1,680",PC,42.30,"71,064.00",0,0,V43,,0.00,0.00
VN49,1/28/2022,1100,7150151555,10,21502432,600095486,888422 - PREMIUM BLUE 7800 20W50 CI4/SL,,"3,360",PC,45.00,"151,200.00",0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,10,21500157,600080395,"4371769 - KIT,LINER",,240,PC,83.30,"19,992.00",0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,20,21500157,600028598,4955975-BAC SEC MANG,,"1,200",PC,51.90,"62,280.00",0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,30,21500157,600001359,3631241-Piston engine,,120,PC,102.00,"12,240.00",0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,40,21500157,600000579,"3007525-Kit, liner KV",,360,PC,88.71,"31,935.60",0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,50,21500157,600002234,AR12270-Main bearing,,10,PC,333.00,"3,330.00",0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,60,21500157,600000432,"205840-Bearing, con rod",,240,PC,8.00,"1,920.00",0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,70,21500157,600001667,"3870890-Seal, Oil Filter",,10,PC,29.00,290.00,0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,80,21500157,600000813,3053126-Injector,,240,PC,107.50,"25,800.00",0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,90,21500157,600000671,"3022197-Injector, Ptd less",,100,PC,107.50,"10,750.00",0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,100,21500157,600018559,3042713- CUP INJECTOR,,188,PC,39.07,"7,345.16",0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,110,21500157,600000939,"3077716-Cup, Injector",,102,PC,41.61,"4,244.22",0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,120,21500157,600000571,"3005963-Cup, injector cone",,102,PC,24.96,"2,545.92",0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,130,21500157,600075383,4352578- BO GIOANG ( #3800728),,10,PC,240.00,"2,400.00",0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,140,21500157,600000934,3076767-Camshaft,,5,PC,968.00,"4,840.00",0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,150,21500157,600000873,3066882-CMS,,3,PC,968.00,"2,904.00",0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,160,21500157,600001453,"3801826-Kit, Liner",,800,PC,30.00,"24,000.00",0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,170,21500157,600002171,4089811-set piston ring,,120,PC,38.47,"4,616.40",0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,180,21500157,600002158,4089489-Piston Ring,,120,PC,41.60,"4,992.00",0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,190,21500157,600000823,3055145-Bearing Con rod,,360,PC,4.28,"1,540.80",0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,200,21500157,600002151,"4089368-Set, Upper Engine gasket",,10,PC,95.86,958.60,0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,210,21500157,600001418,3800855-Camshaft,,5,PC,580.00,"2,900.00",0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,220,21500157,600014823,"3640315- INSERT, VALVE",,360,PC,5.00,"1,800.00",0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,230,21500157,600010662,"3086192 - INSERT, VALVE",,360,PC,8.00,"2,880.00",0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,240,21500157,600014822,3086193- INSERT VALVE,,360,PC,11.00,"3,960.00",0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,250,21500157,600045868,"3643725-SPRING,VALVE",,360,PC,8.20,"2,952.00",0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,260,21500157,600000505,"3002834-Bushing, camshaft",,280,PC,9.80,"2,744.00",0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,270,21500157,600000299,135675-Thermostat,,100,PC,14.50,"1,450.00",0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,280,21500157,600044586,3642505-ROLLER CAM FOLLOWER,,360,PC,9.50,"3,420.00",0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,290,21500157,600000452,207344-Bushing,,120,PC,3.20,384.00,0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,300,21500157,600000450,207226-Bushing,,120,PC,3.20,384.00,0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,310,21500157,600000635,3016826-CON LAN,,120,PC,7.50,900.00,0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,320,21500157,600002076,4009248-Pin Cam Follower,,240,PC,4.50,"1,080.00",0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,330,21500157,600093023,4009479 - ROLLER,,240,PC,4.50,"1,080.00",0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,340,21500157,600001068,"3202210-Guide, valve Stem",,240,PC,5.40,"1,296.00",0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,350,21500157,600001556,"3803529-Valve, exhaust",,360,PC,15.07,"5,425.20",0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,360,21500157,600001551,"3803515-Valve, intake",,360,PC,14.11,"5,079.60",0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,370,21500157,600001552,"3803518-Valve, intake",,60,PC,15.07,904.20,0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,380,21500157,600001555,"3803528-Valve, exhaust",,360,PC,23.86,"8,589.60",0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,390,21500157,600000578,"3007517-Nozzle, piston coolin",,360,PC,6.50,"2,340.00",0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,400,21500157,600001314,3545647-Turbo repair kit,,30,PC,42.50,"1,275.00",0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,410,21500157,600000779,3047549-Pump Lubricating oil,,10,PC,198.00,"1,980.00",0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,420,21500157,600001550,"3803512-Valve, intake",,240,PC,5.40,"1,296.00",0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,430,21500157,600001553,"3803519-Valve, exhaust",,240,PC,5.60,"1,344.00",0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,440,21500157,600016263,"200354 - INSERT, VALVE",,240,PC,3.20,768.00,0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,450,21500157,600000640,3017759-Insert Valve,,120,PC,3.20,384.00,0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,460,21500157,600000573,"3006456-Guide, valve stem",,100,PC,2.17,217.00,0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,480,21500157,600001317,"3545669-Kit, tur repair",,30,PC,35.00,"1,050.00",0,0,V43,,0.00,0.00
VN49,1/31/2022,1100,7150151561,490,21500157,600000613,"3013591-Nozzle, piston cooling",,120,PC,3.80,456.00,0,0,V43,,0.00,0.00
