Material,Material Description,Material type,Plant,Storage location,Material Group,DF stor. loc. level,Base Unit of Measure,Unrestricted,Currency,Value Unrestricted,Transit and Transfer,Val. in Trans./Tfr,Quality Inspection,Value in QualInsp.,Restricted-Use Stock,Value Restricted,Blocked,Value BlockedStock,Returns,Value Rets Blocked
600002234,AR12270-Main bearing,ZSP,VN49,1100,7063,,PC,1,VND,"8,621,500",0,0,0,0,0,0,0,0,0,0
600002234,AR12270-Main bearing,ZSP,VN49,1100,7063,,PC,2,VND,"17,243,001",0,0,0,0,0,0,0,0,0,0
600002234,AR12270-Main bearing,ZSP,VN49,1100,7063,,PC,5,VND,"43,107,502",0,0,0,0,0,0,0,0,0,0
600002234,AR12270-Main bearing,ZSP,VN49,1100,7063,,PC,5,VND,"43,107,502",0,0,0,0,0,0,0,0,0,0
600002261,"S 16052 - Bearing, Ball",ZSP,VN49,1100,7063,,PC,1,VND,"74,253",0,0,0,0,0,0,0,0,0,0
600002261,"S 16052 - Bearing, Ball",ZSP,VN49,1100,7063,,PC,1,VND,"74,253",0,0,0,0,0,0,0,0,0,0
600002261,"S 16052 - Bearing, Ball",ZSP,VN49,1100,7063,,PC,20,VND,"1,485,051",0,0,0,0,0,0,0,0,0,0
600002327,AF1735K-Air filter element,ZSP,VNT0,,7075,,PC,0,VND,0,2,"1,359,232",0,0,0,0,0,0,0,0
600002341,AF1846-Air filter element,ZSP,VN49,1100,7075,,PC,2,VND,"1,832,707",0,0,0,0,0,0,0,0,0,0
600002362,AF1921M-Air filter,ZSP,VNT0,1100,7075,,PC,1,VND,"1,145,188",0,0,0,0,0,0,0,0,0,0
600002362,AF1921M-Air filter,ZSP,VNT0,1100,7075,,PC,2,VND,"2,290,375",0,0,0,0,0,0,0,0,0,0
600002362,AF1921M-Air filter,ZSP,VNT0,1100,7075,,PC,10,VND,"11,451,877",0,0,0,0,0,0,0,0,0,0
600002364,AF1922m-Air filter element,ZSP,VNT0,1100,7075,,PC,1,VND,"603,257",0,0,0,0,0,0,0,0,0,0
600002364,AF1922m-Air filter element,ZSP,VNT0,1100,7075,,PC,2,VND,"1,206,514",0,0,0,0,0,0,0,0,0,0
600002364,AF1922m-Air filter element,ZSP,VNT0,1100,7075,,PC,2,VND,"1,206,514",0,0,0,0,0,0,0,0,0,0
600002384,AF25129M-Airfilter element,ZSP,VN49,1100,7075,,PC,11,VND,"9,162,046",0,0,0,0,0,0,0,0,0,0
600002384,AF25129M-Airfilter element,ZSP,VN49,1100,7075,,PC,8,VND,"6,663,306",0,0,0,0,0,0,0,0,0,0
600002384,AF25129M-Airfilter element,ZSP,VN49,1100,7075,,PC,7,VND,"5,830,393",0,0,0,0,0,0,0,0,0,0
600002384,AF25129M-Airfilter element,ZSP,VNT0,1100,7075,,PC,2,VND,"1,610,433",0,0,0,0,0,0,0,0,0,0
600002384,AF25129M-Airfilter element,ZSP,VNT0,1100,7075,,PC,3,VND,"2,415,649",0,0,0,0,0,0,0,0,0,0
600002384,AF25129M-Airfilter element,ZSP,VNT0,1100,7075,,PC,2,VND,"1,610,433",0,0,0,0,0,0,0,0,0,0
600002385,AF25130M-Air filter,ZSP,VN49,1100,7075,,PC,10,VND,"3,797,815",0,0,0,0,0,0,0,0,0,0
600002385,AF25130M-Air filter,ZSP,VN49,1100,7075,,PC,8,VND,"3,038,252",0,0,0,0,0,0,0,0,0,0
600002385,AF25130M-Air filter,ZSP,VN49,1100,7075,,PC,7,VND,"2,658,471",0,0,0,0,0,0,0,0,0,0
600002385,AF25130M-Air filter,ZSP,VNT0,1100,7075,,PC,8,VND,"2,959,630",0,0,0,0,0,0,0,0,0,0
600002393,AF25278-Air filter,ZSP,VN49,1100,7075,,PC,4,VND,"6,516,386",0,0,0,0,0,0,0,0,0,0
600002393,AF25278-Air filter,ZSP,VN49,9300,7075,,PC,0,VND,0,0,0,0,0,0,0,2,"3,258,193",0,0
600002415,AF25468-Air filter,ZSP,VNT0,1100,7075,,PC,1,VND,"521,546",0,0,0,0,0,0,0,0,0,0
600002415,AF25468-Air filter,ZSP,VNT0,1100,7075,,PC,10,VND,"5,215,456",0,0,0,0,0,0,0,0,0,0
600002415,AF25468-Air filter,ZSP,VNT0,1100,7075,,PC,10,VND,"5,215,456",0,0,0,0,0,0,0,0,0,0
600002415,AF25468-Air filter,ZSP,VNT0,1100,7075,,PC,20,VND,"10,430,911",0,0,0,0,0,0,0,0,0,0
600002415,AF25468-Air filter,ZSP,VNT0,1100,7075,,PC,40,VND,"20,861,823",0,0,0,0,0,0,0,0,0,0
600002419,AF25523-Air filter,ZSP,VN49,1100,7075,,PC,1,VND,"473,305",0,0,0,0,0,0,0,0,0,0
600002429,AF25593-Air filter,ZSP,VN49,1100,7075,,PC,8,VND,"13,726,490",0,0,0,0,0,0,0,0,0,0
600002429,AF25593-Air filter,ZSP,VN49,1100,7075,,PC,20,VND,"34,316,225",0,0,0,0,0,0,0,0,0,0
600002429,AF25593-Air filter,ZSP,VN49,1100,7075,,PC,44,VND,"75,495,695",0,0,0,0,0,0,0,0,0,0
600002429,AF25593-Air filter,ZSP,VNT0,1100,7075,,PC,1,VND,"1,618,399",0,0,0,0,0,0,0,0,0,0
600002429,AF25593-Air filter,ZSP,VNT0,1100,7075,,PC,3,VND,"4,855,198",0,0,0,0,0,0,0,0,0,0
600002429,AF25593-Air filter,ZSP,VNT0,1100,7075,,PC,2,VND,"3,236,799",0,0,0,0,0,0,0,0,0,0
600002429,AF25593-Air filter,ZSP,VNT0,1100,7075,,PC,13,VND,"21,039,192",0,0,0,0,0,0,0,0,0,0
600002429,AF25593-Air filter,ZSP,VNT0,1100,7075,,PC,3,VND,"4,855,198",0,0,0,0,0,0,0,0,0,0
600002429,AF25593-Air filter,ZSP,VNT0,1100,7075,,PC,5,VND,"8,091,997",0,0,0,0,0,0,0,0,0,0
600002429,AF25593-Air filter,ZSP,VNT0,1100,7075,,PC,5,VND,"8,091,997",0,0,0,0,0,0,0,0,0,0
600002429,AF25593-Air filter,ZSP,VNT0,1100,7075,,PC,7,VND,"11,328,796",0,0,0,0,0,0,0,0,0,0
600002433,AF25627-Air Fliter,ZSP,VNT0,1100,7075,,PC,1,VND,"924,067",0,0,0,0,0,0,0,0,0,0
600002433,AF25627-Air Fliter,ZSP,VNT0,1100,7075,,PC,10,VND,"9,240,674",0,0,0,0,0,0,0,0,0,0
600002433,AF25627-Air Fliter,ZSP,VNT0,1100,7075,,PC,20,VND,"18,481,347",0,0,0,0,0,0,0,0,0,0
600002433,AF25627-Air Fliter,ZSP,VNT0,1100,7075,,PC,30,VND,"27,722,021",0,0,0,0,0,0,0,0,0,0
600002438,AF25708M- Airfilter,ZSP,VN49,1100,7075,,PC,44,VND,"70,978,897",0,0,0,0,0,0,0,0,0,0
600002438,AF25708M- Airfilter,ZSP,VNT0,,7075,,PC,0,VND,0,2,"3,226,314",0,0,0,0,0,0,0,0
600002438,AF25708M- Airfilter,ZSP,VNT0,1100,7075,,PC,2,VND,"3,226,314",0,0,0,0,0,0,0,0,0,0
600002459,AF265-Air filter,ZSP,VN49,1100,7075,,PC,2,VND,"1,024,611",0,0,0,0,0,0,0,0,0,0
600002515,AF4674 - Airfilter element,ZSP,VN49,1100,7075,,PC,1,VND,"1,633,239",0,0,0,0,0,0,0,0,0,0
600002515,AF4674 - Airfilter element,ZSP,VN49,1100,7075,,PC,1,VND,"1,633,239",0,0,0,0,0,0,0,0,0,0
600002515,AF4674 - Airfilter element,ZSP,VNT0,1100,7075,,PC,3,VND,"4,899,716",0,0,0,0,0,0,0,0,0,0
600002516,AF4675-Airfilter element,ZSP,VN49,1100,7075,,PC,7,VND,"7,474,685",0,0,0,0,0,0,0,0,0,0
600002516,AF4675-Airfilter element,ZSP,VN49,1100,7075,,PC,1,VND,"1,067,812",0,0,0,0,0,0,0,0,0,0
600002534,AF4819-Air fliter,ZSP,VNT0,1100,7075,,PC,2,VND,"1,434,128",0,0,0,0,0,0,0,0,0,0
600002566,AF872-Air filter,ZSP,VN49,1100,7075,,PC,20,VND,"12,887,450",0,0,0,0,0,0,0,0,0,0
600002566,AF872-Air filter,ZSP,VN49,1100,7075,,PC,12,VND,"7,732,470",0,0,0,0,0,0,0,0,0,0
600002566,AF872-Air filter,ZSP,VNT0,1100,7075,,PC,5,VND,"3,155,107",0,0,0,0,0,0,0,0,0,0
600002567,AF872M-Airfilter element,ZSP,VN49,1100,7075,,PC,4,VND,"4,757,945",0,0,0,0,0,0,0,0,0,0
600002567,AF872M-Airfilter element,ZSP,VN49,1100,7075,,PC,3,VND,"3,568,459",0,0,0,0,0,0,0,0,0,0
600002567,AF872M-Airfilter element,ZSP,VN49,1100,7075,,PC,14,VND,"16,652,806",0,0,0,0,0,0,0,0,0,0
600002567,AF872M-Airfilter element,ZSP,VN49,9200,7075,,PC,0,VND,0,0,0,0,0,0,0,2,"2,378,972",0,0
600002567,AF872M-Airfilter element,ZSP,VNT0,1100,7075,,PC,1,VND,"1,025,759",0,0,0,0,0,0,0,0,0,0
600002579,AF928M-Air filter,ZSP,VN49,1100,7075,,PC,3,VND,"2,638,322",0,0,0,0,0,0,0,0,0,0
600002579,AF928M-Air filter,ZSP,VNT0,1100,7075,,PC,3,VND,"2,638,322",0,0,0,0,0,0,0,0,0,0
600002579,AF928M-Air filter,ZSP,VNT0,1100,7075,,PC,3,VND,"2,638,322",0,0,0,0,0,0,0,0,0,0
600002579,AF928M-Air filter,ZSP,VNT0,1100,7075,,PC,2,VND,"1,758,881",0,0,0,0,0,0,0,0,0,0
600002579,AF928M-Air filter,ZSP,VNT0,1100,7075,,PC,4,VND,"3,517,763",0,0,0,0,0,0,0,0,0,0
600002587,AH1100-Airhousing,ZSP,VN49,1100,7075,,PC,8,VND,"16,797,886",0,0,0,0,0,0,0,0,0,0
600002587,AH1100-Airhousing,ZSP,VNT0,1100,7075,,PC,7,VND,"13,640,081",0,0,0,0,0,0,0,0,0,0
600002587,AH1100-Airhousing,ZSP,VNT0,1100,7075,,PC,4,VND,"7,794,332",0,0,0,0,0,0,0,0,0,0
600002587,AH1100-Airhousing,ZSP,VNT0,1100,7075,,PC,3,VND,"5,845,749",0,0,0,0,0,0,0,0,0,0
600002587,AH1100-Airhousing,ZSP,VNT0,1100,7075,,PC,7,VND,"13,640,081",0,0,0,0,0,0,0,0,0,0
600002592,AH1135-Airhousing,ZSP,VN49,1100,7075,,PC,18,VND,"31,043,277",0,0,0,0,0,0,0,0,0,0
600002592,AH1135-Airhousing,ZSP,VN49,1100,7075,,PC,20,VND,"34,492,529",0,0,0,0,0,0,0,0,0,0
600002592,AH1135-Airhousing,ZSP,VN49,9300,7075,,PC,0,VND,0,0,0,0,0,0,0,2,"3,449,253",0,0
600002592,AH1135-Airhousing,ZSP,VNT0,1100,7075,,PC,6,VND,"10,304,088",0,0,0,0,0,0,0,0,0,0
600002592,AH1135-Airhousing,ZSP,VNT0,1100,7075,,PC,44,VND,"75,563,315",0,0,0,0,0,0,0,0,0,0
600002597,AH1185-Airhousing,ZSP,VN49,1100,7075,,PC,2,VND,"1,408,632",0,0,0,0,0,0,0,0,0,0
600002605,AH19003-Air Filter,ZSP,VNT0,1100,7075,,PC,3,VND,"4,187,120",0,0,0,0,0,0,0,0,0,0
600002605,AH19003-Air Filter,ZSP,VNT0,1100,7075,,PC,3,VND,"4,187,120",0,0,0,0,0,0,0,0,0,0
600002627,DCA65L-Coolant Water,ZSP,VN49,1100,7075,,PC,49,VND,"10,147,342",0,0,0,0,0,0,0,0,0,0
600002627,DCA65L-Coolant Water,ZSP,VN49,1100,7075,,PC,"1,200",VND,"248,506,336",0,0,0,0,0,0,0,0,0,0
600002627,DCA65L-Coolant Water,ZSP,VN49,1100,7075,,PC,600,VND,"124,253,168",0,0,0,0,0,0,0,0,0,0
600002627,DCA65L-Coolant Water,ZSP,VN49,1100,7075,,PC,600,VND,"124,253,168",0,0,0,0,0,0,0,0,0,0
600002627,DCA65L-Coolant Water,ZSP,VN49,9200,7075,,PC,0,VND,0,0,0,0,0,0,0,135,"27,956,963",0,0
600002627,DCA65L-Coolant Water,ZSP,VNT0,1100,7075,,PC,171,VND,"33,187,765",0,0,0,0,0,0,0,0,0,0
600002632,FF105D-Fuel filter,ZSP,VN49,1100,7075,,PC,5,VND,"398,188",0,0,0,0,0,0,0,0,0,0
600002632,FF105D-Fuel filter,ZSP,VNT0,1100,7075,,PC,2,VND,"158,537",0,0,0,0,0,0,0,0,0,0
600002637,FF167-Fuel Filter,ZSP,VN49,1100,7075,,PC,11,VND,"716,199",0,0,0,0,0,0,0,0,0,0
600002640,FF185-Fuel filter,ZSP,VN49,1100,7075,,PC,7,VND,"469,386",0,0,0,0,0,0,0,0,0,0
600002640,FF185-Fuel filter,ZSP,VN49,1100,7075,,PC,24,VND,"1,609,325",0,0,0,0,0,0,0,0,0,0
600002640,FF185-Fuel filter,ZSP,VN49,1100,7075,,PC,353,VND,"23,670,489",0,0,0,0,0,0,0,0,0,0
600002640,FF185-Fuel filter,ZSP,VN49,1100,7075,,PC,36,VND,"2,413,988",0,0,0,0,0,0,0,0,0,0
600002640,FF185-Fuel filter,ZSP,VN49,1100,7075,,PC,36,VND,"2,413,988",0,0,0,0,0,0,0,0,0,0
600002640,FF185-Fuel filter,ZSP,VNT0,1100,7075,,PC,1,VND,"67,055",0,0,0,0,0,0,0,0,0,0
600002641,FF202-Fuel filter,ZSP,VN49,1100,7075,,PC,49,VND,"11,208,490",0,0,0,0,0,0,0,0,0,0
600002641,FF202-Fuel filter,ZSP,VN49,1100,7075,,PC,204,VND,"46,663,917",0,0,0,0,0,0,0,0,0,0
600002641,FF202-Fuel filter,ZSP,VN49,1100,7075,,PC,600,VND,"137,246,815",0,0,0,0,0,0,0,0,0,0
600002641,FF202-Fuel filter,ZSP,VNT0,1100,7075,,PC,7,VND,"1,536,970",0,0,0,0,0,0,0,0,0,0
600002641,FF202-Fuel filter,ZSP,VNT0,1100,7075,,PC,7,VND,"1,536,970",0,0,0,0,0,0,0,0,0,0
600002641,FF202-Fuel filter,ZSP,VNT0,1100,7075,,PC,11,VND,"2,415,238",0,0,0,0,0,0,0,0,0,0
600002649,FF2203-Fuel filter,ZSP,VN49,1100,7075,,PC,18,VND,"6,596,599",0,0,0,0,0,0,0,0,0,0
600002649,FF2203-Fuel filter,ZSP,VNT0,1100,7075,,PC,3,VND,"1,070,846",0,0,0,0,0,0,0,0,0,0
600002666,FF5039-Fuel filter,ZSP,VN49,1100,7075,,PC,10,VND,"2,141,370",0,0,0,0,0,0,0,0,0,0
600002669,FF5052-Fuel filter,ZSP,VN49,1100,7075,,PC,12,VND,"918,136",0,0,0,0,0,0,0,0,0,0
600002678,FF5078-Fuel filter,ZSP,VN49,1100,7075,,PC,6,VND,"939,346",0,0,0,0,0,0,0,0,0,0
600002678,FF5078-Fuel filter,ZSP,VNT0,1100,7075,,PC,6,VND,"939,346",0,0,0,0,0,0,0,0,0,0
600002686,FF5114-Fuel filter,ZSP,VN49,1100,7075,,PC,10,VND,"814,870",0,0,0,0,0,0,0,0,0,0
600002686,FF5114-Fuel filter,ZSP,VN49,1100,7075,,PC,12,VND,"977,843",0,0,0,0,0,0,0,0,0,0
600002729,FS1000-Fulwtrsep,ZSP,VN49,1100,7075,,PC,26,VND,"5,600,895",0,0,0,0,0,0,0,0,0,0
600002729,FS1000-Fulwtrsep,ZSP,VNT0,1100,7075,,PC,32,VND,"6,671,547",0,0,0,0,0,0,0,0,0,0
600002729,FS1000-Fulwtrsep,ZSP,VNT0,1100,7075,,PC,36,VND,"7,505,490",0,0,0,0,0,0,0,0,0,0
600002729,FS1000-Fulwtrsep,ZSP,VNT0,1100,7075,,PC,18,VND,"3,752,745",0,0,0,0,0,0,0,0,0,0
600002730,FS1003-Fulwtrsep,ZSP,VNT0,1100,7075,,PC,4,VND,"2,243,021",0,0,0,0,0,0,0,0,0,0
600002731,FS1006-Fulwtrsep,ZSP,VN49,1100,7075,,PC,118,VND,"54,705,484",0,0,0,0,0,0,0,0,0,0
600002731,FS1006-Fulwtrsep,ZSP,VNT0,1100,7075,,PC,36,VND,"15,606,912",0,0,0,0,0,0,0,0,0,0
600002733,FS1009-Fulwtrsep,ZSP,VN49,1100,7075,,PC,12,VND,"3,569,062",0,0,0,0,0,0,0,0,0,0
600002733,FS1009-Fulwtrsep,ZSP,VNT0,1100,7075,,PC,8,VND,"2,340,035",0,0,0,0,0,0,0,0,0,0
600002735,FS1040-Fulwtrsep,ZSP,VN49,1100,7075,,PC,13,VND,"9,984,077",0,0,0,0,0,0,0,0,0,0
600002735,FS1040-Fulwtrsep,ZSP,VN49,1100,7075,,PC,12,VND,"9,216,072",0,0,0,0,0,0,0,0,0,0
600002735,FS1040-Fulwtrsep,ZSP,VNT0,1100,7075,,PC,12,VND,"8,238,319",0,0,0,0,0,0,0,0,0,0
600002735,FS1040-Fulwtrsep,ZSP,VNT0,1100,7075,,PC,6,VND,"4,119,160",0,0,0,0,0,0,0,0,0,0
600002735,FS1040-Fulwtrsep,ZSP,VNT0,1100,7075,,PC,2,VND,"1,373,053",0,0,0,0,0,0,0,0,0,0
600002735,FS1040-Fulwtrsep,ZSP,VNT0,1100,7075,,PC,6,VND,"4,119,160",0,0,0,0,0,0,0,0,0,0
600002735,FS1040-Fulwtrsep,ZSP,VNT0,1100,7075,,PC,12,VND,"8,238,319",0,0,0,0,0,0,0,0,0,0
600002735,FS1040-Fulwtrsep,ZSP,VNT0,1100,7075,,PC,12,VND,"8,238,319",0,0,0,0,0,0,0,0,0,0
600002735,FS1040-Fulwtrsep,ZSP,VNT0,1100,7075,,PC,18,VND,"12,357,479",0,0,0,0,0,0,0,0,0,0
600002739,FS1212-Fuel Filter,ZSP,VN49,1100,7075,,PC,41,VND,"6,505,197",0,0,0,0,0,0,0,0,0,0
600002739,FS1212-Fuel Filter,ZSP,VN49,1100,7075,,PC,96,VND,"15,231,681",0,0,0,0,0,0,0,0,0,0
600002739,FS1212-Fuel Filter,ZSP,VN49,1100,7075,,PC,4,VND,"634,653",0,0,0,0,0,0,0,0,0,0
600002739,FS1212-Fuel Filter,ZSP,VNT0,1100,7075,,PC,8,VND,"1,324,197",0,0,0,0,0,0,0,0,0,0
600002739,FS1212-Fuel Filter,ZSP,VNT0,1100,7075,,PC,41,VND,"6,786,507",0,0,0,0,0,0,0,0,0,0
600002740,FS1216-Fuel filter,ZSP,VN49,1100,7075,,PC,3,VND,"1,148,197",0,0,0,0,0,0,0,0,0,0
600002740,FS1216-Fuel filter,ZSP,VN49,1100,7075,,PC,6,VND,"2,296,393",0,0,0,0,0,0,0,0,0,0
600002740,FS1216-Fuel filter,ZSP,VNT0,1100,7075,,PC,1,VND,"382,732",0,0,0,0,0,0,0,0,0,0
600002740,FS1216-Fuel filter,ZSP,VNT0,1100,7075,,PC,5,VND,"1,913,661",0,0,0,0,0,0,0,0,0,0
600002742,FS1233 - Fulwtrsep,ZSP,VN49,1100,7075,,PC,3,VND,"1,234,372",0,0,0,0,0,0,0,0,0,0
600002748,FS1251-Fulwtrsep,ZSP,VN49,1100,7075,,PC,12,VND,"2,961,933",0,0,0,0,0,0,0,0,0,0
600002748,FS1251-Fulwtrsep,ZSP,VNT0,1100,7075,,PC,7,VND,"1,775,020",0,0,0,0,0,0,0,0,0,0
600002750,FS1280-Fulwtrsep,ZSP,VN49,1100,7075,,PC,1,VND,"142,645",0,0,0,0,0,0,0,0,0,0
600002774,FS19605-Fulwtrsep,ZSP,VNT0,1100,7075,,PC,4,VND,"784,286",0,0,0,0,0,0,0,0,0,0
600002777,FS19616-Fulwtrsep,ZSP,VNT0,1100,7075,,PC,2,VND,"980,885",0,0,0,0,0,0,0,0,0,0
600002777,FS19616-Fulwtrsep,ZSP,VNT0,1100,7075,,PC,12,VND,"5,885,309",0,0,0,0,0,0,0,0,0,0
600002781,FS20202-Fulwtrsep,ZSP,VN49,1100,7075,,PC,93,VND,"19,393,369",0,0,0,0,0,0,0,0,0,0
600002781,FS20202-Fulwtrsep,ZSP,VN49,1100,7075,,PC,12,VND,"2,502,370",0,0,0,0,0,0,0,0,0,0
600002781,FS20202-Fulwtrsep,ZSP,VNT0,1100,7075,,PC,4,VND,"818,646",0,0,0,0,0,0,0,0,0,0
600002781,FS20202-Fulwtrsep,ZSP,VNT0,1100,7075,,PC,1,VND,"204,661",0,0,0,0,0,0,0,0,0,0
600002795,HF28910-Hydfilter,ZSP,VNT0,1100,7075,,PC,9,VND,"9,323,751",0,0,0,0,0,0,0,0,0,0
600002795,HF28910-Hydfilter,ZSP,VNT0,1100,7075,,PC,50,VND,"51,798,619",0,0,0,0,0,0,0,0,0,0
600002799,HF28938-Hydraulic filter,ZSP,VNT0,1100,7075,,PC,31,VND,"14,358,901",0,0,0,0,0,0,0,0,0,0
600002799,HF28938-Hydraulic filter,ZSP,VNT0,1100,7075,,PC,3,VND,"1,389,571",0,0,0,0,0,0,0,0,0,0
600002813,HF35255-Hydfilter,ZSP,VNT0,1100,7075,,PC,36,VND,"4,725,300",0,0,0,0,0,0,0,0,0,0
600002813,HF35255-Hydfilter,ZSP,VNT0,1100,7075,,PC,30,VND,"3,937,750",0,0,0,0,0,0,0,0,0,0
600002813,HF35255-Hydfilter,ZSP,VNT0,1100,7075,,PC,30,VND,"3,937,750",0,0,0,0,0,0,0,0,0,0
600002813,HF35255-Hydfilter,ZSP,VNT0,1100,7075,,PC,30,VND,"3,937,750",0,0,0,0,0,0,0,0,0,0
600002813,HF35255-Hydfilter,ZSP,VNT0,1100,7075,,PC,30,VND,"3,937,750",0,0,0,0,0,0,0,0,0,0
600002819,HF6097-Hydfilter,ZSP,VNT0,1100,7075,,PC,6,VND,"1,122,954",0,0,0,0,0,0,0,0,0,0
600002836,HF6202-Hydraulic filter,ZSP,VNT0,1100,7075,,PC,6,VND,"1,554,049",0,0,0,0,0,0,0,0,0,0
600002841,HF6243-Hydfilter,ZSP,VN49,1100,7075,,PC,3,VND,"749,929",0,0,0,0,0,0,0,0,0,0
600002844,HF6305-Hydraulic filter,ZSP,VN49,1100,7075,,PC,6,VND,"2,514,090",0,0,0,0,0,0,0,0,0,0
600002844,HF6305-Hydraulic filter,ZSP,VNT0,1100,7075,,PC,6,VND,"2,163,632",0,0,0,0,0,0,0,0,0,0
600002853,HF6319-Hydfilter,ZSP,VNT0,1100,7075,,PC,33,VND,"14,582,618",0,0,0,0,0,0,0,0,0,0
600002853,HF6319-Hydfilter,ZSP,VNT0,1100,7075,,PC,52,VND,"22,978,671",0,0,0,0,0,0,0,0,0,0
600002853,HF6319-Hydfilter,ZSP,VNT0,1100,7075,,PC,38,VND,"16,792,106",0,0,0,0,0,0,0,0,0,0
600002863,HF6376-Hydfilter,ZSP,VNT0,1100,7075,,PC,2,VND,"670,989",0,0,0,0,0,0,0,0,0,0
600002874,HF6565-Hydfilter,ZSP,VNT0,1100,7075,,PC,12,VND,"5,214,365",0,0,0,0,0,0,0,0,0,0
600002874,HF6565-Hydfilter,ZSP,VNT0,1100,7075,,PC,8,VND,"3,476,243",0,0,0,0,0,0,0,0,0,0
600002874,HF6565-Hydfilter,ZSP,VNT0,1100,7075,,PC,44,VND,"19,119,339",0,0,0,0,0,0,0,0,0,0
600002874,HF6565-Hydfilter,ZSP,VNT0,1100,7075,,PC,1,VND,"434,530",0,0,0,0,0,0,0,0,0,0
600002874,HF6565-Hydfilter,ZSP,VNT0,1100,7075,,PC,6,VND,"2,607,183",0,0,0,0,0,0,0,0,0,0
600002874,HF6565-Hydfilter,ZSP,VNT0,1100,7075,,PC,6,VND,"2,607,183",0,0,0,0,0,0,0,0,0,0
600002882,HF6710-Hydfilter,ZSP,VNT0,1100,7075,,PC,24,VND,"3,945,893",0,0,0,0,0,0,0,0,0,0
600002882,HF6710-Hydfilter,ZSP,VNT0,1100,7075,,PC,54,VND,"8,878,258",0,0,0,0,0,0,0,0,0,0
600002890,HF7070-Hydraulic filter,ZSP,VNT0,1100,7075,,PC,22,VND,"12,780,806",0,0,0,0,0,0,0,0,0,0
600002890,HF7070-Hydraulic filter,ZSP,VNT0,1100,7075,,PC,30,VND,"17,428,372",0,0,0,0,0,0,0,0,0,0
600002890,HF7070-Hydraulic filter,ZSP,VNT0,1100,7075,,PC,5,VND,"2,904,729",0,0,0,0,0,0,0,0,0,0
600002893,HF7553-Hydraulic filter,ZSP,VNT0,1100,7075,,PC,7,VND,"4,742,188",0,0,0,0,0,0,0,0,0,0
600002899,HF7935-Hydfilter,ZSP,VNT0,1100,7075,,PC,13,VND,"8,498,251",0,0,0,0,0,0,0,0,0,0
600002907,LF16011-Lubefilter,ZSP,VN49,1100,7075,,PC,8,VND,"1,093,562",0,0,0,0,0,0,0,0,0,0
600002907,LF16011-Lubefilter,ZSP,VN49,1100,7075,,PC,12,VND,"1,640,344",0,0,0,0,0,0,0,0,0,0
600002907,LF16011-Lubefilter,ZSP,VNT0,1100,7075,,PC,1,VND,"125,855",0,0,0,0,0,0,0,0,0,0
600002909,LF3000-Lube filter,ZSP,VN49,1100,7075,,PC,7,VND,"2,375,194",0,0,0,0,0,0,0,0,0,0
600002909,LF3000-Lube filter,ZSP,VNT0,1100,7075,,PC,31,VND,"10,258,616",0,0,0,0,0,0,0,0,0,0
600002918,LF3325-Lube filter,ZSP,VN49,1100,7075,,PC,13,VND,"2,319,690",0,0,0,0,0,0,0,0,0,0
600002918,LF3325-Lube filter,ZSP,VN49,1100,7075,,PC,12,VND,"2,141,253",0,0,0,0,0,0,0,0,0,0
600002918,LF3325-Lube filter,ZSP,VN49,1100,7075,,PC,150,VND,"26,765,659",0,0,0,0,0,0,0,0,0,0
600002918,LF3325-Lube filter,ZSP,VNT0,1100,7075,,PC,130,VND,"20,606,589",0,0,0,0,0,0,0,0,0,0
600002918,LF3325-Lube filter,ZSP,VNT0,1100,7075,,PC,30,VND,"4,755,367",0,0,0,0,0,0,0,0,0,0
600002918,LF3325-Lube filter,ZSP,VNT0,1100,7075,,PC,6,VND,"951,073",0,0,0,0,0,0,0,0,0,0
600002918,LF3325-Lube filter,ZSP,VNT0,1100,7075,,PC,47,VND,"7,450,074",0,0,0,0,0,0,0,0,0,0
600002924,LF3341-Lube filter,ZSP,VNT0,1100,7075,,PC,1,VND,"72,044",0,0,0,0,0,0,0,0,0,0
600002926,LF3345-Lube filter,ZSP,VN49,1100,7075,,PC,1,VND,"64,033",0,0,0,0,0,0,0,0,0,0
600002926,LF3345-Lube filter,ZSP,VNT0,1100,7075,,PC,3,VND,"192,100",0,0,0,0,0,0,0,0,0,0
600002927,LF3346-Lube filter,ZSP,VN49,1100,7075,,PC,11,VND,"2,401,722",0,0,0,0,0,0,0,0,0,0
600002930,LF3349-Lube filter,ZSP,VN49,1100,7075,,PC,4,VND,"315,433",0,0,0,0,0,0,0,0,0,0
600002930,LF3349-Lube filter,ZSP,VNT0,1100,7075,,PC,3,VND,"223,515",0,0,0,0,0,0,0,0,0,0
600002930,LF3349-Lube filter,ZSP,VNT0,1100,7075,,PC,12,VND,"894,060",0,0,0,0,0,0,0,0,0,0
600002930,LF3349-Lube filter,ZSP,VNT0,1100,7075,,PC,6,VND,"447,030",0,0,0,0,0,0,0,0,0,0
600002934,LF3363-Lube filter,ZSP,VNT0,1100,7075,,PC,2,VND,"504,700",0,0,0,0,0,0,0,0,0,0
600002968,LF3478-Lube filter,ZSP,VNT0,1100,7075,,PC,5,VND,"979,156",0,0,0,0,0,0,0,0,0,0
600002968,LF3478-Lube filter,ZSP,VNT0,1100,7075,,PC,6,VND,"1,174,987",0,0,0,0,0,0,0,0,0,0
600002995,LF3620-Lube filter,ZSP,VN49,1100,7075,,PC,4,VND,"890,618",0,0,0,0,0,0,0,0,0,0
