Material,Material Description,Material type,Plant,Storage location,Material Group,DF stor. loc. level,Base Unit of Measure,Unrestricted,Currency,Value Unrestricted,Transit and Transfer,Val. in Trans./Tfr,Quality Inspection,Value in QualInsp.,Restricted-Use Stock,Value Restricted,Blocked,Value BlockedStock,Returns,Value Rets Blocked
600001401,"3800558-Set, lower gasket",ZSP,VN49,1100,7063,,PC,2,VND,"9,937,678",0,0,0,0,0,0,0,0,0,0
600001405,3800637-Valve Exhaust,ZSP,VN49,1100,7063,,PC,6,VND,"4,043,080",0,0,0,0,0,0,0,0,0,0
600001405,3800637-Valve Exhaust,ZSP,VN49,1100,7063,,PC,24,VND,"16,172,322",0,0,0,0,0,0,0,0,0,0
600001405,3800637-Valve Exhaust,ZSP,VNT0,1100,7063,,PC,6,VND,"3,976,278",0,0,0,0,0,0,0,0,0,0
600001405,3800637-Valve Exhaust,ZSP,VNT0,1100,7063,,PC,6,VND,"3,976,278",0,0,0,0,0,0,0,0,0,0
600001405,3800637-Valve Exhaust,ZSP,VNT0,1100,7063,,PC,12,VND,"7,952,555",0,0,0,0,0,0,0,0,0,0
600001405,3800637-Valve Exhaust,ZSP,VNT0,1100,7063,,PC,12,VND,"7,952,555",0,0,0,0,0,0,0,0,0,0
600001418,3800855-Camshaft,ZSP,VN49,1100,7063,,PC,5,VND,"80,997,341",0,0,0,0,0,0,0,0,0,0
600001423,"3800969-Kit, seal",ZSP,VN49,1100,7063,,PC,1,VND,"2,548,663",0,0,0,0,0,0,0,0,0,0
600001423,"3800969-Kit, seal",ZSP,VNT0,1100,7063,,PC,2,VND,"4,843,601",0,0,0,0,0,0,0,0,0,0
600001423,"3800969-Kit, seal",ZSP,VNT0,1100,7063,,PC,1,VND,"2,421,801",0,0,0,0,0,0,0,0,0,0
600001423,"3800969-Kit, seal",ZSP,VNT0,1100,7063,,PC,1,VND,"2,421,801",0,0,0,0,0,0,0,0,0,0
600001430,"3801260-Set, main bearing",ZSP,VNT0,1100,7063,,PC,20,VND,"26,064,030",0,0,0,0,0,0,0,0,0,0
600001443,3801697-Turbo HC5A,ZSP,VN49,1100,7063,,PC,10,VND,"158,051,339",0,0,0,0,0,0,0,0,0,0
600001443,3801697-Turbo HC5A,ZSP,VN49,1100,7063,,PC,2,VND,"31,610,268",0,0,0,0,0,0,0,0,0,0
600001453,"3801826-Kit, Liner",ZSP,VN49,1100,7063,,PC,164,VND,"126,945,596",0,0,0,0,0,0,0,0,0,0
600001453,"3801826-Kit, Liner",ZSP,VN49,1100,7063,,PC,2,VND,"1,548,117",0,0,0,0,0,0,0,0,0,0
600001453,"3801826-Kit, Liner",ZSP,VN49,1100,7063,,PC,6,VND,"4,644,351",0,0,0,0,0,0,0,0,0,0
600001453,"3801826-Kit, Liner",ZSP,VN49,1100,7063,,PC,24,VND,"18,577,404",0,0,0,0,0,0,0,0,0,0
600001453,"3801826-Kit, Liner",ZSP,VN49,1100,7063,,PC,160,VND,"123,849,362",0,0,0,0,0,0,0,0,0,0
600001464,"3802085-Valve, exhaust",ZSP,VN49,1100,7063,,PC,36,VND,"14,689,277",0,0,0,0,0,0,0,0,0,0
600001468,"3802100-Kit, engine piston",ZSP,VN49,1100,7063,,PC,6,VND,"20,287,185",0,0,0,0,0,0,0,0,0,0
600001468,"3802100-Kit, engine piston",ZSP,VN49,1100,7063,,PC,12,VND,"40,574,371",0,0,0,0,0,0,0,0,0,0
600001489,"3802355-Valve, Intake",ZSP,VN49,1100,7063,,PC,12,VND,"4,076,768",0,0,0,0,0,0,0,0,0,0
600001489,"3802355-Valve, Intake",ZSP,VNT0,1100,7063,,PC,24,VND,"8,012,966",0,0,0,0,0,0,0,0,0,0
600001490,"3802356-Valve, exhaust",ZSP,VN49,1100,7063,,PC,12,VND,"2,133,176",0,0,0,0,0,0,0,0,0,0
600001490,"3802356-Valve, exhaust",ZSP,VN49,1100,7063,,PC,12,VND,"2,133,176",0,0,0,0,0,0,0,0,0,0
600001490,"3802356-Valve, exhaust",ZSP,VNT0,1100,7063,,PC,12,VND,"2,133,741",0,0,0,0,0,0,0,0,0,0
600001492,3802376-lower gasket,ZSP,VN49,1100,7063,,PC,1,VND,"3,029,471",0,0,0,0,0,0,0,0,0,0
600001492,3802376-lower gasket,ZSP,VN49,1100,7063,,PC,3,VND,"9,088,412",0,0,0,0,0,0,0,0,0,0
600001492,3802376-lower gasket,ZSP,VN49,1100,7063,,PC,2,VND,"6,058,941",0,0,0,0,0,0,0,0,0,0
600001493,"3802397-Kit, engine piston",ZSP,VN49,1100,7063,,PC,13,VND,"35,967,744",0,0,0,0,0,0,0,0,0,0
600001493,"3802397-Kit, engine piston",ZSP,VN49,1100,7063,,PC,5,VND,"13,833,748",0,0,0,0,0,0,0,0,0,0
600001497,3802407-Kit Liner (3919937),ZSP,VN49,1100,7063,,PC,18,VND,"38,761,475",0,0,0,0,0,0,0,0,0,0
600001498,"3802421-Set, Piston ring",ZSP,VN49,1100,7063,,PC,10,VND,"4,371,419",0,0,0,0,0,0,0,0,0,0
600001498,"3802421-Set, Piston ring",ZSP,VN49,1100,7063,,PC,4,VND,"1,748,568",0,0,0,0,0,0,0,0,0,0
600001498,"3802421-Set, Piston ring",ZSP,VNT0,1100,7063,,PC,12,VND,"5,214,070",0,0,0,0,0,0,0,0,0,0
600001498,"3802421-Set, Piston ring",ZSP,VNT0,1100,7063,,PC,8,VND,"3,476,046",0,0,0,0,0,0,0,0,0,0
600001500,"3802463-Valve, intake",ZSP,VN49,1100,7063,,PC,36,VND,"11,758,170",0,0,0,0,0,0,0,0,0,0
600001516,3802753-Injector,ZSP,VN49,1100,7063,,PC,12,VND,"36,097,848",0,0,0,0,0,0,0,0,0,0
600001520,"3802820-Kit, seal",ZSP,VN49,1100,7063,,PC,2,VND,"3,793,360",0,0,0,0,0,0,0,0,0,0
600001520,"3802820-Kit, seal",ZSP,VN49,1100,7063,,PC,3,VND,"5,690,039",0,0,0,0,0,0,0,0,0,0
600001520,"3802820-Kit, seal",ZSP,VNT0,1100,7063,,PC,3,VND,"5,690,039",0,0,0,0,0,0,0,0,0,0
600001537,"3803257-Kit, tur repair",ZSP,VN49,1100,7063,,PC,4,VND,"18,211,746",0,0,0,0,0,0,0,0,0,0
600001550,"3803512-Valve, intake",ZSP,VN49,1100,7063,,PC,88,VND,"14,808,500",0,0,0,0,0,0,0,0,0,0
600001550,"3803512-Valve, intake",ZSP,VN49,1100,7063,,PC,80,VND,"13,462,273",0,0,0,0,0,0,0,0,0,0
600001551,"3803515-Valve, intake",ZSP,VN49,1100,7063,,PC,60,VND,"22,064,188",0,0,0,0,0,0,0,0,0,0
600001551,"3803515-Valve, intake",ZSP,VN49,1100,7063,,PC,85,VND,"31,257,600",0,0,0,0,0,0,0,0,0,0
600001551,"3803515-Valve, intake",ZSP,VN49,1100,7063,,PC,66,VND,"24,270,607",0,0,0,0,0,0,0,0,0,0
600001551,"3803515-Valve, intake",ZSP,VN49,1100,7063,,PC,89,VND,"32,728,546",0,0,0,0,0,0,0,0,0,0
600001552,"3803518-Valve, intake",ZSP,VN49,1100,7063,,PC,288,VND,"119,395,565",0,0,0,0,0,0,0,0,0,0
600001553,"3803519-Valve, exhaust",ZSP,VN49,1100,7063,,PC,168,VND,"33,563,548",0,0,0,0,0,0,0,0,0,0
600001555,"3803528-Valve, exhaust",ZSP,VN49,1100,7063,,PC,16,VND,"11,043,921",0,0,0,0,0,0,0,0,0,0
600001555,"3803528-Valve, exhaust",ZSP,VN49,1100,7063,,PC,228,VND,"157,375,868",0,0,0,0,0,0,0,0,0,0
600001555,"3803528-Valve, exhaust",ZSP,VN49,1100,7063,,PC,6,VND,"4,141,470",0,0,0,0,0,0,0,0,0,0
600001556,"3803529-Valve, exhaust",ZSP,VN49,1100,7063,,PC,60,VND,"23,597,705",0,0,0,0,0,0,0,0,0,0
600001556,"3803529-Valve, exhaust",ZSP,VN49,1100,7063,,PC,60,VND,"23,597,705",0,0,0,0,0,0,0,0,0,0
600001556,"3803529-Valve, exhaust",ZSP,VN49,1100,7063,,PC,30,VND,"11,798,852",0,0,0,0,0,0,0,0,0,0
600001556,"3803529-Valve, exhaust",ZSP,VN49,1100,7063,,PC,210,VND,"82,591,968",0,0,0,0,0,0,0,0,0,0
600001564,"3803615-Kit, seal",ZSP,VN49,1100,7063,,PC,1,VND,"528,782",0,0,0,0,0,0,0,0,0,0
600001564,"3803615-Kit, seal",ZSP,VN49,1100,7063,,PC,1,VND,"528,782",0,0,0,0,0,0,0,0,0,0
600001564,"3803615-Kit, seal",ZSP,VN49,1100,7063,,PC,2,VND,"1,057,565",0,0,0,0,0,0,0,0,0,0
600001565,"3803697-Set, Upper Engine Gasket",ZSP,VN49,1100,7063,,PC,1,VND,"19,468,452",0,0,0,0,0,0,0,0,0,0
600001567,"3803703-Kit, liner L10",ZSP,VN49,1100,7063,,PC,4,VND,"8,991,638",0,0,0,0,0,0,0,0,0,0
600001567,"3803703-Kit, liner L10",ZSP,VN49,1100,7063,,PC,24,VND,"53,949,826",0,0,0,0,0,0,0,0,0,0
600001567,"3803703-Kit, liner L10",ZSP,VNT0,1100,7063,,PC,4,VND,"15,224,531",0,0,0,0,0,0,0,0,0,0
600001567,"3803703-Kit, liner L10",ZSP,VNT0,1100,7063,,PC,6,VND,"22,836,796",0,0,0,0,0,0,0,0,0,0
600001567,"3803703-Kit, liner L10",ZSP,VNT0,1100,7063,,PC,2,VND,"7,612,265",0,0,0,0,0,0,0,0,0,0
600001582,3803965-Kit Engine Piston,ZSP,VN49,1100,7063,,PC,1,VND,"2,033,377",0,0,0,0,0,0,0,0,0,0
600001583,"3803977-Set, piston ring",ZSP,VN49,1100,7063,,PC,30,VND,"46,006,467",0,0,0,0,0,0,0,0,0,0
600001583,"3803977-Set, piston ring",ZSP,VNT0,1100,7063,,PC,1,VND,"1,485,116",0,0,0,0,0,0,0,0,0,0
600001583,"3803977-Set, piston ring",ZSP,VNT0,1100,7063,,PC,18,VND,"26,732,095",0,0,0,0,0,0,0,0,0,0
600001607,"3804700-Kit, STC tappet",ZSP,VN49,1100,7063,,PC,12,VND,"2,931,301",0,0,0,0,0,0,0,0,0,0
600001667,"3870890-Seal, Oil Filter",ZSP,VN49,1100,7063,,PC,5,VND,"3,516,732",0,0,0,0,0,0,0,0,0,0
600001678,"3895860-Spring, valve",ZSP,VNT0,1100,7063,,PC,36,VND,"7,162,616",0,0,0,0,0,0,0,0,0,0
600001683,"3897337-Kit, water pump repair",ZSP,VN49,1100,7063,,PC,9,VND,"22,281,421",0,0,0,0,0,0,0,0,0,0
600001683,"3897337-Kit, water pump repair",ZSP,VNT0,1100,7063,,PC,1,VND,"2,502,180",0,0,0,0,0,0,0,0,0,0
600001692,"3900808-Seal, injector",ZSP,VNT0,1100,7063,,PC,4,VND,"279,995",0,0,0,0,0,0,0,0,0,0
600001703,3901356-Gasket,ZSP,VN49,1100,7063,,PC,1,VND,"75,204",0,0,0,0,0,0,0,0,0,0
600001713,3902114-Screw Hexagon,ZSP,VN49,1100,7063,,PC,1,VND,"2,487",0,0,0,0,0,0,0,0,0,0
600001725,3904105-Insert Valve,ZSP,VN49,1100,7063,,PC,2,VND,"297,370",0,0,0,0,0,0,0,0,0,0
600001726,"3904166-Sleeve, salvage",ZSP,VN49,,7063,,PC,0,VND,0,6,"4,009,462",0,0,0,0,0,0,0,0
600001726,"3904166-Sleeve, salvage",ZSP,VN49,1100,7063,,PC,5,VND,"3,341,218",0,0,0,0,0,0,0,0,0,0
600001726,"3904166-Sleeve, salvage",ZSP,VN49,1100,7063,,PC,15,VND,"10,023,655",0,0,0,0,0,0,0,0,0,0
600001726,"3904166-Sleeve, salvage",ZSP,VN49,1100,7063,,PC,27,VND,"18,042,579",0,0,0,0,0,0,0,0,0,0
600001726,"3904166-Sleeve, salvage",ZSP,VNT0,1100,7063,,PC,24,VND,"15,953,844",0,0,0,0,0,0,0,0,0,0
600001728,"3904409-Guide, valve stem",ZSP,VN49,1100,7063,,PC,2,VND,"627,888",0,0,0,0,0,0,0,0,0,0
600001773,3905449-Gasket Valve Cover,ZSP,VN49,1100,7063,,PC,2,VND,"615,598",0,0,0,0,0,0,0,0,0,0
600001779,3906659-Seal Injector,ZSP,VNT0,1100,7063,,PC,8,VND,"378,726",0,0,0,0,0,0,0,0,0,0
600001786,3906854-Insert Valve,ZSP,VN49,1100,7063,,PC,2,VND,"325,901",0,0,0,0,0,0,0,0,0,0
600001786,3906854-Insert Valve,ZSP,VN49,1100,7063,,PC,4,VND,"651,801",0,0,0,0,0,0,0,0,0,0
600001799,3909356-Seal Rectangular,ZSP,VNT0,1100,7063,,PC,2,VND,"54,759",0,0,0,0,0,0,0,0,0,0
600001800,"3909548-Hose, flexible",ZSP,VN49,1100,7063,,PC,3,VND,"3,015,439",0,0,0,0,0,0,0,0,0,0
600001810,3910810-Lever Rocker,ZSP,VN49,1100,7063,,PC,18,VND,"20,475,952",0,0,0,0,0,0,0,0,0,0
600001811,3910811-Lever Rocker,ZSP,VN49,1100,7063,,PC,18,VND,"19,918,120",0,0,0,0,0,0,0,0,0,0
600001821,3912019-Pump Seawater,ZSP,VN49,1100,7063,,PC,1,VND,"13,537,414",0,0,0,0,0,0,0,0,0,0
600001821,3912019-Pump Seawater,ZSP,VN49,1100,7063,,PC,1,VND,"13,537,414",0,0,0,0,0,0,0,0,0,0
600001830,3913628 - Transducer,ZSP,VN49,1100,7063,,PC,1,VND,"1,039,437",0,0,0,0,0,0,0,0,0,0
600001830,3913628 - Transducer,ZSP,VNT0,1100,7063,,PC,0,VND,0,0,0,8,"8,486,344",0,0,0,0,0,0
600001853,3917123-Tranducer,ZSP,VN49,1100,7063,,PC,1,VND,"2,535,001",0,0,0,0,0,0,0,0,0,0
600001853,3917123-Tranducer,ZSP,VN49,1100,7063,,PC,1,VND,"2,535,001",0,0,0,0,0,0,0,0,0,0
600001858,3918174-Gasket oil cooler,ZSP,VNT0,1100,7063,,PC,3,VND,"795,738",0,0,0,0,0,0,0,0,0,0
600001883,3920779-Screw,ZSP,VN49,1100,7063,,PC,90,VND,"9,108,352",0,0,0,0,0,0,0,0,0,0
600001883,3920779-Screw,ZSP,VN49,1100,7063,,PC,144,VND,"14,573,363",0,0,0,0,0,0,0,0,0,0
600001884,3920780-Screw,ZSP,VN49,1100,7063,,PC,30,VND,"3,713,913",0,0,0,0,0,0,0,0,0,0
600001893,"3921640-Seal, valve stem",ZSP,VNT0,1100,7063,,PC,4,VND,"395,712",0,0,0,0,0,0,0,0,0,0
600001897,3922488-Support Rocker Lever,ZSP,VN49,1100,7063,,PC,18,VND,"21,829,880",0,0,0,0,0,0,0,0,0,0
600001897,3922488-Support Rocker Lever,ZSP,VN49,1100,7063,,PC,18,VND,"21,829,880",0,0,0,0,0,0,0,0,0,0
600001900,3923331-Gasket THM Housing,ZSP,VN49,1100,7063,,PC,4,VND,"419,250",0,0,0,0,0,0,0,0,0,0
600001903,3924582-Insert Valve,ZSP,VN49,1100,7063,,PC,30,VND,"7,309,623",0,0,0,0,0,0,0,0,0,0
600001913,"3925863-Guide, valve stem",ZSP,VN49,1100,7063,,PC,12,VND,"4,386,709",0,0,0,0,0,0,0,0,0,0
600001925,3927154-Gasket Exhausted Mani,ZSP,VN49,1100,7063,,PC,34,VND,"3,548,792",0,0,0,0,0,0,0,0,0,0
600001926,"3927642-Seal, valve Stem (3919038)",ZSP,VN49,1100,7063,,PC,12,VND,"1,436,876",0,0,0,0,0,0,0,0,0,0
600001926,"3927642-Seal, valve Stem (3919038)",ZSP,VNT0,1100,7063,,PC,6,VND,"892,650",0,0,0,0,0,0,0,0,0,0
600001931,3928174-Insert Valve,ZSP,VN49,1100,7063,,PC,6,VND,"1,558,596",0,0,0,0,0,0,0,0,0,0
600001936,3928639-Thermostat,ZSP,VN49,1100,7063,,PC,1,VND,"633,659",0,0,0,0,0,0,0,0,0,0
600001937,3928759-Seal Cromet,ZSP,VN49,1100,7063,,PC,16,VND,"926,303",0,0,0,0,0,0,0,0,0,0
600001939,"3929005-Insert, valve",ZSP,VN49,1100,7063,,PC,36,VND,"12,973,121",0,0,0,0,0,0,0,0,0,0
600001951,"3931623-Tappet, valve",ZSP,VN49,1100,7063,,PC,44,VND,"12,204,016",0,0,0,0,0,0,0,0,0,0
600001951,"3931623-Tappet, valve",ZSP,VNT0,1100,7063,,PC,6,VND,"1,646,619",0,0,0,0,0,0,0,0,0,0
600001951,"3931623-Tappet, valve",ZSP,VNT0,1100,7063,,PC,8,VND,"2,195,492",0,0,0,0,0,0,0,0,0,0
600001954,"3934046-Pin, piston (3901597)",ZSP,VN49,1100,7063,,PC,18,VND,"9,736,419",0,0,0,0,0,0,0,0,0,0
600001956,"3934048-Pin, piston",ZSP,VN49,1100,7063,,PC,6,VND,"3,129,119",0,0,0,0,0,0,0,0,0,0
600001956,"3934048-Pin, piston",ZSP,VN49,1100,7063,,PC,12,VND,"6,258,238",0,0,0,0,0,0,0,0,0,0
600001956,"3934048-Pin, piston",ZSP,VNT0,1100,7063,,PC,1,VND,"517,683",0,0,0,0,0,0,0,0,0,0
600001972,3936365-Valve Pressure Relie,ZSP,VN49,1100,7063,,PC,20,VND,"1,215,126",0,0,0,0,0,0,0,0,0,0
600001978,"3937214-Nozzle, piston cooling",ZSP,VN49,1100,7063,,PC,18,VND,"2,293,307",0,0,0,0,0,0,0,0,0,0
600001985,3938156-Gasket Gear Housing,ZSP,VN49,1100,7063,,PC,3,VND,"1,292,013",0,0,0,0,0,0,0,0,0,0
600001993,3939258-Gasket Cover Plate,ZSP,VN49,1100,7063,,PC,1,VND,"67,800",0,0,0,0,0,0,0,0,0,0
600001993,3939258-Gasket Cover Plate,ZSP,VN49,1100,7063,,PC,10,VND,"677,998",0,0,0,0,0,0,0,0,0,0
600002006,3942748-Rocker Lever intake,ZSP,VN49,1100,7063,,PC,6,VND,"7,154,732",0,0,0,0,0,0,0,0,0,0
600002006,3942748-Rocker Lever intake,ZSP,VN49,1100,7063,,PC,6,VND,"7,154,732",0,0,0,0,0,0,0,0,0,0
600002007,3942749-Rocker Lever exh,ZSP,VN49,1100,7063,,PC,6,VND,"7,565,371",0,0,0,0,0,0,0,0,0,0
600002007,3942749-Rocker Lever exh,ZSP,VN49,1100,7063,,PC,6,VND,"7,565,371",0,0,0,0,0,0,0,0,0,0
600002017,3945917-Set main Bearing,ZSP,VN49,1100,7063,,PC,2,VND,"4,087,577",0,0,0,0,0,0,0,0,0,0
600002017,3945917-Set main Bearing,ZSP,VN49,1100,7063,,PC,3,VND,"6,131,366",0,0,0,0,0,0,0,0,0,0
600002023,3950661-Bearing Con. Rod,ZSP,VN49,1100,7063,,PC,24,VND,"3,395,947",0,0,0,0,0,0,0,0,0,0
600002023,3950661-Bearing Con. Rod,ZSP,VN49,1100,7063,,PC,24,VND,"3,395,947",0,0,0,0,0,0,0,0,0,0
600002023,3950661-Bearing Con. Rod,ZSP,VN49,1100,7063,,PC,24,VND,"3,395,947",0,0,0,0,0,0,0,0,0,0
600002023,3950661-Bearing Con. Rod,ZSP,VN49,1100,7063,,PC,6,VND,"848,987",0,0,0,0,0,0,0,0,0,0
600002023,3950661-Bearing Con. Rod,ZSP,VNT0,1100,7063,,PC,5,VND,"666,754",0,0,0,0,0,0,0,0,0,0
600002024,3957544-Core After Cooler,ZSP,VN49,1100,7063,,PC,3,VND,"13,624,779",0,0,0,0,0,0,0,0,0,0
600002024,3957544-Core After Cooler,ZSP,VN49,1100,7063,,PC,3,VND,"13,624,779",0,0,0,0,0,0,0,0,0,0
600002032,"3957912 - SEAL, VALSE STEM",ZSP,VN49,1100,7063,,PC,12,VND,"1,079,029",0,0,0,0,0,0,0,0,0,0
600002051,3970404-Hose Plain,ZSP,VN49,1100,7063,,PC,2,VND,"475,521",0,0,0,0,0,0,0,0,0,0
600002069,"4003950-Pump, Lubrication",ZSP,VN49,1100,7063,,PC,1,VND,"14,963,878",0,0,0,0,0,0,0,0,0,0
600002069,"4003950-Pump, Lubrication",ZSP,VNT0,1100,7063,,PC,2,VND,"29,570,160",0,0,0,0,0,0,0,0,0,0
600002070,4003966 - Seal Valve Stem,ZSP,VN49,1100,7063,,PC,24,VND,"1,228,669",0,0,0,0,0,0,0,0,0,0
600002070,4003966 - Seal Valve Stem,ZSP,VN49,1100,7063,,PC,24,VND,"1,228,669",0,0,0,0,0,0,0,0,0,0
600002070,4003966 - Seal Valve Stem,ZSP,VN49,1100,7063,,PC,48,VND,"2,457,338",0,0,0,0,0,0,0,0,0,0
600002070,4003966 - Seal Valve Stem,ZSP,VNT0,1100,7063,,PC,22,VND,"1,081,751",0,0,0,0,0,0,0,0,0,0
600002070,4003966 - Seal Valve Stem,ZSP,VNT0,1100,7063,,PC,24,VND,"1,180,092",0,0,0,0,0,0,0,0,0,0
600002076,4009248-Pin Cam Follower,ZSP,VN49,1100,7063,,PC,60,VND,"6,981,055",0,0,0,0,0,0,0,0,0,0
600002076,4009248-Pin Cam Follower,ZSP,VN49,1100,7063,,PC,60,VND,"6,981,055",0,0,0,0,0,0,0,0,0,0
600002076,4009248-Pin Cam Follower,ZSP,VN49,1100,7063,,PC,120,VND,"13,962,110",0,0,0,0,0,0,0,0,0,0
600002087,"4024808-Kit, fuel solenoid",ZSP,VN49,1100,7063,,PC,1,VND,"1,480,862",0,0,0,0,0,0,0,0,0,0
600002088,"4024809-Kit, fuel solenoid",ZSP,VN49,1100,7063,,PC,14,VND,"13,210,249",0,0,0,0,0,0,0,0,0,0
600002092,4024919-Set upper gasket,ZSP,VN49,1100,7063,,PC,1,VND,"4,192,203",0,0,0,0,0,0,0,0,0,0
600002098,4025120-Set main bearing,ZSP,VN49,1100,7063,,PC,2,VND,"8,458,757",0,0,0,0,0,0,0,0,0,0
600002098,4025120-Set main bearing,ZSP,VN49,1100,7063,,PC,1,VND,"4,229,378",0,0,0,0,0,0,0,0,0,0
600002098,4025120-Set main bearing,ZSP,VNT0,1100,7063,,PC,1,VND,"4,127,582",0,0,0,0,0,0,0,0,0,0
600002098,4025120-Set main bearing,ZSP,VNT0,1100,7063,,PC,1,VND,"4,127,582",0,0,0,0,0,0,0,0,0,0
600002125,4068287-Gasket Cylinder Head,ZSP,VNT0,1100,7063,,PC,3,VND,"2,980,452",0,0,0,0,0,0,0,0,0,0
600002125,4068287-Gasket Cylinder Head,ZSP,VNT0,1100,7063,,PC,3,VND,"2,980,452",0,0,0,0,0,0,0,0,0,0
600002154,4089405 - Rod bearing set,ZSP,VN49,1100,7063,,PC,18,VND,"7,797,348",0,0,0,0,0,0,0,0,0,0
600002154,4089405 - Rod bearing set,ZSP,VNT0,1100,7063,,PC,18,VND,"10,864,858",0,0,0,0,0,0,0,0,0,0
600002154,4089405 - Rod bearing set,ZSP,VNT0,1100,7063,,PC,60,VND,"36,216,192",0,0,0,0,0,0,0,0,0,0
600002156,"4089478-Set, Upper Engine gasket",ZSP,VNT0,1100,7063,,PC,5,VND,"26,171,188",0,0,0,0,0,0,0,0,0,0
600002158,4089489-Piston Ring,ZSP,VN49,1100,7063,,PC,1,VND,"1,016,967",0,0,0,0,0,0,0,0,0,0
600002158,4089489-Piston Ring,ZSP,VN49,1100,7063,,PC,33,VND,"33,559,915",0,0,0,0,0,0,0,0,0,0
600002158,4089489-Piston Ring,ZSP,VNT0,1100,7063,,PC,1,VND,"1,417,044",0,0,0,0,0,0,0,0,0,0
600002161,"4089542-Kit, Seal",ZSP,VN49,1100,7063,,PC,2,VND,"3,549,875",0,0,0,0,0,0,0,0,0,0
600002161,"4089542-Kit, Seal",ZSP,VNT0,1100,7063,,PC,1,VND,"1,738,988",0,0,0,0,0,0,0,0,0,0
600002166,"4089649-Set, Upper Engine GA",ZSP,VN49,1100,7063,,PC,1,VND,"4,030,178",0,0,0,0,0,0,0,0,0,0
600002166,"4089649-Set, Upper Engine GA",ZSP,VN49,1100,7063,,PC,2,VND,"8,060,356",0,0,0,0,0,0,0,0,0,0
600002166,"4089649-Set, Upper Engine GA",ZSP,VN49,1100,7063,,PC,3,VND,"12,090,533",0,0,0,0,0,0,0,0,0,0
600002166,"4089649-Set, Upper Engine GA",ZSP,VN49,1100,7063,,PC,3,VND,"12,090,533",0,0,0,0,0,0,0,0,0,0
600002171,4089811-set piston ring,ZSP,VN49,1100,7063,,PC,42,VND,"38,869,456",0,0,0,0,0,0,0,0,0,0
600002171,4089811-set piston ring,ZSP,VN49,1100,7063,,PC,30,VND,"27,763,897",0,0,0,0,0,0,0,0,0,0
600002171,4089811-set piston ring,ZSP,VN49,1100,7063,,PC,30,VND,"27,763,897",0,0,0,0,0,0,0,0,0,0
600002171,4089811-set piston ring,ZSP,VN49,1100,7063,,PC,60,VND,"55,527,795",0,0,0,0,0,0,0,0,0,0
600002171,4089811-set piston ring,ZSP,VN49,1100,7063,,PC,60,VND,"55,527,795",0,0,0,0,0,0,0,0,0,0
600002171,4089811-set piston ring,ZSP,VN49,1100,7063,,PC,60,VND,"55,527,795",0,0,0,0,0,0,0,0,0,0
600002175,"4089958-Set, Upper Engine Gas",ZSP,VN49,9300,7063,,PC,0,VND,0,0,0,0,0,0,0,1,"4,809,186",0,0
600002176,"4089998-Set, Lower Engine Gas",ZSP,VNT0,1100,7063,,PC,2,VND,"18,174,235",0,0,0,0,0,0,0,0,0,0
600002176,"4089998-Set, Lower Engine Gas",ZSP,VNT0,1100,7063,,PC,5,VND,"45,435,586",0,0,0,0,0,0,0,0,0,0
600002183,4095800-Seal Oil,ZSP,VNT0,1100,7063,,PC,1,VND,"6,817,240",0,0,0,0,0,0,0,0,0,0
600002192,4891178-Bushing,ZSP,VN49,1100,7063,,PC,2,VND,"422,657",0,0,0,0,0,0,0,0,0,0
600002192,4891178-Bushing,ZSP,VN49,1100,7063,,PC,12,VND,"2,535,941",0,0,0,0,0,0,0,0,0,0
600002192,4891178-Bushing,ZSP,VN49,1100,7063,,PC,4,VND,"845,314",0,0,0,0,0,0,0,0,0,0
600002192,4891178-Bushing,ZSP,VN49,1100,7063,,PC,71,VND,"15,004,318",0,0,0,0,0,0,0,0,0,0
600002192,4891178-Bushing,ZSP,VNT0,1100,7063,,PC,5,VND,"1,070,147",0,0,0,0,0,0,0,0,0,0
600002192,4891178-Bushing,ZSP,VNT0,1100,7063,,PC,3,VND,"642,088",0,0,0,0,0,0,0,0,0,0
600002192,4891178-Bushing,ZSP,VNT0,1100,7063,,PC,4,VND,"856,118",0,0,0,0,0,0,0,0,0,0
600002194,4893693-Bearing Con. Rod,ZSP,VN49,1100,7063,,PC,2,VND,"299,691",0,0,0,0,0,0,0,0,0,0
600002194,4893693-Bearing Con. Rod,ZSP,VNT0,1100,7063,,PC,12,VND,"1,798,147",0,0,0,0,0,0,0,0,0,0
600002194,4893693-Bearing Con. Rod,ZSP,VNT0,1100,7063,,PC,4,VND,"599,382",0,0,0,0,0,0,0,0,0,0
600002196,4910355-Core After Cooler,ZSP,VN49,1100,7063,,PC,1,VND,"30,498,239",0,0,0,0,0,0,0,0,0,0
600002220,"68241-Plug, zinc electrode",ZSP,VN49,1100,7063,,PC,10,VND,"5,121,698",0,0,0,0,0,0,0,0,0,0
600002220,"68241-Plug, zinc electrode",ZSP,VN49,1100,7063,,PC,39,VND,"19,974,623",0,0,0,0,0,0,0,0,0,0
600002220,"68241-Plug, zinc electrode",ZSP,VNT0,1100,7063,,PC,3,VND,"1,476,086",0,0,0,0,0,0,0,0,0,0
600002220,"68241-Plug, zinc electrode",ZSP,VNT0,1100,7063,,PC,38,VND,"18,697,094",0,0,0,0,0,0,0,0,0,0
600002226,70437-Bushingr,ZSP,VN49,1100,7063,,PC,14,VND,"18,560,300",0,0,0,0,0,0,0,0,0,0
